criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
1;0.2;0.4;0.1;0.65;0.36;1.0;0.36;1.0;0.8;0.8
2;0.1;0.4;0.0;0.7;1.0;0.8;0.8;1.0;1.0;1.0
3;0.3;0.1;0.2;0.45;0.25;0.8;0.2;0.36;1.0;0.36
4;0.3;0.1;0.0;0.55;0.25;0.8;0.2;1.0;1.0;1.0
5;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
6;0.1;0.7;0.4;0.65;1.0;0.8;0.8;0.04;1.0;0.04
7;0.1;0.4;0.2;0.6;1.0;0.8;0.8;0.36;1.0;0.36
8;0.3;0.0;0.0;0.5;0.25;0.8;0.2;1.0;1.0;1.0
9;0.0;0.1;0.0;0.55;1.0;1.0;1.0;1.0;1.0;1.0
10;0.6;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
11;0.1;0.4;0.2;0.6;1.0;0.8;0.8;0.36;1.0;0.36
12;0.1;0.4;0.0;0.7;1.0;0.8;0.8;1.0;1.0;1.0
13;0.0;0.3;0.0;0.65;1.0;1.0;1.0;1.0;1.0;1.0
14;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
15;0.2;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
16;0.4;0.2;0.1;0.55;0.04;1.0;0.04;1.0;0.8;0.8
17;0.2;0.1;0.1;0.5;1.0;0.6;0.6;1.0;0.8;0.8
18;0.0;0.0;0.1;0.45;1.0;1.0;1.0;1.0;0.8;0.8
19;0.0;0.1;0.0;0.55;1.0;1.0;1.0;1.0;1.0;1.0
20;0.3;0.4;0.6;0.4;0.25;0.8;0.2;0.04;1.0;0.04
21;0.3;0.2;0.0;0.6;0.25;0.8;0.2;1.0;1.0;1.0
22;0.0;0.2;0.1;0.55;1.0;1.0;1.0;1.0;0.8;0.8
23;0.0;0.5;0.5;0.5;1.0;1.0;1.0;0.0;0.8;0.0
24;0.5;0.3;0.0;0.65;0.0;0.4;0.0;1.0;1.0;1.0
25;0.3;0.0;0.0;0.5;0.25;0.8;0.2;1.0;1.0;1.0
26;0.4;0.2;0.2;0.5;0.04;1.0;0.04;0.36;1.0;0.36
27;0.3;0.2;0.1;0.55;0.25;0.8;0.2;1.0;0.8;0.8
28;0.0;0.1;0.0;0.55;1.0;1.0;1.0;1.0;1.0;1.0
29;0.3;0.0;0.1;0.45;0.25;0.8;0.2;1.0;0.8;0.8
30;0.0;0.3;0.0;0.65;1.0;1.0;1.0;1.0;1.0;1.0
31;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
32;0.8;0.3;0.2;0.55;0.36;1.0;0.36;0.36;1.0;0.36
33;0.1;0.0;0.1;0.45;1.0;0.8;0.8;1.0;0.8;0.8
