criterion_id;Fact;Support;Opposition
0;У Србији, да ли устав забрањује дискриминацију на основу сексуалне оријентације?;У Србији, да ли би устав требало да забрани дискриминацију на основу сексуалне оријентације?;У Србији, да ли би устав требало да дозволи дискриминацију на основу сексуалне оријентације?
1;У Србији, да ли је сексуална оријентација експлицитно укључена у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли би сексуална оријентација требало експлицитно да буде укључена у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли сексуална оријентација треба да буде искључена из законодавства о забрани дискриминације у запошљавању?
2;У Србији, да ли је сексуална оријентација експлицитно укључена у законодавство о антидискриминацији робе и услуга?;У Србији, да ли би сексуална оријентација требало експлицитно да буде укључена у законодавство о забрани дискриминације у понуди робе и услуга?;У Србији, да ли треба искључити сексуалну оријентацију из законодавства о забрани дискриминације у области робе и услуга?
3;У Србији ли је дискриминација на основу сексуалне оријентације у области образовања забрањена законодавством?;У Србији, да ли законодавством треба забранити дискриминацију на основу сексуалне оријентације у области образовања?;У Србији, да ли би дискриминација на основу сексуалне оријентације у области образовања требало да буде дозвољена законодавством?
4;У Србији ли је дискриминација на основу сексуалне оријентације у области здравља забрањена законодавством?;У Србији, да ли законодавством треба забранити дискриминацију на основу сексуалне оријентације у области здравља?;У Србији, да ли би дискриминација на основу сексуалне оријентације у области здравља требало да буде дозвољена законодавством?
5;У Србији, да ли постоје неки закони или политике које забрањују конверзионе или репаративне праксе усмерене на промену сексуалне оријентације малолетника?;У Србији, да ли би законодавством или политикама требало забранити праксе конверзије или репаративне терапије усмерене на промену сексуалне оријентације малолетника?;У Србији, да ли би законодавство или политике требало да дозволе конверзионе или репаративне праксе усмерене на промену сексуалне оријентације малолетника?
6;У Србији, да ли постоји национална институција за људска права или тело за равноправност које је експлицитно овлашћено да се бави и систематски ради на питањима везаним за сексуалну оријентацију?;У Србији, да ли би националној институцији за људска права или телу за равноправност требало експлицитно поверити мандат да се бави и систематски ради на питањима везаним за сексуалну оријентацију?;У Србији, да ли национална институција за људска права или тело за равноправност не би требало да буду задужени за решавање питања везаних за сексуалну оријентацију?
7;У Србији, да ли постоји акциони план за равноправност који експлицитно обухвата сексуалну оријентацију и конкретне мере за напредак?;У Србији, да ли би требало да постоји акциони план за равноправност који експлицитно обухвата сексуалну оријентацију и конкретне мере за напредак?;У Србији, да ли сексуална оријентација треба да буде искључена из акционих планова за равноправност?
8;У Србији, да ли устав забрањује дискриминацију на основу родног идентитета?;У Србији, да ли устав треба да забрани дискриминацију на основу родног идентитета?;У Србији, да ли би устав требало да дозволи дискриминацију на основу родног идентитета?
9;У Србији, да ли је родни идентитет експлицитно укључен у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли би родни идентитет требало експлицитно укључити у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли треба искључити родни идентитет из законодавства о забрани дискриминације у запошљавању?
10;У Србији, да ли је родни идентитет експлицитно укључен у законодавство о забрани дискриминације у пружању роба и услуга?;У Србији, да ли би требало експлицитно укључити родни идентитет у законодавство о забрани дискриминације у понуди роба и услуга?;У Србији, да ли треба искључити родни идентитет из законодавства о антидискриминацији робе и услуга?
11;Да ли је у Србији дискриминација на основу родног идентитета у области образовања забрањена законодавством?;У Србији, да ли законодавство треба да забрани дискриминацију на основу родног идентитета у области образовања?;У Србији, да ли би законодавство требало да дозволи дискриминацију на основу родног идентитета у области образовања?
12;Да ли је у Србији дискриминација на основу родног идентитета у области здравља забрањена законодавством?;У Србији, да ли законодавство треба да забрани дискриминацију на основу родног идентитета у области здравља?;У Србији, да ли би дискриминација на основу родног идентитета у области здравља требало да буде дозвољена законодавством?
13;У Србији, да ли постоје закони или политике које забрањују конверзионе или репаративне праксе усмерене на промену родног идентитета малолетника?;У Србији, да ли законодавством или политикама треба забранити праксе конверзије или репаративне терапије усмерене на промену родног идентитета малолетника?;У Србији, да ли законодавство или политике треба да дозволе конверзионе или репаративне праксе усмерене на промену родног идентитета малолетника?
14;У Србији, да ли постоји национална институција за људска права или тело за равноправност које је експлицитно овлашћено да се бави и систематски ради на питањима везаним за родни идентитет? (мислим да вам треба само једно);У Србији, да ли би националној институцији за људска права или телу за равноправност требало експлицитно да буде поверено да се бави питањима везаним за родни идентитет?;У Србији, да ли национална институција за људска права или тело за равноправност не би требало да буду задужени за решавање питања везаних за родни идентитет?
15;У Србији, да ли постоји акциони план за равноправност који експлицитно обухвата родни идентитет и конкретне мере за напредак?;У Србији, да ли би требало да постоји акциони план за равноправност који експлицитно обухвата родни идентитет и конкретне мере за напредак?;У Србији, да ли треба искључити родни идентитет из акционих планова за равноправност?
16;У Србији, да ли је родна изражајност експлицитно укључена у законодавство против дискриминације?;У Србији, да ли би изражавање пола требало експлицитно укључити у законодавство против дискриминације?;У Србији, да ли би изражавање пола требало искључити из антидискриминационог законодавства?
17;У Србији, да ли устав забрањује дискриминацију на основу полних карактеристика?;У Србији, да ли устав треба да забрани дискриминацију на основу полних карактеристика?;У Србији, да ли би устав требало да дозволи дискриминацију на основу полних карактеристика?
18;У Србији, да ли су сексуалне карактеристике експлицитно укључене у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли би сексуалне карактеристике требало експлицитно укључити у законодавство о забрани дискриминације у запошљавању?;У Србији, да ли би сексуалне карактеристике требало искључити из законодавства о забрани дискриминације у запошљавању?
19;У Србији, да ли су сексуалне карактеристике експлицитно укључене у законодавство о антидискриминацији робе и услуга?;У Србији, да ли би требало експлицитно укључити сексуалне карактеристике у законодавство о антидискриминацији робе и услуга?;У Србији, да ли би сексуалне карактеристике требало искључити из законодавства о антидискриминацији робе и услуга?
20;Да ли је у Србији дискриминација на основу полних карактеристика у области образовања забрањена законодавством?;У Србији, да ли законодавство треба да забрани дискриминацију на основу полних карактеристика у области образовања?;У Србији, да ли би законодавство требало да дозволи дискриминацију на основу полних карактеристика у области образовања?
21;Да ли је у Србији дискриминација на основу полних карактеристика у области здравља забрањена законодавством?;У Србији, да ли законодавство треба да забрани дискриминацију на основу полних карактеристика у области здравља?;У Србији, да ли би законодавство требало да дозволи дискриминацију на основу полних карактеристика у области здравља?
22;У Србији, да ли постоји национална институција за људска права или тело за равноправност које је експлицитно овлашћено да се бави и систематски ради на питањима везаним за полне карактеристике?;У Србији, да ли би националним институцијама за људска права или телима за равноправност требало експлицитно поверити задатке везане за полне карактеристике?;У Србији, да ли националним институцијама за људска права или телима за равноправност не би требало да буде поверено да се баве питањима која се односе на полне карактеристике?
23;У Србији ли постоји акциони план за равноправност који експлицитно обухвата полне карактеристике и конкретне мере за напредак?;У Србији, да ли би требало да постоји акциони план за равноправност који експлицитно обухвата родни идентитет и конкретне мере за напредак?;У Србији, да ли би сексуалне карактеристике требало искључити из акционих планова за равноправност?
24;У Србији, да ли је давање крви или било каквог телесног ткива од стране ЛГБТИ особа на основу њихове сексуалне оријентације или родног идентитета ослобођено законодавне или административне забране? ;У Србији, да ли би давање крви или било каквих ткива тела за ЛГБТИ особе на основу њихове сексуалне оријентације или родног идентитета требало да буде ослобођено законодавне или административне забране? ;У Србији, да ли би давање крви или било каквих телесних ткива од стране ЛГБТИ особа на основу њихове сексуалне оријентације или родног идентитета требало да буде предмет законодавне или административне забране? 
25;У Србији ли су истополне парове дозвољено да се венчају са истим правима као и брачни парови различитог пола?;У Србији, да ли би истополним паровима требало дозволити да се венчају са истим нивоом права као и венчани разликополни парови?;У Србији, да ли истополним паровима не би требало дозволити да се венчају са истим правима као и венчани разлитополни парови?
26;У Србији ли су истополне особе дозвољене да уђу у регистровану заједницу/грађанско партнерство и стекну исти ниво права као да су у браку?;У Србији, да ли би истополним паровима требало дозволити да успоставе регистровану заједницу/грађанско партнерство и стекну исти ниво права као да су у браку?;У Србији, да ли истополним паровима не би требало дозволити да успоставе регистровану заједницу/грађанско партнерство и стекну исту меру права као да су у браку?
27;У Србији, да ли истополне парове дозвољавају да уђу у регистровану заједницу/цивилну заједницу?;У Србији, да ли би истополним паровима требало дозволити успостављање регистрованог партнерства/грађанског партнерства?;У Србији, да ли истополним паровима не би требало дозволити успостављање регистрованог партнерства/грађанског партнерства?
28;У Србији, да ли се истополне парове обухвата у законодавство или правне мере о заједничком животу?;У Србији, да ли би истополне парове требало укључити у законодавство или правне мере о ванбрачној заједници?;У Србији, да ли би истополне парове требало искључити из законодавства или правних мера о ванбрачној заједници?
29;У Србији нема уставног дефинисања брака као јединства само између мушкарца и жене?;У Србији, да ли би требало да не постоји уставно дефинисање брака као јединства само између мушкарца и жене?;У Србији, да ли би у уставу требало да постоји дефиниција брака као заједнице само између мушкарца и жене?
