Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Verbiedt de grondwet in Nederland discriminatie op basis van seksuele geaardheid?;Moet de grondwet in Nederland discriminatie op basis van seksuele geaardheid verbieden?;Moet de grondwet in Nederland discriminatie op grond van seksuele geaardheid toestaan?
Equality & non-discrimination;Employment (sexual orientation);Is seksuele geaardheid expliciet opgenomen in de antidiscriminatiewetgeving in Nederland?;Moet seksuele geaardheid in Nederland expliciet worden opgenomen in antidiscriminatiewetgeving?;Moet seksuele geaardheid in Nederland worden uitgesloten van antidiscriminatiewetgeving op het gebied van werkgelegenheid?
Equality & non-discrimination;Goods & services (sexual orientation);Is seksuele geaardheid in Nederland expliciet opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet seksuele geaardheid in Nederland expliciet worden opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet seksuele geaardheid in Nederland worden uitgesloten van de antidiscriminatiewetgeving voor goederen en diensten?
Equality & non-discrimination;Education (sexual orientation);Is discriminatie op grond van seksuele geaardheid in het onderwijs in Nederland bij wet verboden?;Moet discriminatie op grond van seksuele geaardheid in het onderwijs in Nederland bij wet verboden worden?;Moet in Nederland discriminatie op grond van seksuele geaardheid in het onderwijs wettelijk worden toegestaan?
Equality & non-discrimination;Health (sexual orientation);Is discriminatie op grond van seksuele geaardheid op het gebied van gezondheid in Nederland bij wet verboden?;Moet discriminatie op grond van seksuele geaardheid in de gezondheidszorg in Nederland bij wet verboden worden?;Moet discriminatie op grond van seksuele geaardheid op het gebied van gezondheid in Nederland wettelijk worden toegestaan?
Equality & non-discrimination;Conversion practices ban (sexual orientation);Bestaat er in Nederland wetgeving of beleid dat bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verbiedt?;Moeten in Nederland bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verboden worden door wetgeving of beleid?;Moeten in Nederland bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige worden toegestaan door wetgeving of beleid?
Equality & non-discrimination;Equality body mandate (sexual orientation);Is er in Nederland een nationale mensenrechteninstelling of een orgaan voor gelijke behandeling dat expliciet de opdracht heeft gekregen om zich bezig te houden met en systematisch te werken aan kwesties die verband houden met seksuele geaardheid?;Moet in Nederland een nationale mensenrechteninstelling of een orgaan voor gelijke behandeling een expliciet mandaat krijgen om zich bezig te houden met en systematisch te werken aan kwesties die verband houden met seksuele geaardheid?;Moet in Nederland een nationale mensenrechteninstelling of een orgaan voor gelijke behandeling niet het mandaat krijgen om kwesties aan te pakken die verband houden met seksuele geaardheid?
Equality & non-discrimination;Equality action plan (sexual orientation);Is er in Nederland een actieplan voor gelijkheid waarin expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang zijn opgenomen?;Moet er in Nederland een actieplan voor gelijkheid komen dat expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang omvat?;Moet seksuele geaardheid in Nederland worden uitgesloten van actieplannen voor gelijke behandeling?
Equality & non-discrimination;Constitution (gender identity);Verbiedt de grondwet in Nederland discriminatie op basis van genderidentiteit?;Moet de grondwet in Nederland discriminatie op basis van genderidentiteit verbieden?;Moet de grondwet in Nederland discriminatie op grond van geslacht toestaan?
Equality & non-discrimination;Employment (gender identity);Is genderidentiteit in Nederland expliciet opgenomen in de antidiscriminatiewetgeving?;Moet genderidentiteit in Nederland expliciet worden opgenomen in antidiscriminatiewetgeving?;Moet genderidentiteit in Nederland worden uitgesloten van antidiscriminatiewetgeving op het gebied van werkgelegenheid?
Equality & non-discrimination;Goods & services (gender identity);Is genderidentiteit in Nederland expliciet opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet genderidentiteit in Nederland expliciet worden opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet genderidentiteit in Nederland worden uitgesloten van de antidiscriminatiewetgeving voor goederen en diensten?
Equality & non-discrimination;Education (gender identity);Is discriminatie op basis van genderidentiteit in het onderwijs in Nederland bij wet verboden?;Moet discriminatie op basis van genderidentiteit in het onderwijs in Nederland bij wet verboden worden?;Moet in Nederland discriminatie op basis van genderidentiteit in het onderwijs wettelijk worden toegestaan?
Equality & non-discrimination;Health (gender identity);Is discriminatie op basis van genderidentiteit in de gezondheidszorg in Nederland bij wet verboden?;Moet discriminatie op basis van genderidentiteit in de gezondheidszorg in Nederland bij wet verboden worden?;Moet in Nederland discriminatie op basis van genderidentiteit op het gebied van gezondheid wettelijk worden toegestaan?
Equality & non-discrimination;Conversion practices ban (gender identity);Bestaat er in Nederland wetgeving of beleid dat bekerings- of herstelpraktijken gericht op het veranderen van de genderidentiteit van een minderjarige verbiedt?;Moeten in Nederland conversie- of herstelpraktijken gericht op het veranderen van de genderidentiteit van een minderjarige verboden worden door wetgeving of beleid?;Moeten in Nederland conversie- of herstelpraktijken gericht op het veranderen van de genderidentiteit van een minderjarige worden toegestaan door wetgeving of beleid?
Equality & non-discrimination;Equality body mandate (gender identity);Is er in Nederland een nationale mensenrechteninstelling of gelijkheidsorgaan dat expliciet het mandaat heeft om kwesties met betrekking tot genderidentiteit aan te pakken en er systematisch aan te werken? (ik denk dat je er gewoon een nodig hebt);Moet in Nederland een nationale mensenrechteninstelling of gelijkheidsorgaan expliciet het mandaat krijgen om kwesties aan te pakken die verband houden met genderidentiteit?;Moet in Nederland een nationaal mensenrechteninstituut of orgaan voor gelijke behandeling geen mandaat krijgen om kwesties aan te pakken die verband houden met genderidentiteit?
Equality & non-discrimination;Equality action plan (gender identity);Is er in Nederland een actieplan voor gelijkheid dat expliciet genderidentiteit en specifieke maatregelen voor vooruitgang omvat?;Moet er in Nederland een actieplan voor gelijkheid komen waarin genderidentiteit en specifieke maatregelen voor vooruitgang expliciet worden opgenomen?;Moet genderidentiteit in Nederland worden uitgesloten van actieplannen voor gelijkheid?
Equality & non-discrimination;Law (gender expression);Is genderexpressie in Nederland expliciet opgenomen in antidiscriminatiewetgeving?;Moet genderexpressie in Nederland expliciet worden opgenomen in antidiscriminatiewetgeving?;Moet genderexpressie in Nederland worden uitgesloten van antidiscriminatiewetgeving?
Equality & non-discrimination;Constitution (sex characteristics);Verbiedt de grondwet in Nederland discriminatie op basis van geslachtskenmerken?;Moet de grondwet in Nederland discriminatie op basis van geslachtskenmerken verbieden?;Moet de grondwet in Nederland discriminatie op basis van geslachtskenmerken toestaan?
