criterion_id;Fact;Support;Opposition
0;U Hrvatskoj, zabranjuje li ustav diskriminaciju na temelju seksualne orijentacije?;U Hrvatskoj bi ustav trebao zabraniti diskriminaciju na temelju seksualne orijentacije?;U Hrvatskoj, bi li ustav trebao dopustiti diskriminaciju na temelju seksualne orijentacije?
1;U Hrvatskoj li je seksualna orijentacija izričito uključena u zakonodavstvo o zabrani diskriminacije pri zapošljavanju?;U Hrvatskoj, treba li seksualna orijentacija biti izričito uključena u zakonodavstvo o zabrani diskriminacije pri zapošljavanju?;U Hrvatskoj, treba li seksualnu orijentaciju izuzeti iz zakonodavstva o zabrani diskriminacije u zapošljavanju?
2;Je li seksualna orijentacija u Hrvatskoj izričito uključena u zakonodavstvo protiv diskriminacije u pružanju dobara i usluga?;U Hrvatskoj, treba li seksualnu orijentaciju izričito uključiti u zakonodavstvo protiv diskriminacije u pružanju dobara i usluga?;U Hrvatskoj, treba li seksualnu orijentaciju isključiti iz zakonodavstva o zabrani diskriminacije u proizvodima i uslugama?
3;Je li u Hrvatskoj diskriminacija na temelju seksualne orijentacije u području obrazovanja zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju seksualne orijentacije u obrazovanju trebala biti zabranjena zakonom?;U Hrvatskoj, bi li zakonodavstvo trebalo dopustiti diskriminaciju na temelju seksualne orijentacije u obrazovanju?
4;Je li u Hrvatskoj diskriminacija na temelju seksualne orijentacije u području zdravstva zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju seksualne orijentacije u području zdravstva trebala biti zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju seksualne orijentacije u zdravstvu trebala biti dopuštena zakonom?
5;Postoje li u Hrvatskoj zakoni ili politike koje zabranjuju konverzijske ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika?;U Hrvatskoj, bi li konverzijske ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika trebale biti zabranjene zakonom ili politikama?;U Hrvatskoj, bi li zakonodavstvom ili politikama trebale biti dopuštene konverzijske ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika?
6;Postoji li u Hrvatskoj nacionalna institucija za ljudska prava ili tijelo za ravnopravnost koje je izričito ovlašteno baviti se i sustavno raditi na pitanjima vezanim uz seksualnu orijentaciju?;U Hrvatskoj bi nacionalna institucija za ljudska prava ili tijelo za ravnopravnost trebali biti izričito ovlašteni da se bave i sustavno rade na pitanjima vezanim uz seksualnu orijentaciju?;U Hrvatskoj, bi li nacionalna institucija za ljudska prava ili tijelo za ravnopravnost trebali biti ovlašteni baviti se pitanjima vezanim uz seksualnu orijentaciju?
7;Postoji li u Hrvatskoj akcijski plan za ravnopravnost koji izričito uključuje seksualnu orijentaciju i konkretne mjere za napredak?;U Hrvatskoj bi li trebalo postojati akcijsko plan za ravnopravnost koji izričito uključuje seksualnu orijentaciju i konkretne mjere za napredak?;U Hrvatskoj, treba li seksualnu orijentaciju isključiti iz akcijskih planova za ravnopravnost?
8;U Hrvatskoj, zabranjuje li ustav diskriminaciju na temelju rodnog identiteta?;U Hrvatskoj bi ustav trebao zabraniti diskriminaciju na temelju rodnog identiteta?;U Hrvatskoj, bi li ustav trebao dopustiti diskriminaciju na temelju rodnog identiteta?
9;Je li rodni identitet u Hrvatskoj izričito uključen u zakonodavstvo o zabrani diskriminacije pri zapošljavanju?;U Hrvatskoj, treba li rodni identitet izričito uključiti u zakonodavstvo protiv diskriminacije u zapošljavanju?;U Hrvatskoj, treba li rodni identitet biti isključen iz zakonodavstva o zabrani diskriminacije u zapošljavanju?
10;U Hrvatskoj li je rodni identitet izričito uključen u zakonodavstvo protiv diskriminacije u proizvodima i uslugama?;U Hrvatskoj, treba li rodni identitet izričito uključiti u zakonodavstvo protiv diskriminacije u pružanju dobara i usluga?;U Hrvatskoj, treba li rodni identitet isključiti iz zakonodavstva protiv diskriminacije u pružanju dobara i usluga?
11;Je li u Hrvatskoj diskriminacija na temelju rodnog identiteta u području obrazovanja zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju rodnog identiteta u obrazovanju trebala biti zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju rodnog identiteta u području obrazovanja trebala biti dopuštena zakonom?
12;Je li u Hrvatskoj diskriminacija na temelju rodnog identiteta u području zdravstva zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju rodnog identiteta u području zdravstva trebala biti zabranjena zakonom?;U Hrvatskoj, bi li diskriminacija na temelju rodnog identiteta u zdravstvu trebala biti dopuštena zakonom?
