criterion_id;Fact;Support;Opposition
0;Fil-Malta, il-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali?;Fil-Malta, għandha l-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali?;Fil-Malta, għandha l-Kostituzzjoni tippermetti d-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali?
1;F'Malta, l-orjentazzjoni sesswali hija inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandha l-orjentazzjoni sesswali tiġi inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandha l-orjentazzjoni sesswali tiġi eskluża mill-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?
2;F'Malta, l-orjentazzjoni sesswali hija inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fuq il-prodotti u s-servizzi?;Fil-Malta, għandha l-orjentazzjoni sesswali tiġi inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni f'oġġetti u servizzi?;Fil-Malta, għandha l-orjentazzjoni sesswali tiġi eskluża mill-liġi kontra d-diskriminazzjoni fil-prodotti u s-servizzi?
3;F'Malta, id-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali fil-qasam tal-edukazzjoni hija pprojbita mill-liġi?;F'Malta, għandha d-diskriminazzjoni bbażata fuq l-orjentament sesswali fil-qasam tal-edukazzjoni tiġi pprojbita bil-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali fil-qasam tal-edukazzjoni tkun permessa mill-liġi?
4;F'Malta, id-diskriminazzjoni bbażata fuq l-orjentament sesswali fil-qasam tas-saħħa hija pprojbita mill-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-orjentament sesswali fil-qasam tas-saħħa tiġi pprojbita bil-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-orjentazzjoni sesswali fil-qasam tas-saħħa tkun permessa mill-liġi?
5;F'Malta, hemm xi leġiżlazzjoni jew politiki li jipprojbixxu prattiki ta' konverżjoni jew riparattivi mmirati biex jibdlu l-orjentazzjoni sesswali ta' minuri?;F'Malta, għandhom jiġu pprojbiti b'liġi jew b'politiki l-prattiki ta' konverżjoni jew riparattivi li għandhom l-għan li jibdlu l-orjentazzjoni sesswali ta' minuri?;F'Malta, għandhom jiġu permessi mill-liġi jew mill-politiki prattiki ta' konverżjoni jew riparattivi li għandhom l-għan li jibdlu l-orjentazzjoni sesswali ta' minuri?
6;F'Malta, teżisti istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza li għandu mandat espliċitu biex jindirizza u jaħdem b'mod sistematiku fuq kwistjonijiet relatati mal-orjentazzjoni sesswali?;F'Malta, għandha istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza jingħata mandat espliċitu biex jindirizza u jaħdem b'mod sistematiku fuq kwistjonijiet relatati mal-orjentazzjoni sesswali?;Fil-Malta, għandha istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza ma jkollhomx il-mandat li jindirizzaw kwistjonijiet relatati mal-orjentazzjoni sesswali?
7;F'Malta, hemm pjan ta' azzjoni għall-ugwaljanza li jinkludi b'mod esplicitu l-orjentazzjoni sesswali u miżuri speċifiċi għall-progress?;F'Malta, għandha teżisti pjan ta' azzjoni għall-ugwaljanza li jinkludi b'mod esplicitu l-orjentazzjoni sesswali u miżuri speċifiċi għall-progress?;Fil-Malta, għandha l-orjentazzjoni sesswali tiġi eskluża mill-pjanijiet ta' azzjoni għall-ugwaljanza?
8;Fil-Malta, il-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru?;Fil-Malta, għandha l-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru?;Fil-Malta, għandha l-Kostituzzjoni tippermetti d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru?
9;F'Malta, l-identità tal-ġeneru hija inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandha l-identità tal-ġeneru tiġi inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandha l-identità tal-ġeneru tiġi eskluża mill-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?
10;F'Malta, l-identità tal-ġeneru hija inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fil-prodotti u s-servizzi?;Fil-Malta, għandha l-identità tal-ġeneru tiġi inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fil-oġġetti u s-servizzi?;Fil-Malta, għandha l-identità tal-ġeneru tiġi eskluża mill-leġiżlazzjoni kontra d-diskriminazzjoni fuq il-prodotti u s-servizzi?
11;F'Malta, id-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tal-edukazzjoni hija pprojbita mill-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tal-edukazzjoni tiġi pprojbita bil-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tal-edukazzjoni tkun permessa mill-liġi?
12;F'Malta, id-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tas-saħħa hija pprojbita mill-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tas-saħħa tiġi pprojbita bil-liġi?;Fil-Malta, għandha d-diskriminazzjoni bbażata fuq l-identità tal-ġeneru fil-qasam tas-saħħa tkun permessa mill-liġi?
13;F'Malta, hemm xi leġiżlazzjoni jew politiki li jipprojbixxu prattiki ta' konverżjoni jew riparattivi mmirati biex jibdlu l-identità tal-ġeneru ta' minuri?;F'Malta, għandhom jiġu pprojbiti b'liġi jew b'politiki l-prattiki ta' konverżjoni jew riparattivi li għandhom l-għan li jibdlu l-identità tal-ġeneru ta' minuri?;Fil-Malta, għandhom prattiki ta' konverżjoni jew riparattivi li għandhom l-għan li jibdlu l-identità tal-ġeneru ta' minuri jkunu permessi mill-liġi jew mill-politiki?
14;F'Malta, teżisti istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza li għandu mandat espliċitu biex jindirizza u jaħdem b'mod sistematiku fuq kwistjonijiet relatati mal-identità tal-ġeneru? (Naħseb li għandek bżonn waħda biss);F'Malta, għandha istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza mandat esplicitu biex tindirizza kwistjonijiet relatati mal-identità tal-ġeneru?;F'Malta, għandha istituzzjoni nazzjonali għad-drittijiet tal-bniedem jew korp għall-ugwaljanza ma jkollhomx il-mandat li jindirizzaw kwistjonijiet relatati mal-identità tal-ġeneru?
15;F'Malta, hemm pjan ta' azzjoni għall-ugwaljanza li b'mod esplicitu jinkludi l-identità tal-ġeneru u miżuri speċifiċi għall-progress?;F'Malta, għandha teżisti pjan ta' azzjoni għall-ugwaljanza li jinkludi b'mod esplicitu l-identità tal-ġeneru u miżuri speċifiċi għall-progress?;Fil-Malta, għandha l-identità tal-ġeneru tiġi eskluża mill-pjanijiet ta' azzjoni għall-ugwaljanza?
16;F'Malta, l-espressjoni tal-ġeneru hija inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni?;Fil-Malta, għandha l-espressjoni tal-ġeneru tiġi inkluża b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni?;Fil-Malta, għandha l-espressjoni tal-ġeneru tiġi eskluża mill-leġiżlazzjoni kontra d-diskriminazzjoni?
17;Fil-Malta, il-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq il-karatteristiċi sesswali?;Fil-Malta, għandha l-Kostituzzjoni tipprojbixxi d-diskriminazzjoni bbażata fuq il-karatteristiċi sesswali?;Fil-Malta, għandha l-Kostituzzjoni tippermetti d-diskriminazzjoni bbażata fuq il-karatteristiċi sesswali?
18;Fil-Malta, il-karatteristiċi sesswali huma inklużi b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandhom karatteristiċi sesswali jiġu inklużi b'mod esplicitu fil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?;Fil-Malta, għandhom jiġu esklużi l-karatteristiċi sesswali mil-leġiżlazzjoni kontra d-diskriminazzjoni fl-impjieg?
