criterion_id;Fact;Support;Opposition
0;Чи забороняє Конституція України дискримінацію за ознакою сексуальної орієнтації?;Чи повинна Конституція України заборонити дискримінацію за ознакою сексуальної орієнтації?;Чи повинна Конституція України дозволяти дискримінацію за ознакою сексуальної орієнтації?
1;Чи включена сексуальна орієнтація в Україні в антидискримінаційне законодавство у сфері зайнятості?;Чи слід в Україні включити сексуальну орієнтацію в антидискримінаційне законодавство у сфері зайнятості?;Чи слід в Україні виключити сексуальну орієнтацію з антидискримінаційного законодавства у сфері зайнятості?
2;Чи включена сексуальна орієнтація в Україні в антидискримінаційне законодавство щодо товарів і послуг?;Чи слід в Україні включити сексуальну орієнтацію в антидискримінаційне законодавство щодо товарів і послуг?;Чи слід в Україні виключити сексуальну орієнтацію з антидискримінаційного законодавства про товари та послуги?
3;Чи заборонена в Україні дискримінація за ознакою сексуальної орієнтації у сфері освіти на законодавчому рівні?;Чи повинна в Україні бути законодавчо заборонена дискримінація за ознакою сексуальної орієнтації у сфері освіти?;Чи повинна в Україні законодавчо бути дозволена дискримінація за ознакою сексуальної орієнтації у сфері освіти?
4;Чи заборонена в Україні дискримінація за ознакою сексуальної орієнтації у сфері охорони здоров'я на законодавчому рівні?;Чи повинна в Україні бути законодавчо заборонена дискримінація за ознакою сексуальної орієнтації у сфері охорони здоров'я?;Чи повинна в Україні законодавчо бути дозволена дискримінація за ознакою сексуальної орієнтації у сфері охорони здоров'я?
5;Чи існує в Україні законодавство або політика, які забороняють конверсію або репаративні практики, спрямовані на зміну сексуальної орієнтації неповнолітніх?;Чи повинні в Україні законодавчо чи політично бути заборонені конверсійні або репаративні практики, спрямовані на зміну сексуальної орієнтації неповнолітніх?;Чи повинні в Україні законодавчо чи політично бути дозволені конверсійні або репаративні практики, спрямовані на зміну сексуальної орієнтації неповнолітніх?
6;Чи існує в Україні національна правозахисна установа або орган з питань рівності, який має чіткий мандат на вирішення питань, пов'язаних із сексуальною орієнтацією, та систематичну роботу над ними?;Чи повинна національна правозахисна установа або орган з питань рівності в Україні мати чіткий мандат на вирішення питань, пов'язаних із сексуальною орієнтацією, та систематичну роботу над ними?;Чи не повинен національний орган з прав людини або орган з питань рівності в Україні мати повноваження вирішувати питання, пов'язані з сексуальною орієнтацією?
7;Чи існує в Україні план дій щодо забезпечення рівності, який чітко включає питання сексуальної орієнтації та конкретні заходи для досягнення прогресу?;Чи повинен в Україні існувати план дій щодо забезпечення рівності, який би чітко включав питання сексуальної орієнтації та конкретні заходи для досягнення прогресу?;Чи слід в Україні виключити сексуальну орієнтацію з планів дій щодо забезпечення рівності?
8;Чи забороняє Конституція України дискримінацію за ознакою ґендерної ідентичності?;Чи повинна Конституція України заборонити дискримінацію за ознакою ґендерної ідентичності?;Чи повинна Конституція України дозволяти дискримінацію за ознакою гендерної ідентичності?
9;Чи включена гендерна ідентичність в Україні в антидискримінаційне законодавство у сфері зайнятості?;Чи повинна гендерна ідентичність в Україні бути чітко включена в антидискримінаційне законодавство у сфері зайнятості?;Чи слід в Україні виключити гендерну ідентичність з антидискримінаційного законодавства у сфері зайнятості?
