criterion_id;Fact;Support;Opposition
0;Azərbaycanda konstitusiya cinsi orientasiyaya görə ayrı-seçkiliyi qadağan edirmi?;Azərbaycanda konstitusiya cinsi orientasiyaya görə ayrı-seçkiliyi qadağan etməlimi?;Azərbaycanda konstitusiya cinsi orientasiyaya görə ayrı-seçkiliyə yol verməlidirmi?
1;Azərbaycanda məşğulluq sahəsində ayrı-seçkiliyə qarşı qanunvericiliyə cinsi orientasiya açıq şəkildə daxil edilibmi?;Azərbaycanda məşğulluq sahəsində ayrı-seçkiliyə qarşı qanunvericiliyə cinsi orientasiyanın açıq şəkildə daxil edilməsi lazımdırmı?;Azərbaycanda məşğulluq sahəsində ayrı-seçkiliyə qarşı qanunvericilikdən cinsi orientasiya istisna edilməlidirmi?
2;Azərbaycanda mallar və xidmətlər üzrə ayrı-seçkilik əleyhinə qanunvericiliyinə cinsi orientasiya açıq şəkildə daxil edilibmi?;Azərbaycanda mal və xidmətlərə qarşı ayrı-seçkiliyə qarşı qanunvericiliyə cinsi orientasiyanın açıq şəkildə daxil edilməsi lazımdırmı?;Azərbaycanda mal və xidmətlərə qarşı ayrı-seçkiliyə qarşı qanunvericilikdə cinsi orientasiya istisna edilməlidirmi?
3;Azərbaycanda təhsil sahəsində cinsi orientasiyaya görə ayrı-seçkilik qanunvericiliklə qadağan edilibmi?;Azərbaycanda təhsil sahəsində cinsi orientasiyaya görə ayrı-seçkiliyin qanunvericiliklə qadağan edilməsi lazımdırmı?;Azərbaycanda təhsil sahəsində cinsi orientasiyaya görə ayrı-seçkiliyə qanunvericiliklə icazə verilməlidirmi?
4;Azərbaycanda sağlamlıq sahəsində cinsi orientasiyaya görə ayrı-seçkilik qanunvericiliklə qadağan olunubmu?;Azərbaycanda sağlamlıq sahəsində cinsi orientasiyaya görə ayrı-seçkiliyin qanunvericiliklə qadağan edilməsi lazımdırmı?;Azərbaycanda sağlamlıq sahəsində cinsi orientasiyaya görə ayrı-seçkiliyə qanunvericiliklə icazə verilməlidirmi?
5;Azərbaycanda yetkinlik yaşına çatmayan şəxsin cinsi orientasiyasını dəyişdirmək məqsədilə konversiya və ya reaktiv müalicə praktikalarını qadağan edən hər hansı qanunvericilik və ya siyasət varmı?;Azərbaycanda yetkinlik yaşına çatmayan şəxsin cinsi orientasiyasını dəyişdirmək məqsədilə aparılan konversiya və ya reaktiv müalicə praktikaları qanunvericilik və ya siyasətlərlə qadağan edilməlidirmi?;Azərbaycanda qanunvericilik və ya siyasətlərlə azyaşlının cinsi orientasiyasını dəyişdirməyi hədəfləyən konversiya və ya reparativ təcrübələrə icazə verilməlidirmi?
6;Azərbaycanda cinsi orientasiya ilə bağlı məsələləri həll etmək və sistemli şəkildə üzərində işləmək üçün açıq şəkildə səlahiyyət verilmiş milli insan hüquqları institutu və ya bərabərlik orqanı varmı?;Azərbaycanda milli insan hüquqları institutuna və ya bərabərlik orqanına cinsi orientasiya ilə bağlı məsələləri həll etmək və sistemli şəkildə üzərində işləmək üçün açıq şəkildə mandat verilməlidirmi?;Azərbaycanda milli insan hüquqları institutuna və ya bərabərlik orqanına cinsi orientasiya ilə bağlı məsələlərə baxmaq səlahiyyəti verilməməlidirmi?
7;Azərbaycanda cinsi orientasiyanı açıq şəkildə əhatə edən və irəliləyiş üçün konkret tədbirlər nəzərdə tutan bərabərlik fəaliyyət planı varmı?;Azərbaycanda cinsi orientasiyanı açıq şəkildə əhatə edən və irəliləyiş üçün konkret tədbirlər nəzərdə tutan bərabərlik fəaliyyət planı olmalıdırmı?;Azərbaycanda cinsi orientasiya bərabərlik fəaliyyət planlarından çıxarılmalıdırmı?
8;Azərbaycanda konstitusiya cinsiyyət kimliyinə görə ayrı-seçkiliyi qadağan edirmi?;Azərbaycanda konstitusiya cinsiyyət kimliyinə görə ayrı-seçkiliyi qadağan etməlimi?;Azərbaycanda konstitusiya cinsiyyət kimliyinə görə ayrı-seçkiliyə yol verməlidirmi?
9;Azərbaycanda işə qəbul zamanı ayrı-seçkiliyə qarşı qanunvericiliyə cinsiyyət kimliyi açıq şəkildə daxil edilibmi?;Azərbaycanda işə qəbul zamanı ayrı-seçkiliyə qarşı qanunvericiliyə cinsiyyət kimliyini açıq şəkildə daxil etmək lazımdırmı?;Azərbaycanda işə qəbul zamanı ayrı-seçkilik əleyhinə qanunvericiliyindən cinsiyyət kimliyinə görə istisna edilməlidirmi?
