criterion_id;Fact;Support;Opposition
0;En France, la constitution interdit-elle les discriminations fondées sur l'orientation sexuelle ?;En France, la Constitution devrait-elle interdire les discriminations fondées sur l'orientation sexuelle ?;En France, la Constitution doit-elle autoriser les discriminations fondées sur l'orientation sexuelle ?
1;En France, l'orientation sexuelle est-elle explicitement incluse dans la législation anti-discrimination en matière d'emploi ?;En France, l'orientation sexuelle devrait-elle être explicitement incluse dans la législation anti-discrimination en matière d'emploi ?;En France, l'orientation sexuelle doit-elle être exclue de la législation anti-discrimination en matière d'emploi ?
2;En France, l'orientation sexuelle est-elle explicitement incluse dans la législation anti-discrimination sur les biens et services ?;En France, l'orientation sexuelle devrait-elle être explicitement incluse dans la législation anti-discrimination sur les biens et services ?;En France, l'orientation sexuelle doit-elle être exclue de la législation anti-discrimination sur les biens et services ?
3;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de l'éducation est-elle interdite par la législation ?;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de l'éducation doit-elle être interdite par la loi ?;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de l'éducation doit-elle être autorisée par la législation ?
4;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de la santé est-elle interdite par la législation ?;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de la santé doit-elle être interdite par la loi ?;En France, la discrimination fondée sur l'orientation sexuelle dans le domaine de la santé doit-elle être autorisée par la législation ?
5;En France, existe-t-il une législation ou des politiques qui interdisent les pratiques de conversion ou de réparation visant à modifier l'orientation sexuelle d'un mineur ?;En France, les pratiques de conversion ou de réparation visant à modifier l'orientation sexuelle d'un mineur doivent-elles être interdites par la législation ou les politiques ?;En France, les pratiques de conversion ou de réparation visant à modifier l'orientation sexuelle d'un mineur doivent-elles être autorisées par la législation ou les politiques ?
6;En France, existe-t-il une institution nationale des droits de l'homme ou un organisme de promotion de l'égalité explicitement mandaté pour traiter et travailler systématiquement sur les questions liées à l'orientation sexuelle ?;En France, une institution nationale des droits de l'homme ou un organisme de promotion de l'égalité devrait-il être explicitement mandaté pour traiter et travailler systématiquement sur les questions liées à l'orientation sexuelle ?;En France, une institution nationale des droits de l'homme ou un organisme de promotion de l'égalité ne devrait-il pas être mandaté pour traiter des questions liées à l'orientation sexuelle ?
7;En France, existe-t-il un plan d'action pour l'égalité qui inclut explicitement l'orientation sexuelle et des mesures spécifiques pour progresser ?;En France, faut-il un plan d'action pour l'égalité qui inclut explicitement l'orientation sexuelle et des mesures spécifiques pour progresser ?;En France, l'orientation sexuelle doit-elle être exclue des plans d'action pour l'égalité ?
8;En France, la constitution interdit-elle la discrimination fondée sur l'identité de genre ?;En France, la Constitution devrait-elle interdire les discriminations fondées sur l'identité de genre ?;En France, la Constitution doit-elle autoriser les discriminations fondées sur l'identité sexuelle ?
9;En France, l'identité de genre est-elle explicitement incluse dans la législation anti-discrimination en matière d'emploi ?;En France, l'identité de genre devrait-elle être explicitement incluse dans la législation anti-discrimination en matière d'emploi ?;En France, l'identité de genre devrait-elle être exclue de la législation anti-discrimination en matière d'emploi ?
