criterion_id;Fact;Support;Opposition
0;Zakazuje v Česku ústava diskriminaci na základě sexuální orientace?;Měla by v Česku ústava zakázat diskriminaci na základě sexuální orientace?;Měla by ústava v Česku povolovat diskriminaci na základě sexuální orientace?
1;Je v Česku sexuální orientace výslovně zahrnuta do antidiskriminační legislativy v oblasti zaměstnávání?;Měla by být v Česku sexuální orientace výslovně zahrnuta do antidiskriminační legislativy v oblasti zaměstnanosti?;Měla by být v Česku sexuální orientace vyloučena z antidiskriminační legislativy v oblasti zaměstnávání?
2;Je v Česku sexuální orientace výslovně zahrnuta do antidiskriminační legislativy v oblasti zboží a služeb?;Měla by být v Česku sexuální orientace výslovně zahrnuta do antidiskriminační legislativy v oblasti zboží a služeb?;Měla by být v Česku sexuální orientace vyloučena z antidiskriminační legislativy v oblasti zboží a služeb?
3;Je v Česku diskriminace na základě sexuální orientace v oblasti vzdělávání legislativně zakázána?;Měla by být v Česku legislativně zakázána diskriminace na základě sexuální orientace v oblasti vzdělávání?;Měla by být v Česku legislativně povolena diskriminace na základě sexuální orientace v oblasti vzdělávání?
4;Je v Česku diskriminace na základě sexuální orientace v oblasti zdraví legislativně zakázána?;Měla by být v Česku legislativně zakázána diskriminace na základě sexuální orientace v oblasti zdravotnictví?;Měla by být v Česku legislativně povolena diskriminace na základě sexuální orientace v oblasti zdravotnictví?
5;Existují v České republice nějaké právní předpisy nebo zásady, které zakazují konverzi nebo reparační praktiky zaměřené na změnu sexuální orientace nezletilých?;Měly by být v České republice legislativně nebo politicky zakázány konverzní nebo reparační praktiky zaměřené na změnu sexuální orientace nezletilých?;Měly by být v České republice legislativně nebo politicky povoleny konverzní nebo reparační praktiky zaměřené na změnu sexuální orientace nezletilých?
6;Existuje v Česku národní instituce pro lidská práva nebo orgán pro rovnost, který by byl výslovně pověřen zabývat se otázkami souvisejícími se sexuální orientací a systematicky se jimi zabývat?;Měla by být v Česku národní instituce pro lidská práva nebo orgán pro rovnost výslovně pověřen zabývat se otázkami souvisejícími se sexuální orientací a systematicky na nich pracovat?;Neměla by být v Česku národní instituce pro lidská práva nebo orgán pro rovnost pověřen řešením otázek souvisejících se sexuální orientací?
7;Existuje v Česku akční plán pro rovnost, který výslovně zahrnuje sexuální orientaci a konkrétní opatření pro dosažení pokroku?;Měl by v Česku existovat akční plán pro rovnost, který by výslovně zahrnoval sexuální orientaci a konkrétní opatření pro dosažení pokroku?;Měla by být v Česku sexuální orientace vyloučena z akčních plánů pro rovnost?
8;Zakazuje v Česku ústava diskriminaci na základě pohlavní identity?;Měla by ústava v Česku zakázat diskriminaci na základě pohlavní identity?;Měla by v Česku ústava povolovat diskriminaci na základě pohlavní identity?
9;Je v Česku genderová identita výslovně zahrnuta do antidiskriminační legislativy v oblasti zaměstnávání?;Měla by být v Česku genderová identita výslovně zahrnuta do antidiskriminační legislativy v oblasti zaměstnávání?;Měla by být v Česku genderová identita vyloučena z antidiskriminační legislativy v oblasti zaměstnávání?
10;Je v Česku genderová identita výslovně zahrnuta v antidiskriminační legislativě týkající se zboží a služeb?;Měla by být v Česku genderová identita výslovně zahrnuta do antidiskriminační legislativy v oblasti zboží a služeb?;Měla by být v Česku genderová identita vyloučena z antidiskriminační legislativy v oblasti zboží a služeb?
11;Je v Česku diskriminace na základě pohlavní identity v oblasti vzdělávání legislativně zakázána?;Měla by být v Česku legislativně zakázána diskriminace na základě pohlavní identity v oblasti vzdělávání?;Měla by být v Česku legislativně povolena diskriminace na základě pohlavní identity v oblasti vzdělávání?
12;Je v Česku diskriminace na základě pohlavní identity v oblasti zdraví legislativně zakázána?;Měla by být v Česku legislativně zakázána diskriminace na základě pohlavní identity v oblasti zdravotnictví?;Měla by být v Česku legislativně povolena diskriminace na základě pohlavní identity v oblasti zdravotnictví?
