criterion_id;Fact;Support;Opposition
0;Czy w Polsce konstytucja zakazuje dyskryminacji ze względu na orientację seksualną?;Czy w Polsce konstytucja powinna zakazywać dyskryminacji ze względu na orientację seksualną?;Czy w Polsce konstytucja powinna zezwalać na dyskryminację ze względu na orientację seksualną?
1;Czy w Polsce orientacja seksualna jest wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących zatrudnienia?;Czy w Polsce orientacja seksualna powinna być wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących zatrudnienia?;Czy w Polsce orientacja seksualna powinna być wyłączona z przepisów antydyskryminacyjnych dotyczących zatrudnienia?
2;Czy w Polsce orientacja seksualna jest wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących towarów i usług?;Czy w Polsce orientacja seksualna powinna być wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących towarów i usług?;Czy w Polsce orientacja seksualna powinna być wyłączona z przepisów antydyskryminacyjnych dotyczących towarów i usług?
3;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie edukacji jest zabroniona przez prawo?;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie edukacji powinna być zabroniona przez prawo?;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie edukacji powinna być dozwolona przez prawo?
4;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie zdrowia jest zabroniona przez prawo?;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie zdrowia powinna być zabroniona przez prawo?;Czy w Polsce dyskryminacja ze względu na orientację seksualną w dziedzinie zdrowia powinna być dozwolona przez prawo?
5;Czy w Polsce istnieją przepisy lub polityki, które zakazują konwersji lub praktyk naprawczych mających na celu zmianę orientacji seksualnej małoletniego?;Czy w Polsce praktyki konwersyjne lub reparacyjne mające na celu zmianę orientacji seksualnej małoletniego powinny być zabronione przez ustawodawstwo lub politykę?;Czy w Polsce praktyki konwersyjne lub reparacyjne mające na celu zmianę orientacji seksualnej małoletniego powinny być dozwolone przez ustawodawstwo lub politykę?
6;Czy w Polsce istnieje krajowa instytucja zajmująca się prawami człowieka lub organ ds. równości wyraźnie upoważniony do zajmowania się i systematycznej pracy nad kwestiami związanymi z orientacją seksualną?;Czy w Polsce krajowa instytucja zajmująca się prawami człowieka lub organ ds. równości powinny być wyraźnie upoważnione do zajmowania się i systematycznej pracy nad kwestiami związanymi z orientacją seksualną?;Czy w Polsce krajowa instytucja praw człowieka lub organ ds. równości nie powinny być upoważnione do zajmowania się kwestiami związanymi z orientacją seksualną?
7;Czy w Polsce istnieje plan działania na rzecz równości, który wyraźnie obejmuje orientację seksualną i konkretne środki na rzecz postępu?;Czy w Polsce powinien istnieć plan działania na rzecz równości, który wyraźnie uwzględniałby orientację seksualną i konkretne środki na rzecz postępu?;Czy w Polsce orientacja seksualna powinna być wyłączona z planów działań na rzecz równości?
8;Czy w Polsce konstytucja zakazuje dyskryminacji ze względu na tożsamość płciową?;Czy w Polsce konstytucja powinna zakazywać dyskryminacji ze względu na tożsamość płciową?;Czy w Polsce konstytucja powinna zezwalać na dyskryminację ze względu na tożsamość płciową?
9;Czy w Polsce tożsamość płciowa jest wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących zatrudnienia?;Czy w Polsce tożsamość płciowa powinna być wyraźnie uwzględniona w przepisach antydyskryminacyjnych dotyczących zatrudnienia?;Czy w Polsce tożsamość płciowa powinna być wyłączona z przepisów antydyskryminacyjnych dotyczących zatrudnienia?
