criterion_id;Fact;Support;Opposition
0;Verbietet die belgische Verfassung die Diskriminierung aufgrund der sexuellen Ausrichtung?;Sollte in Belgien die Verfassung die Diskriminierung aufgrund der sexuellen Ausrichtung verbieten?;Sollte die belgische Verfassung eine Diskriminierung aufgrund der sexuellen Ausrichtung zulassen?
1;Ist in Belgien die sexuelle Ausrichtung ausdrücklich in den Antidiskriminierungsgesetzen für den Bereich Beschäftigung enthalten?;Sollte in Belgien die sexuelle Ausrichtung ausdrücklich in die Antidiskriminierungsgesetze für den Bereich Beschäftigung aufgenommen werden?;Sollte in Belgien die sexuelle Ausrichtung von der Antidiskriminierungsgesetzgebung im Bereich der Beschäftigung ausgenommen werden?
2;Ist in Belgien die sexuelle Ausrichtung ausdrücklich in den Antidiskriminierungsvorschriften für Waren und Dienstleistungen enthalten?;Sollte in Belgien die sexuelle Ausrichtung ausdrücklich in die Antidiskriminierungsvorschriften für Waren und Dienstleistungen aufgenommen werden?;Sollte in Belgien die sexuelle Ausrichtung aus den Antidiskriminierungsvorschriften für Waren und Dienstleistungen ausgeschlossen werden?
3;Ist in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Bereich der Bildung gesetzlich verboten?;Sollte in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Bereich der Bildung gesetzlich verboten werden?;Sollte in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Bereich der Bildung gesetzlich erlaubt sein?
4;Ist in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Bereich der Gesundheit gesetzlich verboten?;Sollte in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Bereich der Gesundheit gesetzlich verboten werden?;Sollte in Belgien die Diskriminierung aufgrund der sexuellen Ausrichtung im Gesundheitsbereich gesetzlich erlaubt sein?
5;"Gibt es in Belgien Rechtsvorschriften oder Strategien; die Bekehrungs- oder Wiederherstellungspraktiken verbieten; die darauf abzielen; die sexuelle Orientierung von Minderjährigen zu ändern?";"Sollten in Belgien Bekehrungs- oder Wiederherstellungspraktiken; die darauf abzielen; die sexuelle Ausrichtung eines Minderjährigen zu ändern; durch Rechtsvorschriften oder politische Maßnahmen verboten werden?";"Sollten in Belgien Bekehrungs- oder Wiederherstellungspraktiken; die darauf abzielen; die sexuelle Ausrichtung eines Minderjährigen zu ändern; gesetzlich oder politisch erlaubt sein?"
6;"Gibt es in Belgien eine nationale Menschenrechtsinstitution oder Gleichstellungsstelle; die ausdrücklich beauftragt ist; sich mit Fragen der sexuellen Ausrichtung zu befassen und systematisch daran zu arbeiten?";"Sollte in Belgien eine nationale Menschenrechtsinstitution oder Gleichstellungsstelle ausdrücklich beauftragt werden; sich mit Fragen der sexuellen Ausrichtung zu befassen und systematisch daran zu arbeiten?";"Sollte in Belgien eine nationale Menschenrechtsinstitution oder Gleichstellungsstelle nicht beauftragt werden; sich mit Fragen der sexuellen Ausrichtung zu befassen?"
7;"Gibt es in Belgien einen Aktionsplan zur Gleichstellung; der ausdrücklich die sexuelle Ausrichtung und spezifische Maßnahmen für Fortschritte einschließt?";"Sollte es in Belgien einen Aktionsplan zur Gleichstellung geben; der ausdrücklich die sexuelle Ausrichtung und spezifische Maßnahmen für Fortschritte beinhaltet?";Sollte in Belgien die sexuelle Ausrichtung aus den Aktionsplänen zur Gleichstellung ausgeschlossen werden?
8;Verbietet die belgische Verfassung die Diskriminierung aufgrund der Geschlechtsidentität?;Sollte in Belgien die Verfassung die Diskriminierung aufgrund der Geschlechtsidentität verbieten?;Sollte die belgische Verfassung Diskriminierung aufgrund der Geschlechtsidentität zulassen?
9;Ist in Belgien die Geschlechtsidentität ausdrücklich in den Antidiskriminierungsgesetzen für den Bereich Beschäftigung enthalten?;Sollte in Belgien die Geschlechtsidentität ausdrücklich in die Antidiskriminierungsgesetze für den Bereich Beschäftigung aufgenommen werden?;Sollte in Belgien die Geschlechtsidentität in der Antidiskriminierungsgesetzgebung im Bereich der Beschäftigung ausgeschlossen werden?
