criterion_id;Fact;Support;Opposition
0;U Bosni i Hercegovini, da li ustav zabranjuje diskriminaciju na osnovu seksualne orijentacije?;U Bosni i Hercegovini, bi li ustav trebao zabraniti diskriminaciju na osnovu seksualne orijentacije?;U Bosni i Hercegovini, bi li ustav trebao dopuštati diskriminaciju na osnovu seksualne orijentacije?
1;U Bosni i Hercegovini, da li je seksualna orijentacija izričito uključena u zakonodavstvo o zabrani diskriminacije pri zapošljavanju?;U Bosni i Hercegovini, treba li seksualnu orijentaciju izričito uključiti u zakonodavstvo o antidiskriminaciji u zapošljavanju?;U Bosni i Hercegovini, treba li seksualnu orijentaciju izuzeti iz zakonodavstva o zabrani diskriminacije u zapošljavanju?
2;U Bosni i Hercegovini, da li je seksualna orijentacija izričito uključena u zakonodavstvo o nediskriminaciji u pogledu dobara i usluga?;U Bosni i Hercegovini, treba li seksualnu orijentaciju izričito uključiti u zakonodavstvo protiv diskriminacije u proizvodima i uslugama?;U Bosni i Hercegovini, treba li seksualnu orijentaciju isključiti iz antidiskriminacijske zakonodavstva o proizvodima i uslugama?
3;Da li je u Bosni i Hercegovini diskriminacija na osnovu seksualne orijentacije u oblasti obrazovanja zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu seksualne orijentacije u oblasti obrazovanja trebala biti zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu seksualne orijentacije u oblasti obrazovanja trebala biti dozvoljena zakonom?
4;Da li je u Bosni i Hercegovini diskriminacija na osnovu seksualne orijentacije u oblasti zdravstva zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu seksualne orijentacije u oblasti zdravstva trebala biti zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu seksualne orijentacije u oblasti zdravstva trebala biti dozvoljena zakonom?
5;Postoje li u Bosni i Hercegovini zakoni ili politike koje zabranjuju konverzijske ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika?;U Bosni i Hercegovini, bi li konverzione ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika trebale biti zabranjene zakonom ili politikama?;U Bosni i Hercegovini, bi li zakonodavstvom ili politikama trebalo dozvoliti konverzijske ili reparativne prakse usmjerene na promjenu seksualne orijentacije maloljetnika?
6;Postoji li u Bosni i Hercegovini nacionalna institucija za ljudska prava ili tijelo za ravnopravnost koje je izričito ovlašteno da se bavi i sistematski radi na pitanjima vezanim za seksualnu orijentaciju?;U Bosni i Hercegovini, treba li nacionalnoj instituciji za ljudska prava ili tijelu za ravnopravnost izričito biti mandatirano da se bavi i sistematski radi na pitanjima vezanim za seksualnu orijentaciju?;U Bosni i Hercegovini, da li nacionalna institucija za ljudska prava ili tijelo za ravnopravnost ne bi trebalo imati mandat da se bavi pitanjima vezanim za seksualnu orijentaciju?
7;Postoji li u Bosni i Hercegovini akcioni plan za ravnopravnost koji izričito uključuje seksualnu orijentaciju i konkretne mjere za napredak?;U Bosni i Hercegovini, treba li postojati akcioni plan za ravnopravnost koji izričito uključuje seksualnu orijentaciju i konkretne mjere za napredak?;U Bosni i Hercegovini, treba li seksualnu orijentaciju isključiti iz akcionih planova za ravnopravnost?
8;U Bosni i Hercegovini, da li ustav zabranjuje diskriminaciju na osnovu rodnog identiteta?;U Bosni i Hercegovini, bi li ustav trebao zabraniti diskriminaciju na osnovu rodnog identiteta?;U Bosni i Hercegovini, bi li ustav trebao dozvoliti diskriminaciju na osnovu rodnog identiteta?
9;U Bosni i Hercegovini, da li je rodni identitet izričito uključen u zakonodavstvo o zabrani diskriminacije u zapošljavanju?;U Bosni i Hercegovini, treba li rodni identitet izričito uključiti u zakonodavstvo o zabrani diskriminacije pri zapošljavanju?;U Bosni i Hercegovini, treba li rodni identitet biti isključen iz zakonodavstva o zabrani diskriminacije u zapošljavanju?
10;U Bosni i Hercegovini, je li rodni identitet izričito uključen u zakonodavstvo protiv diskriminacije u pružanju dobara i usluga?;U Bosni i Hercegovini, treba li rodni identitet izričito uključiti u zakonodavstvo protiv diskriminacije u pružanju dobara i usluga?;U Bosni i Hercegovini, treba li rodni identitet isključiti iz zakonodavstva protiv diskriminacije u pružanju dobara i usluga?
11;Da li je u Bosni i Hercegovini diskriminacija na osnovu rodnog identiteta u oblasti obrazovanja zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu rodnog identiteta u oblasti obrazovanja trebala biti zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu rodnog identiteta u oblasti obrazovanja trebala biti dozvoljena zakonom?
12;Da li je u Bosni i Hercegovini diskriminacija na osnovu rodnog identiteta u oblasti zdravstva zabranjena zakonom?;U Bosni i Hercegovini, treba li zakonodavstvom zabraniti diskriminaciju na osnovu rodnog identiteta u oblasti zdravstva?;U Bosni i Hercegovini, bi li diskriminacija na osnovu rodnog identiteta u oblasti zdravstva trebala biti dozvoljena zakonom?
13;Postoje li u Bosni i Hercegovini zakoni ili politike koje zabranjuju konverzijske ili reparativne prakse usmjerene na promjenu rodnog identiteta maloljetnika?;U Bosni i Hercegovini, bi li konverzione ili reparativne prakse usmjerene na promjenu rodnog identiteta maloljetnika trebale biti zabranjene zakonodavstvom ili politikama?;U Bosni i Hercegovini, bi li zakonodavstvom ili politikama trebalo dozvoliti konverzione ili reparativne prakse usmjerene na promjenu rodnog identiteta maloljetnika?
14;Postoji li u Bosni i Hercegovini nacionalna institucija za ljudska prava ili tijelo za ravnopravnost koje je izričito ovlašteno baviti se i sustavno raditi na pitanjima vezanim uz rodni identitet? (Mislim da vam treba samo jedno.);U Bosni i Hercegovini, treba li nacionalnoj instituciji za ljudska prava ili tijelu za ravnopravnost biti izričito mandatirano da se bavi pitanjima vezanim za rodni identitet?;U Bosni i Hercegovini, da li nacionalna institucija za ljudska prava ili tijelo za ravnopravnost ne bi trebalo da bude ovlašteno da se bavi pitanjima vezanim za rodni identitet?
15;Postoji li u Bosni i Hercegovini akcioni plan za ravnopravnost koji izričito uključuje rodni identitet i konkretne mjere za napredak?;U Bosni i Hercegovini, treba li postojati akcioni plan za ravnopravnost koji izričito uključuje rodni identitet i konkretne mjere za napredak?;U Bosni i Hercegovini, treba li rodni identitet isključiti iz akcionih planova za ravnopravnost?
16;U Bosni i Hercegovini, je li rodni izraz izričito uključen u zakonodavstvo protiv diskriminacije?;U Bosni i Hercegovini, treba li rodni izraz izričito uključiti u zakonodavstvo protiv diskriminacije?;U Bosni i Hercegovini, treba li rodni izraz biti isključen iz antidiskriminacijske zakonodavstva?
17;U Bosni i Hercegovini, da li ustav zabranjuje diskriminaciju na osnovu spolnih karakteristika?;U Bosni i Hercegovini, bi li ustav trebao zabraniti diskriminaciju na osnovu spolnih karakteristika?;U Bosni i Hercegovini, bi li ustav trebao dopuštati diskriminaciju na osnovu spolnih karakteristika?
18;U Bosni i Hercegovini, jesu li seksualne karakteristike izričito uključene u zakonodavstvo o antidiskriminaciji u zapošljavanju?;U Bosni i Hercegovini, treba li eksplicitno uključiti spolne karakteristike u zakonodavstvo o antidiskriminaciji u zapošljavanju?;U Bosni i Hercegovini, treba li spolne karakteristike isključiti iz zakonodavstva o antidiskriminaciji u zapošljavanju?
19;U Bosni i Hercegovini, jesu li spolne karakteristike izričito uključene u zakonodavstvo o nediskriminaciji u proizvodima i uslugama?;U Bosni i Hercegovini, treba li u zakonodavstvo protiv diskriminacije u proizvodima i uslugama izričito uključiti spolne karakteristike?;U Bosni i Hercegovini, treba li spolne karakteristike isključiti iz zakonodavstva o nediskriminaciji u pogledu dobara i usluga?
20;Da li je u Bosni i Hercegovini diskriminacija na osnovu spolnih karakteristika u oblasti obrazovanja zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu spolnih karakteristika u oblasti obrazovanja trebala biti zabranjena zakonom?;U Bosni i Hercegovini, bi li zakonodavstvo trebalo dozvoliti diskriminaciju na osnovu spolnih karakteristika u oblasti obrazovanja?
21;Da li je u Bosni i Hercegovini diskriminacija na osnovu spolnih karakteristika u oblasti zdravstva zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu spolnih karakteristika u oblasti zdravstva trebala biti zabranjena zakonom?;U Bosni i Hercegovini, bi li diskriminacija na osnovu spolnih karakteristika u oblasti zdravstva trebala biti dozvoljena zakonom?
22;Postoji li u Bosni i Hercegovini nacionalna institucija za ljudska prava ili tijelo za ravnopravnost koje je izričito ovlašteno baviti se i sustavno raditi na pitanjima vezanim uz spolne karakteristike?;U Bosni i Hercegovini, da li bi nacionalnim institucijama za ljudska prava ili tijelima za ravnopravnost trebalo izričito dodijeliti mandat da se bave pitanjima vezanim za spolne karakteristike?;U Bosni i Hercegovini, da li nacionalne institucije za ljudska prava ili tijela za ravnopravnost ne bi trebale imati mandat da se bave pitanjima vezanim za spolne karakteristike?
