criterion_id;Fact;Support;Opposition
0;Ist in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung in der Verfassung verboten?;Soll in der Schweiz die Verfassung die Diskriminierung aufgrund der sexuellen Ausrichtung verbieten?;Soll in der Schweiz die Verfassung die Diskriminierung aufgrund der sexuellen Ausrichtung erlauben?
1;Ist in der Schweiz die sexuelle Ausrichtung ausdrücklich in den Antidiskriminierungsgesetzen für den Arbeitsmarkt enthalten?;Sollte in der Schweiz die sexuelle Ausrichtung ausdrücklich in die Antidiskriminierungsgesetze für den Arbeitsmarkt aufgenommen werden?;Sollte in der Schweiz die sexuelle Ausrichtung von der Antidiskriminierungsgesetzgebung im Bereich der Beschäftigung ausgenommen werden?
2;Ist in der Schweiz die sexuelle Ausrichtung ausdrücklich in den Antidiskriminierungsvorschriften für Waren und Dienstleistungen enthalten?;Sollte in der Schweiz die sexuelle Ausrichtung ausdrücklich in die Antidiskriminierungsvorschriften für Waren und Dienstleistungen aufgenommen werden?;Sollte in der Schweiz die sexuelle Ausrichtung in der Antidiskriminierungsgesetzgebung für Waren und Dienstleistungen ausgeschlossen werden?
3;Ist in der Schweiz eine Diskriminierung aufgrund der sexuellen Ausrichtung im Bildungsbereich gesetzlich verboten?;Sollte in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung im Bildungsbereich gesetzlich verboten werden?;Sollte in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung im Bildungsbereich gesetzlich erlaubt sein?
4;Ist in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung im Gesundheitsbereich gesetzlich verboten?;Sollte in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung im Gesundheitsbereich gesetzlich verboten werden?;Sollte in der Schweiz die Diskriminierung aufgrund der sexuellen Ausrichtung im Gesundheitsbereich gesetzlich erlaubt sein?
5;"Gibt es in der Schweiz eine Gesetzgebung oder Politik; die Bekehrungs- oder Reparationspraktiken verbietet; die darauf abzielen; die sexuelle Orientierung von Minderjährigen zu ändern?";"Sollten in der Schweiz Bekehrungs- oder Reparationspraktiken; die darauf abzielen; die sexuelle Orientierung von Minderjährigen zu ändern; gesetzlich oder politisch verboten werden?";"Sollten in der Schweiz Bekehrungs- oder Reparationspraktiken; die darauf abzielen; die sexuelle Orientierung von Minderjährigen zu ändern; gesetzlich oder politisch erlaubt sein?"
6;"Gibt es in der Schweiz eine nationale Menschenrechtsinstitution oder eine Gleichbehandlungsstelle; die ausdrücklich beauftragt ist; sich mit Fragen der sexuellen Ausrichtung zu befassen und systematisch daran zu arbeiten?";"Sollte in der Schweiz eine nationale Menschenrechtsinstitution oder eine Gleichstellungsstelle ausdrücklich beauftragt werden; sich mit Fragen der sexuellen Ausrichtung zu befassen und systematisch daran zu arbeiten?";"Sollte in der Schweiz nicht eine nationale Menschenrechtsinstitution oder Gleichstellungsstelle beauftragt werden; sich mit Fragen der sexuellen Ausrichtung zu befassen?"
7;"Gibt es in der Schweiz einen Aktionsplan zur Gleichstellung; der ausdrücklich die sexuelle Ausrichtung und spezifische Maßnahmen für Fortschritte einschließt?";"Sollte es in der Schweiz einen Aktionsplan für die Gleichstellung geben; der ausdrücklich die sexuelle Ausrichtung und spezifische Maßnahmen für Fortschritte beinhaltet?";Sollte in der Schweiz die sexuelle Ausrichtung aus den Aktionsplänen zur Gleichstellung ausgeschlossen werden?
8;Ist in der Schweiz die Diskriminierung aufgrund der Geschlechtsidentität in der Verfassung verboten?;Soll in der Schweiz die Verfassung die Diskriminierung aufgrund der Geschlechtsidentität verbieten?;Soll in der Schweiz die Verfassung Diskriminierung aufgrund der Geschlechtsidentität zulassen?
9;Ist die Geschlechtsidentität in der Schweiz ausdrücklich in den Antidiskriminierungsgesetzen für den Bereich Beschäftigung enthalten?;Sollte in der Schweiz die Geschlechtsidentität ausdrücklich in die Antidiskriminierungsgesetze für den Arbeitsmarkt aufgenommen werden?;Sollte in der Schweiz die Geschlechtsidentität in der Antidiskriminierungsgesetzgebung im Bereich der Beschäftigung ausgenommen werden?
10;Ist die Geschlechtsidentität in der Schweiz ausdrücklich im Antidiskriminierungsgesetz für Waren und Dienstleistungen enthalten?;Sollte in der Schweiz die Geschlechtsidentität ausdrücklich in das Antidiskriminierungsgesetz für Waren und Dienstleistungen aufgenommen werden?;Sollte die Geschlechtsidentität in der Schweiz von der Antidiskriminierungsgesetzgebung für Waren und Dienstleistungen ausgeschlossen werden?
