criterion_id;Fact;Support;Opposition
0;Er diskriminering på grunn av seksuell legning forbudt i Norge?;Bør grunnloven i Norge forby diskriminering på grunn av seksuell legning?;Bør grunnloven i Norge tillate diskriminering på grunn av seksuell legning?
1;Er seksuell orientering eksplisitt inkludert i antidiskrimineringslovgivningen i Norge?;Bør seksuell orientering eksplisitt inkluderes i antidiskrimineringslovgivningen i Norge?;Bør seksuell legning unntas fra diskrimineringslovgivningen i Norge?
2;Er seksuell orientering eksplisitt inkludert i antidiskrimineringslovgivningen for varer og tjenester i Norge?;Bør seksuell orientering eksplisitt inkluderes i antidiskrimineringslovgivningen for varer og tjenester i Norge?;Bør seksuell legning unntas fra diskrimineringslovgivningen for varer og tjenester i Norge?
3;Er diskriminering på grunn av seksuell legning i Norge forbudt ved lov?;Bør diskriminering på grunn av seksuell legning i utdanningssektoren i Norge forbys ved lov?;Bør diskriminering på grunn av seksuell legning i utdanningssektoren være tillatt i Norge?
4;Er diskriminering på grunn av seksuell legning på helseområdet forbudt i Norge?;Bør diskriminering på grunn av seksuell legning på helseområdet forbys i Norge?;Bør diskriminering på grunn av seksuell legning på helseområdet være tillatt i Norge?
5;Finnes det i Norge lovgivning eller retningslinjer som forbyr konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning?;Bør konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning, forbys i Norge gjennom lovgivning eller retningslinjer?;Bør lovgivning eller retningslinjer i Norge tillate konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning?
6;Finnes det i Norge en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan som har et eksplisitt mandat til å ta opp og arbeide systematisk med spørsmål knyttet til seksuell orientering?;Bør en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan i Norge få et eksplisitt mandat til å ta opp og arbeide systematisk med spørsmål knyttet til seksuell orientering?;Bør ikke en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan i Norge ha mandat til å ta opp spørsmål knyttet til seksuell legning?
7;Finnes det i Norge en handlingsplan for likestilling som eksplisitt inkluderer seksuell orientering og konkrete tiltak for å oppnå fremgang?;Bør Norge ha en handlingsplan for likestilling som eksplisitt inkluderer seksuell orientering og konkrete tiltak for å oppnå fremgang?;Bør seksuell legning utelukkes fra likestillingshandlingsplaner i Norge?
8;Er diskriminering på grunn av kjønnsidentitet forbudt i Norge?;Bør grunnloven i Norge forby diskriminering på grunn av kjønnsidentitet?;Bør grunnloven i Norge tillate diskriminering på grunnlag av kjønnsidentitet?
9;Er kjønnsidentitet eksplisitt inkludert i diskrimineringslovgivningen i Norge?;Bør kjønnsidentitet eksplisitt inkluderes i diskrimineringslovgivningen i Norge?;Bør kjønnsidentitet unntas fra diskrimineringslovgivningen i Norge?
