criterion_id;Fact;Support;Opposition
0;Kas Eestis keelab põhiseadus diskrimineerimise seksuaalse sättumuse alusel?;Kas Eestis peaks põhiseadus keelama diskrimineerimise seksuaalse sättumuse alusel?;Kas Eestis peaks põhiseadus lubama diskrimineerimist seksuaalse sättumuse alusel?
1;Kas Eestis on seksuaalne sättumus selgesõnaliselt hõlmatud tööalastes diskrimineerimisvastastes õigusaktides?;Kas Eestis peaks seksuaalne sättumus olema selgesõnaliselt lisatud tööalasesse diskrimineerimisvastasesse seadusandlusse?;Kas Eestis tuleks seksuaalne sättumus jätta välja tööalastest diskrimineerimisvastastest õigusaktidest?
2;Kas Eestis on seksuaalne sättumus sõnaselgelt lisatud kaupade ja teenuste diskrimineerimisvastastesse õigusaktidesse?;Kas Eestis peaks seksuaalne sättumus olema sõnaselgelt lisatud kaupade ja teenuste diskrimineerimisvastastesse õigusaktidesse?;Kas Eestis peaks seksuaalne sättumus olema välistatud kaupade ja teenuste diskrimineerimisvastastes õigusaktides?
3;Kas Eestis on seksuaalse sättumuse alusel diskrimineerimine haridusvaldkonnas õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine seksuaalse sättumuse alusel haridusvaldkonnas olema õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine seksuaalse sättumuse alusel haridusvaldkonnas olema õigusaktidega lubatud?
4;Kas Eestis on diskrimineerimine seksuaalse sättumuse alusel tervishoiu valdkonnas õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine seksuaalse sättumuse alusel tervishoiu valdkonnas olema õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine seksuaalse sättumuse alusel tervishoiu valdkonnas olema õigusaktidega lubatud?
5;Kas Eestis on olemas seadused või poliitika, mis keelavad alaealise seksuaalse orientatsiooni muutmisele suunatud pöördumise või parandavad praktikad?;Kas Eestis peaks alaealise seksuaalse orientatsiooni muutmisele suunatud pöördumis- või paranduspraktika olema seadusandlikult või poliitiliselt keelatud?;Kas Eestis peaks alaealise seksuaalse sättumuse muutmisele suunatud konverteerimis- või reparatiivsed praktikad olema seadusandlikult või poliitiliselt lubatud?
6;Kas Eestis on olemas riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus, mis on selgesõnaliselt volitatud tegelema ja süstemaatiliselt tegelema seksuaalse sättumusega seotud küsimustega?;Kas Eestis peaks olema riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus, mis tegeleks süstemaatiliselt seksuaalse sättumusega seotud küsimustega ja tegeleks nendega?;Kas Eestis ei peaks riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus tegelema seksuaalse sättumusega seotud küsimustega?
7;Kas Eestis on olemas võrdõiguslikkuse tegevuskava, mis hõlmab selgesõnaliselt seksuaalset sättumust ja konkreetseid meetmeid edusammude saavutamiseks?;Kas Eestis peaks olema võrdõiguslikkuse tegevuskava, mis hõlmaks selgesõnaliselt seksuaalset sättumust ja konkreetseid meetmeid edusammude saavutamiseks?;Kas Eestis tuleks seksuaalne sättumus jätta võrdõiguslikkuse tegevuskavadest välja?
8;Kas Eestis keelab põhiseadus diskrimineerimise soolise identiteedi alusel?;Kas Eestis peaks põhiseadus keelama diskrimineerimise soolise identiteedi alusel?;Kas Eestis peaks põhiseadus lubama diskrimineerimist sooidentiteedi alusel?
9;Kas Eestis on sooline identiteet sõnaselgelt hõlmatud tööalastes diskrimineerimisvastastes õigusaktides?;Kas Eestis peaks sooline identiteet olema sõnaselgelt lisatud tööalasesse diskrimineerimisvastasesse seadusandlusse?;Kas Eestis tuleks soolise identiteedi küsimus välja jätta tööalastes diskrimineerimisvastastes õigusaktides?
10;Kas Eestis on sooline identiteet sõnaselgelt lisatud kaupade ja teenuste diskrimineerimisvastastesse õigusaktidesse?;Kas Eestis tuleks sooline identiteet sõnaselgelt lisada kaupade ja teenuste diskrimineerimisvastastesse õigusaktidesse?;Kas Eestis peaks sooline identiteet olema välja jäetud kaupade ja teenuste diskrimineerimisvastastest õigusaktidest?
11;Kas Eestis on soolise identiteedi alusel diskrimineerimine haridusvaldkonnas õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine soolise identiteedi alusel haridusvaldkonnas olema õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine soolise identiteedi alusel haridusvaldkonnas olema õigusaktidega lubatud?
12;Kas Eestis on diskrimineerimine soolise identiteedi alusel tervishoiu valdkonnas õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine soolise identiteedi alusel tervishoiu valdkonnas olema õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine soolise identiteedi alusel tervishoiu valdkonnas olema õigusaktidega lubatud?
13;Kas Eestis on olemas õigusaktid või poliitika, mis keelavad alaealise soolise identiteedi muutmisele suunatud konverteerimise või reparatiivsed praktikad?;Kas Eestis peaks alaealiste soolise identiteedi muutmisele suunatud konverteerimis- või reparatiivsed praktikad olema seadusandlikult või poliitiliselt keelatud?;Kas Eestis peaks alaealiste soolise identiteedi muutmisele suunatud konverteerimis- või reparatiivsed praktikad olema seadusega või poliitikaga lubatud?
14;Kas Eestis on olemas riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus, mis on selgesõnaliselt volitatud tegelema ja süstemaatiliselt tegelema soolise identiteediga seotud küsimustega? (ma arvan, et vaja on vaid ühte);Kas Eestis peaks riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus olema otseselt volitatud tegelema soolise identiteediga seotud küsimustega?;Kas Eestis ei peaks riiklik inimõiguste institutsioon või võrdõiguslikkusega tegelev asutus tegelema soolise identiteediga seotud küsimustega?
15;Kas Eestis on olemas võrdõiguslikkuse tegevuskava, mis hõlmab selgesõnaliselt soolist identiteeti ja konkreetseid meetmeid edusammude saavutamiseks?;Kas Eestis peaks olema võrdõiguslikkuse tegevuskava, mis hõlmab selgesõnaliselt soolist identiteeti ja konkreetseid meetmeid edusammude saavutamiseks?;Kas Eestis peaks soolise identiteedi välja jätma võrdõiguslikkuse tegevuskavadest?
16;Kas Eestis on sooline väljendusviis selgesõnaliselt hõlmatud diskrimineerimisvastaste õigusaktidega?;Kas Eestis peaks sooline eneseväljendus olema selgesõnaliselt lisatud diskrimineerimisvastastesse õigusaktidesse?;Kas Eestis peaks sooline väljendusviis jääma välja diskrimineerimisvastastest õigusaktidest?
17;Kas Eestis keelab põhiseadus diskrimineerimise sooliste tunnuste alusel?;Kas Eestis peaks põhiseadus keelama diskrimineerimise soo tunnuste alusel?;Kas Eestis peaks põhiseadus lubama diskrimineerimist soo tunnuste alusel?
18;Kas Eestis on soolised tunnused selgesõnaliselt hõlmatud tööalastes diskrimineerimisvastastes õigusaktides?;Kas Eestis tuleks soolised tunnused selgesõnaliselt lisada tööalasesse diskrimineerimisvastasesse seadusandlusse?;Kas Eestis tuleks soolised tunnused jätta välja tööalastest diskrimineerimisvastastest õigusaktidest?
19;Kas Eestis on soo tunnused selgesõnaliselt hõlmatud kaupade ja teenuste diskrimineerimisvastastes õigusaktides?;Kas Eestis peaks kaupade ja teenuste diskrimineerimisvastased õigusaktid hõlmama selgesõnaliselt soolisi tunnuseid?;Kas Eestis tuleks soo tunnused jätta välja kaupade ja teenuste diskrimineerimisvastastest õigusaktidest?
20;Kas Eestis on diskrimineerimine sooliste tunnuste alusel haridusvaldkonnas õigusaktidega keelatud?;Kas Eestis peaks diskrimineerimine sooliste tunnuste alusel haridusvaldkonnas olema õigusaktidega keelatud?;Kas Eestis peaks õigusaktidega olema lubatud diskrimineerimine sooliste tunnuste alusel haridusvaldkonnas?
