criterion_id;Fact;Support;Opposition
0;Kielletäänkö Suomessa perustuslaissa seksuaaliseen suuntautumiseen perustuva syrjintä?;Pitäisikö Suomen perustuslaissa kieltää seksuaaliseen suuntautumiseen perustuva syrjintä?;Pitäisikö Suomen perustuslain sallia seksuaaliseen suuntautumiseen perustuva syrjintä?
1;Sisältyykö seksuaalinen suuntautuminen Suomessa nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö seksuaalinen suuntautuminen Suomessa sisällyttää nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö seksuaalinen suuntautuminen Suomessa jättää syrjinnän vastaisen työlainsäädännön ulkopuolelle?
2;Sisältyykö seksuaalinen suuntautuminen Suomessa nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö seksuaalinen suuntautuminen Suomessa sisällyttää nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö seksuaalinen suuntautuminen jättää Suomessa tavaroiden ja palvelujen syrjinnän vastaisen lainsäädännön ulkopuolelle?
3;Onko seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla Suomessa lainsäädännössä kielletty?;Pitäisikö seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla kieltää Suomessa lainsäädännöllä?;Pitäisikö Suomessa sallia seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla lainsäädännöllä?
4;Onko seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla kielletty Suomessa lainsäädännössä?;Pitäisikö Suomessa kieltää lainsäädännöllä seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla?;Pitäisikö Suomessa sallia lainsäädännöllä seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla?
5;"Onko Suomessa lainsäädäntöä tai toimintatapoja; jotka kieltävät käännyttämis- tai korjauskäytännöt; joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?";"Pitäisikö Suomessa lainsäädännöllä tai politiikalla kieltää käännyttämis- tai korjauskäytännöt; joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?";"Pitäisikö Suomessa sallia lainsäädännöllisesti tai poliittisesti käännyttämis- tai korjauskäytännöt; joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?"
6;"Onko Suomessa kansallinen ihmisoikeusinstituutio tai tasa-arvoelin; jonka tehtävänä on käsitellä ja käsitellä järjestelmällisesti seksuaaliseen suuntautumiseen liittyviä kysymyksiä?";Pitäisikö Suomessa antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle nimenomainen toimeksianto käsitellä ja käsitellä järjestelmällisesti seksuaaliseen suuntautumiseen liittyviä kysymyksiä?;Eikö Suomessa pitäisi antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle tehtäväksi käsitellä seksuaaliseen suuntautumiseen liittyviä kysymyksiä?
7;"Onko Suomessa tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti seksuaalisen suuntautumisen ja erityiset toimenpiteet edistymisen edistämiseksi?";"Pitäisikö Suomessa olla tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti seksuaalisen suuntautumisen ja erityiset edistämistoimenpiteet?";Pitäisikö seksuaalinen suuntautuminen Suomessa jättää tasa-arvosuunnitelmien ulkopuolelle?
8;Kielletäänkö Suomessa perustuslaissa sukupuoli-identiteettiin perustuva syrjintä?;Pitäisikö Suomen perustuslaissa kieltää sukupuoli-identiteettiin perustuva syrjintä?;Pitäisikö Suomessa perustuslain sallia sukupuoli-identiteettiin perustuva syrjintä?
9;Sisältyykö sukupuoli-identiteetti Suomessa nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoli-identiteetti Suomessa nimenomaisesti sisällyttää työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoli-identiteetti Suomessa jättää syrjinnän vastaisen työlainsäädännön ulkopuolelle?
10;Sisältyykö sukupuoli-identiteetti Suomessa nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoli-identiteetti Suomessa sisällyttää nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoli-identiteetti Suomessa jättää tavaroiden ja palvelujen syrjinnän vastaisen lainsäädännön ulkopuolelle?
11;Onko Suomessa lainsäädännössä kielletty sukupuoli-identiteettiin perustuva syrjintä koulutuksen alalla?;Pitäisikö Suomessa kieltää lainsäädännöllä sukupuoli-identiteettiin perustuva syrjintä koulutuksen alalla?;Pitäisikö Suomessa sallia lainsäädännöllä sukupuoli-identiteettiin perustuva syrjintä koulutuksen alalla?
12;Onko Suomessa lainsäädännössä kielletty sukupuoli-identiteettiin perustuva syrjintä terveydenhuollon alalla?;Pitäisikö Suomessa kieltää lainsäädännöllä sukupuoli-identiteettiin perustuva syrjintä terveydenhuollon alalla?;Pitäisikö Suomessa sallia lainsäädännöllä sukupuoli-identiteettiin perustuva syrjintä terveyden alalla?
13;"Onko Suomessa lainsäädäntöä tai toimintatapoja; jotka kieltävät muunto- tai korjaavat käytännöt; joilla pyritään muuttamaan alaikäisen sukupuoli-identiteettiä?";"Pitäisikö Suomessa kieltää lainsäädännöllä tai politiikalla muuntamis- tai korjauskäytännöt; joilla pyritään muuttamaan alaikäisen sukupuoli-identiteettiä?";"Pitäisikö Suomessa sallia lainsäädännöllä tai politiikalla muuntamis- tai korjauskäytännöt; joilla pyritään muuttamaan alaikäisen sukupuoli-identiteettiä?"
14;"Onko Suomessa kansallinen ihmisoikeusinstituutio tai tasa-arvoelin; jonka tehtävänä on käsitellä ja käsitellä järjestelmällisesti sukupuoli-identiteettiin liittyviä kysymyksiä? (mielestäni tarvitaan vain yksi)";Pitäisikö Suomessa antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle nimenomainen toimeksianto käsitellä sukupuoli-identiteettiin liittyviä kysymyksiä?;Eikö Suomessa pitäisi antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle tehtäväksi käsitellä sukupuoli-identiteettiin liittyviä kysymyksiä?
15;"Onko Suomessa tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti sukupuoli-identiteetin ja erityiset toimenpiteet edistymisen edistämiseksi?";"Pitäisikö Suomessa olla tasa-arvoa koskeva toimintasuunnitelma; johon sisältyy nimenomaisesti sukupuoli-identiteetti; ja erityisiä toimenpiteitä edistymisen edistämiseksi?";Pitäisikö sukupuoli-identiteetti Suomessa jättää tasa-arvon toimintasuunnitelmien ulkopuolelle?
16;Sisältyykö Suomessa sukupuolen ilmaisu nimenomaisesti syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuolen ilmaisun sisällyttää nimenomaisesti syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuolen ilmaisu jättää syrjinnän vastaisen lainsäädännön ulkopuolelle?
17;Kielletäänkö Suomessa perustuslaissa sukupuoleen perustuva syrjintä?;Pitäisikö Suomessa perustuslain kieltää sukupuoleen perustuva syrjintä?;Pitäisikö Suomessa perustuslain sallia sukupuoleen perustuva syrjintä?
18;Sisältyvätkö Suomessa sukupuolen ominaisuudet nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuolen ominaisuudet nimenomaisesti sisällyttää työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuoliominaisuudet jättää työsyrjinnän vastaisen lainsäädännön ulkopuolelle?
19;Sisältyvätkö Suomessa sukupuolen ominaisuudet nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuoliominaisuudet sisällyttää nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö Suomessa sukupuoliominaisuudet jättää tavaroiden ja palvelujen syrjinnän vastaisen lainsäädännön ulkopuolelle?
20;Onko Suomessa lainsäädännössä kielletty sukupuoleen perustuva syrjintä koulutuksen alalla?;Pitäisikö Suomessa kieltää lainsäädännöllä sukupuoleen perustuva syrjintä koulutuksen alalla?;Pitäisikö Suomessa sallia lainsäädännöllä sukupuoleen perustuva syrjintä koulutuksen alalla?
21;Onko Suomessa lainsäädännössä kielletty sukupuoleen perustuva syrjintä terveysalalla?;Pitäisikö Suomessa kieltää lainsäädännöllä sukupuoleen perustuva syrjintä terveysalalla?;Pitäisikö Suomessa sallia lainsäädännöllä sukupuoleen perustuva syrjintä terveysalalla?
22;"Onko Suomessa kansallinen ihmisoikeusinstituutio tai tasa-arvoelin; jonka tehtävänä on käsitellä ja käsitellä järjestelmällisesti sukupuoliominaisuuksiin liittyviä kysymyksiä?";Pitäisikö Suomessa antaa kansallisille ihmisoikeusinstituutioille tai tasa-arvoelimille nimenomainen toimeksianto käsitellä sukupuoliominaisuuksiin liittyviä kysymyksiä?;Pitäisikö Suomessa kansallisille ihmisoikeusinstituutioille tai tasa-arvoelimille antaa valtuudet käsitellä sukupuoliominaisuuksiin liittyviä kysymyksiä?
23;"Onko Suomessa tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti sukupuoliominaisuudet ja erityiset edistymistoimenpiteet?";"Pitäisikö Suomessa olla tasa-arvoa koskeva toimintasuunnitelma; johon sisältyy nimenomaisesti sukupuoli-identiteetti; ja erityisiä toimenpiteitä edistymisen edistämiseksi?";Pitäisikö Suomessa sukupuolen ominaisuudet jättää tasa-arvosuunnitelmien ulkopuolelle?
24;Onko Suomessa lainsäädännöllinen tai hallinnollinen kielto kieltää veren tai muunlaisten ruumiillisten kudosten luovuttaminen lgbti-ihmisille heidän seksuaalisen suuntautumisensa tai sukupuoli-identiteettinsä perusteella?;Pitäisikö Suomessa seksuaaliseen suuntautumiseen tai sukupuoli-identiteettiin perustuvan verenluovutuksen tai kaikenlaisten ruumiillisten kudosten luovuttamisen lgbti-ihmisille olla lainsäädännöllisesti tai hallinnollisesti kiellettyä?;Pitäisikö Suomessa kieltää lainsäädännöllisesti tai hallinnollisesti verenluovutus tai kaikenlaisten ruumiillisten kudosten luovuttaminen lgbti-ihmisille heidän seksuaalisen suuntautumisensa tai sukupuoli-identiteettinsä perusteella?
25;Saavatko samaa sukupuolta olevat pariskunnat Suomessa mennä naimisiin samoin oikeuksin kuin eri sukupuolta olevat avioparit?;Pitäisikö Suomessa samaa sukupuolta olevien parien saada solmia avioliitto samoin oikeuksin kuin eri sukupuolta olevien avioparien?;"Pitäisikö Suomessa samaa sukupuolta olevien pariskuntien ei pitäisi saada solmia avioliittoa; jolla on samat oikeudet kuin eri sukupuolta olevilla aviopareilla?"
