criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
3;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
6;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
7;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
8;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
9;1.0;1.0;0.6;0.7;1.0;1.0;1.0;0.04;1.0;0.04
10;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
11;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
12;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
13;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
14;1.0;1.0;0.2;0.9;1.0;1.0;1.0;0.36;1.0;0.36
15;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
16;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
17;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
18;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
19;0.8;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
20;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
21;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
22;0.0;0.8;1.0;0.4;1.0;1.0;1.0;1.0;1.0;1.0
23;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
24;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
25;0.2;1.0;1.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
26;0.6;1.0;0.8;0.6;0.04;1.0;0.04;0.36;1.0;0.36
27;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
28;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
29;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
30;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
31;0.0;1.0;0.6;0.7;1.0;1.0;1.0;0.04;1.0;0.04
32;1.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
33;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
34;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
35;0.4;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
36;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
37;1.0;1.0;0.2;0.9;1.0;1.0;1.0;0.36;1.0;0.36
38;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
39;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
40;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
41;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
42;0.0;1.0;0.4;0.8;1.0;1.0;1.0;0.04;1.0;0.04
43;0.2;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
44;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
45;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
46;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
47;1.0;1.0;0.4;0.8;1.0;1.0;1.0;0.04;1.0;0.04
48;0.0;0.2;0.8;0.2;1.0;1.0;1.0;0.36;1.0;0.36
49;0.6;0.0;1.0;0.0;0.04;1.0;0.04;1.0;1.0;1.0
50;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
51;0.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
52;1.0;1.0;0.2;0.9;1.0;1.0;1.0;0.36;1.0;0.36
53;0.4;0.6;0.4;0.6;0.04;1.0;0.04;0.04;1.0;0.04
54;0.6;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
