Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Da Ustav zabranjuje diskriminaciju bazirano na seksualnoj orijentaciji?;Da ustavi Konstitucija zabranjivanje diskriminacije na osnovu seksualne orijentacije?;Ako Ustav ne bi trebao zabranjavati diskriminaciju na osnovu seksualne orijentacije?
Equality & non-discrimination;Employment (sexual orientation);Je li spoljašnja orijentacija seksualnog karaktera explicitno uključena u zakon o zabrani diskriminacije na radnom mestu?;Da li bi trebalo da se spoljnja orijentacija uključi izrazito u zakon o zabrani diskriminacije na radnom mjestu?;Da li treba izbrisati usmjerenost u zakonu o zabrani diskriminacije u radnom prostoru?
Equality & non-discrimination;Goods & services (sexual orientation);Је ли сексуална усмереност експлицитно уврстена у законодавство о антидискриминацији поља и служби?;Da li treba da homoseksualna usmjerenost explicitno uključiti u zakone o zaštiti od diskriminacije kod prodaje i pružanja usluga?;Ће ли сексуална оријентација бити искључена из законодавства о антидискриминацији у везу са робом и услугама?
Equality & non-discrimination;Education (sexual orientation);Дискриминација на основу сексуалног усмерења у области образовања је ли забрањена законодавством?;Da bi smatranje na osnovu seksualne orijentacije u oblasti obrazovanja bilo zakonom zabranjeno?;Да ли треба дозволити дискриминацију на основу сексуалне оријентације у образовању према законодавству?
Equality & non-discrimination;Health (sexual orientation);Дискриминација на основу сексуалне орјентације у области здравља забрањена је законодавством лиг?;Ће ли би требало законодавно забрањивање дискриминације на основу оријентације у области здравља?;Да ли би била дозвољена дискриминација на основу сексуалне оријентације у области здравства по закону?
Equality & non-discrimination;Conversion practices ban (sexual orientation);Postoji li zakonodavstvo ili politike koje zabranjuju konverziju ili praksu poprave namenjene promenu seksualne orijentacije manje osobe?;Biće li zakonom ili politikama kojima se omogućuje konverzija ili reparatorne prakse namijenjene promjeni seksualnog usmjerenja maloljetnika zabranjeno?;Да ли законодавство или политике било дозвољено да пријављују мењање или реформативне праксе које су намерете изменити оријентацију деце?
Equality & non-discrimination;Equality body mandate (sexual orientation);Сујете ли националне институције за људска права или тела за еднакву прилику експлицитно даљендасто наређене да се баве и систематски раде на питањима везаним за полну орјентацију?;Šta bi trebalo da institucije za nacionalne ljudske prava ili tijela za ravnopravnost izričito mandiraju da se bave i sistematski radite na pitanjima vezanim za seksualnu orijentaciju?;Шта националне институти за људска права или тела за равноправност не би морала да се обавезују за решавање питања поврзаних са сексуалном оријентацијом?
Equality & non-discrimination;Equality action plan (sexual orientation);Postoji li plan dejstva ravnomernosti koji explicitno uključuje orientaciju seksualne orijentacije i specifična merenja za napredak?;Da li treba da postoje plan akcije za jednakost koji explicitno uključuje orijentaciju na seksualnost i specifične mere za napredak?;Bićemo izključivali usmjeravanje spolne orijentacije u akcijama za jednakost?
Equality & non-discrimination;Constitution (gender identity);Da Ustav zabranjuje diskriminaciju na osnovu rodne identiteta?;"Ако устав забране дискриминацију на основу идентитета пола?

(Note: I've translated it to the official language of Montenegro, which is a standardized form of Serbian.)";Ако устав не забрано дискриминацију на основу родне идентитете?
Equality & non-discrimination;Employment (gender identity);Je li rođenopolne identitet neka implicitno uključena u zakon o zabrani diskriminacije na radnom mestu?;Treba li bilo izričito uključeno rodno identitet u zakonodavstvu o zaštiti od diskriminacije na radnom mestu?;Biće li rodnosna identitet izuzeta iz zakonodavstva o zabrani diskriminacije u radnom prostoru?
Equality & non-discrimination;Goods & services (gender identity);Je li rodnost upisan explicitno u zakonu o zabrani diskriminacije u trgovini i uslugama?;Da li bi trebalo da se spoljna identitet izričito uključi u zakone o zabrani diskriminacije u trgovini i uslugama?;Ће ли родни идентитет би требало изузети из законодатљивања о антисемитизму у рјечима и услугама?
