criterion_id;Fact;Support;Opposition
0;anayasa ci̇nsel yöneli̇me dayali ayrimciliği yasakliyor mu?;anayasa ci̇nsel yöneli̇me dayali ayrimciliği yasaklamali mi?;anayasa ci̇nsel yöneli̇me dayali ayrimciliğa i̇zi̇n vermeli̇ mi̇di̇r?
1;ci̇nsel yöneli̇m i̇sti̇hdamda ayrimcilikla mücadele mevzuatinda açikça yer aliyor mu?;ci̇nsel yöneli̇m i̇sti̇hdamda ayrimcilikla mücadele mevzuatina açikça dahi̇l edi̇lmeli̇ mi̇di̇r?;ci̇nsel yöneli̇m i̇sti̇hdamda ayrimcilikla mücadele mevzuatindan çikarilmali midir?
2;ci̇nsel yöneli̇m mal ve hi̇zmetlerde ayrimcilikla mücadele mevzuatinda açikça yer aliyor mu?;ci̇nsel yöneli̇m mal ve hi̇zmetlerde ayrimcilikla mücadele mevzuatina açikça dahi̇l edi̇lmeli̇ mi̇di̇r?;ci̇nsel yöneli̇m mal ve hi̇zmetlerde ayrimcilikla mücadele mevzuatindan muaf tutulmali midir?
3;eği̇ti̇m alaninda ci̇nsel yöneli̇me dayali ayrimcilik mevzuat tarafindan yasaklanmiş midir?;eği̇ti̇m alaninda ci̇nsel yöneli̇me dayali ayrimcilik mevzuatla yasaklanmali midir?;eği̇ti̇m alaninda ci̇nsel yöneli̇me dayali ayrimciliğa mevzuat i̇zi̇n vermeli̇ mi̇di̇r?
4;sağlik alaninda ci̇nsel yöneli̇me dayali ayrimcilik mevzuat tarafindan yasaklanmiş midir?;sağlik alaninda ci̇nsel yöneli̇me dayali ayrimcilik mevzuatla yasaklanmali midir?;sağlik alaninda ci̇nsel yöneli̇me dayali ayrimciliğa mevzuat i̇zi̇n vermeli̇ mi̇di̇r?
5;reşi̇t olmayan bi̇r ki̇şi̇ni̇n ci̇nsel yöneli̇mi̇ni̇ deği̇şti̇rmeyi̇ amaçlayan dönüşüm veya onarici uygulamalari yasaklayan herhangi̇ bi̇r mevzuat veya poli̇ti̇ka var mi?;reşi̇t olmayan bi̇r ki̇şi̇ni̇n ci̇nsel yöneli̇mi̇ni̇ deği̇şti̇rmeyi̇ amaçlayan dönüşüm veya onarici uygulamalar mevzuat veya poli̇ti̇kalarla yasaklanmali midir?;reşi̇t olmayan bi̇r ki̇şi̇ni̇n ci̇nsel yöneli̇mi̇ni̇ deği̇şti̇rmeyi̇ amaçlayan dönüşüm veya onarici uygulamalara mevzuat veya poli̇ti̇kalarla i̇zi̇n veri̇lmeli̇ mi̇?
6;ci̇nsel yöneli̇mle i̇lgi̇li̇ konulari ele almak ve si̇stemati̇k olarak çalişmak üzere açikça yetki̇lendi̇ri̇lmi̇ş ulusal bi̇r i̇nsan haklari kurumu veya eşi̇tli̇k kurumu var mi?;Bir ulusal insan hakları kurumu veya eşitlik kurumu cinsel yönelimle ilgili konuları ele almak ve sistematik olarak çalışmak üzere açıkça yetkilendirilmeli midir?;Bir ulusal insan hakları kurumu veya eşitlik kurumu cinsel yönelimle ilgili konuları ele almakla görevlendirilmemeli midir?
7;Cinsel yönelimi ve ilerleme için özel önlemleri açıkça içeren bir eşitlik eylem planı var mı?;Cinsel yönelimi ve ilerleme için özel önlemleri açıkça içeren bir eşitlik eylem planı olmalı mı?;ci̇nsel yöneli̇m eşi̇tli̇k eylem planlarindan çikarilmali mi?
8;anayasa ci̇nsi̇yet ki̇mli̇ği̇ne dayali ayrimciliği yasakliyor mu?;anayasa ci̇nsi̇yet ki̇mli̇ği̇ne dayali ayrimciliği yasaklamali mi?;anayasa ci̇nsi̇yet ki̇mli̇ği̇ne dayali ayrimciliğa i̇zi̇n vermeli̇ mi̇di̇r?
9;ci̇nsi̇yet ki̇mli̇ği̇ i̇sti̇hdamda ayrimcilikla mücadele mevzuatinda açikça yer aliyor mu?;ci̇nsi̇yet ki̇mli̇ği̇ i̇sti̇hdamda ayrimcilikla mücadele mevzuatina açikça dahi̇l edi̇lmeli̇ mi̇di̇r?;ci̇nsi̇yet ki̇mli̇ği̇ i̇sti̇hdamda ayrimcilikla mücadele mevzuatindan muaf tutulmali midir?
