criterion_id;Fact;Support;Opposition
0;verbiedt de grondwet discriminatie op grond van seksuele geaardheid?;moet de grondwet discriminatie op grond van seksuele geaardheid verbieden?;moet de grondwet discriminatie op grond van seksuele geaardheid toestaan?
1;Is seksuele geaardheid expliciet opgenomen in antidiscriminatiewetgeving?;moet seksuele geaardheid expliciet worden opgenomen in antidiscriminatiewetgeving op het werk?;moet seksuele geaardheid worden uitgesloten van de antidiscriminatiewetgeving inzake werkgelegenheid?
2;Is seksuele geaardheid expliciet opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;moet seksuele geaardheid expliciet worden opgenomen in antidiscriminatiewetgeving voor goederen en diensten?;moet seksuele geaardheid worden uitgesloten in antidiscriminatiewetgeving voor goederen en diensten?
3;is discriminatie op grond van seksuele geaardheid in het onderwijs bij wet verboden?;moet discriminatie op grond van seksuele geaardheid in het onderwijs bij wet verboden worden?;moet discriminatie op grond van seksuele geaardheid in het onderwijs wettelijk worden toegestaan?
4;Is discriminatie op grond van seksuele geaardheid in de gezondheidszorg bij wet verboden?;moet discriminatie op grond van seksuele geaardheid in de gezondheidszorg bij wet verboden worden?;moet discriminatie op grond van seksuele geaardheid op het gebied van gezondheid wettelijk worden toegestaan?
5;Bestaat er wetgeving of beleid dat bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verbiedt?;moeten bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verboden worden door wetgeving of beleid?;moeten bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige worden toegestaan door wetgeving of beleid?
6;Is er een nationale mensenrechteninstelling of gelijkheidsorgaan dat expliciet het mandaat heeft om kwesties met betrekking tot seksuele geaardheid aan te pakken en er systematisch aan te werken?;moet een nationale mensenrechteninstelling of een orgaan voor gelijke behandeling een expliciet mandaat krijgen om zich bezig te houden met en systematisch te werken aan kwesties die verband houden met seksuele geaardheid?;moet een nationale mensenrechteninstelling of een orgaan voor gelijke behandeling geen mandaat krijgen om kwesties aan te pakken die verband houden met seksuele geaardheid?
7;is er een actieplan voor gelijkheid dat expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang omvat?;moet er een actieplan voor gelijkheid zijn dat expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang omvat?;moet seksuele geaardheid worden uitgesloten van actieplannen voor gelijke behandeling?
8;verbiedt de grondwet discriminatie op basis van genderidentiteit?;moet de grondwet discriminatie op basis van genderidentiteit verbieden?;moet de grondwet discriminatie op basis van geslachtsidentiteit toestaan?
9;Is genderidentiteit expliciet opgenomen in antidiscriminatiewetgeving?;moet genderidentiteit expliciet worden opgenomen in antidiscriminatiewetgeving op het gebied van werkgelegenheid?;moet genderidentiteit worden uitgesloten in antidiscriminatiewetgeving op het gebied van werkgelegenheid?
10;Is genderidentiteit expliciet opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;moet genderidentiteit expliciet worden opgenomen in antidiscriminatiewetgeving voor goederen en diensten?;moet genderidentiteit worden uitgesloten van antidiscriminatiewetgeving voor goederen en diensten?
11;is discriminatie op grond van genderidentiteit in het onderwijs bij wet verboden?;moet discriminatie op grond van genderidentiteit in het onderwijs bij wet verboden worden?;moet discriminatie op grond van genderidentiteit in het onderwijs wettelijk worden toegestaan?
12;is discriminatie op grond van genderidentiteit op het gebied van gezondheid bij wet verboden?;moet discriminatie op grond van genderidentiteit op het gebied van gezondheid wettelijk verboden worden?;moet discriminatie op grond van genderidentiteit op het gebied van gezondheid wettelijk worden toegestaan?
