Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);ar Konstitucija draudžia diskriminaciją dėl seksualinės orientacijos?;ar Konstitucija turėtų drausti diskriminaciją dėl seksualinės orientacijos?;ar Konstitucija turėtų leisti diskriminaciją dėl seksualinės orientacijos?
Equality & non-discrimination;Employment (sexual orientation);ar seksualinė orientacija yra aiškiai įtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?;ar seksualinė orientacija turėtų būti aiškiai įtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?;ar seksualinė orientacija turėtų būti neįtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?
Equality & non-discrimination;Goods & services (sexual orientation);ar seksualinė orientacija yra aiškiai įtraukta į prekių ir paslaugų nediskriminavimo teisės aktus?;ar seksualinė orientacija turėtų būti aiškiai įtraukta į prekių ir paslaugų antidiskriminacinius teisės aktus?;ar seksualinė orientacija neturėtų būti įtraukta į prekių ir paslaugų nediskriminavimo teisės aktus?
Equality & non-discrimination;Education (sexual orientation);ar teisės aktais draudžiama diskriminacija dėl seksualinės orientacijos švietimo srityje?;ar diskriminacija dėl seksualinės orientacijos švietimo srityje turėtų būti uždrausta teisės aktais?;ar teisės aktais turėtų būti leidžiama diskriminacija dėl seksualinės orientacijos švietimo srityje?
Equality & non-discrimination;Health (sexual orientation);ar teisės aktais draudžiama diskriminacija dėl seksualinės orientacijos sveikatos srityje?;ar diskriminacija dėl seksualinės orientacijos sveikatos srityje turėtų būti uždrausta teisės aktais?;ar teisės aktais turėtų būti leidžiama diskriminacija dėl seksualinės orientacijos sveikatos srityje?
Equality & non-discrimination;Conversion practices ban (sexual orientation);ar yra teisės aktų ar politikos priemonių, draudžiančių atsivertimo ar atgailos praktiką, kuria siekiama pakeisti nepilnamečio seksualinę orientaciją?;ar teisės aktais ar politika turėtų būti uždrausta konversija ar reparacinė praktika, kuria siekiama pakeisti nepilnamečio seksualinę orientaciją?;ar teisės aktais ar politika turėtų būti leidžiama taikyti konversiją ar reparacinę praktiką, kuria siekiama pakeisti nepilnamečio seksualinę orientaciją?
Equality & non-discrimination;Equality body mandate (sexual orientation);ar yra nacionalinė žmogaus teisių institucija arba lygybės institucija, aiškiai įgaliota spręsti su seksualine orientacija susijusius klausimus ir sistemingai dirbti su jais?;ar nacionalinei žmogaus teisių institucijai arba lygybės institucijai turėtų būti aiškiai pavesta spręsti su seksualine orientacija susijusius klausimus ir sistemingai dirbti su jais?;ar nacionalinė žmogaus teisių institucija arba lygybės institucija neturėtų būti įgaliota spręsti su seksualine orientacija susijusių klausimų?
Equality & non-discrimination;Equality action plan (sexual orientation);ar yra lygybės veiksmų planas, į kurį aiškiai įtraukta seksualinė orientacija ir konkrečios pažangos priemonės?;ar turėtų būti parengtas lygybės veiksmų planas, į kurį būtų aiškiai įtraukta seksualinė orientacija ir konkrečios pažangos priemonės?;ar seksualinė orientacija neturėtų būti įtraukta į lygybės veiksmų planus?
Equality & non-discrimination;Constitution (gender identity);ar Konstitucija draudžia diskriminaciją dėl lytinės tapatybės?;ar Konstitucija turėtų drausti diskriminaciją dėl lytinės tapatybės?;ar Konstitucija turėtų leisti diskriminaciją dėl lytinės tapatybės?
Equality & non-discrimination;Employment (gender identity);ar lytinė tapatybė yra aiškiai įtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?;ar lytinė tapatybė turėtų būti aiškiai įtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?;ar lytinė tapatybė turėtų būti neįtraukta į kovos su diskriminacija užimtumo srityje teisės aktus?
