criterion_id;Fact;Support;Opposition
0;запрещает ли конституция дискриминацию по признаку сексуальной ориентации?;должна ли конституция запрещать дискриминацию по признаку сексуальной ориентации?;должна ли конституция разрешать дискриминацию по признаку сексуальной ориентации?
1;включена ли сексуальная ориентация в антидискриминационное законодательство в сфере занятости?;должна ли сексуальная ориентация быть прямо включена в антидискриминационное законодательство в сфере занятости?;следует ли исключить сексуальную ориентацию из антидискриминационного законодательства в сфере занятости?
2;включена ли сексуальная ориентация в антидискриминационное законодательство в сфере товаров и услуг?;должна ли сексуальная ориентация быть прямо включена в антидискриминационное законодательство в сфере товаров и услуг?;следует ли исключить сексуальную ориентацию из антидискриминационного законодательства в сфере товаров и услуг?
3;запрещена ли законодательством дискриминация по признаку сексуальной ориентации в сфере образования?;следует ли законодательно запретить дискриминацию по признаку сексуальной ориентации в сфере образования?;следует ли законодательно разрешить дискриминацию по признаку сексуальной ориентации в сфере образования?
4;запрещена ли законодательством дискриминация по признаку сексуальной ориентации в сфере здравоохранения?;следует ли законодательно запретить дискриминацию по признаку сексуальной ориентации в сфере здравоохранения?;следует ли законодательно разрешить дискриминацию по признаку сексуальной ориентации в сфере здравоохранения?
5;существуют ли законодательные акты или политика, запрещающие конверсионные или репаративные практики, направленные на изменение сексуальной ориентации несовершеннолетних?;следует ли законодательно или политически запретить конверсионные или репаративные практики, направленные на изменение сексуальной ориентации несовершеннолетних?;следует ли законодательно или политически разрешить конверсионные или репаративные практики, направленные на изменение сексуальной ориентации несовершеннолетних?
6;существует ли национальное учреждение по правам человека или орган по вопросам равенства, которому прямо поручено заниматься вопросами, связанными с сексуальной ориентацией, и систематически работать над ними?;должен ли национальный институт по правам человека или орган по вопросам равенства иметь четкий мандат на рассмотрение и систематическую работу над вопросами, связанными с сексуальной ориентацией?;не следует ли поручать национальному правозащитному учреждению или органу по вопросам равенства заниматься вопросами, связанными с сексуальной ориентацией?
7;существует ли план действий по обеспечению равенства, в котором четко указана сексуальная ориентация и конкретные меры по достижению прогресса?;должен ли существовать план действий по обеспечению равенства, в котором четко прописана сексуальная ориентация и конкретные меры по достижению прогресса?;следует ли исключать сексуальную ориентацию из планов действий по обеспечению равенства?
8;запрещает ли конституция дискриминацию по признаку гендерной идентичности?;должна ли конституция запрещать дискриминацию по признаку гендерной идентичности?;должна ли конституция разрешать дискриминацию по половому признаку?
9;включена ли гендерная идентичность в антидискриминационное законодательство в сфере занятости?;должна ли гендерная идентичность быть прямо включена в антидискриминационное законодательство в сфере занятости?;следует ли исключить гендерную идентичность из антидискриминационного законодательства в сфере занятости?
