criterion_id;Fact;Support;Opposition
0;forbyr grunnloven diskriminering på grunn av seksuell legning?;bør grunnloven forby diskriminering på grunn av seksuell legning?;bør grunnloven tillate diskriminering på grunn av seksuell legning?
1;er seksuell legning eksplisitt inkludert i antidiskrimineringslovgivningen i arbeidslivet?;bør seksuell legning eksplisitt inkluderes i antidiskrimineringslovgivningen i arbeidslivet?;bør seksuell legning unntas fra diskrimineringslovgivningen i arbeidslivet?
2;er seksuell legning eksplisitt inkludert i antidiskrimineringslovgivningen for varer og tjenester?;bør seksuell legning eksplisitt inkluderes i antidiskrimineringslovgivningen for varer og tjenester?;bør seksuell legning unntas fra diskrimineringslovgivningen for varer og tjenester?
3;er diskriminering på grunn av seksuell legning i utdanningssektoren forbudt ved lov?;bør diskriminering på grunn av seksuell legning i utdanningssektoren forbys ved lov?;bør diskriminering på grunn av seksuell legning i utdanningssektoren være tillatt ved lov?
4;er diskriminering på grunn av seksuell legning på helseområdet forbudt ved lov?;bør diskriminering på grunn av seksuell legning på helseområdet forbys ved lov?;bør diskriminering på grunn av seksuell legning på helseområdet være tillatt i lovgivningen?
5;finnes det lovgivning eller retningslinjer som forbyr konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning?;bør konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning, forbys gjennom lovgivning eller retningslinjer?;bør konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs seksuelle legning være tillatt gjennom lovgivning eller retningslinjer?
6;finnes det en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan som har et eksplisitt mandat til å ta opp og arbeide systematisk med spørsmål knyttet til seksuell orientering?;bør en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan få et eksplisitt mandat til å ta opp og arbeide systematisk med spørsmål knyttet til seksuell orientering?;bør ikke en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan ha mandat til å ta opp spørsmål knyttet til seksuell legning?
7;finnes det en handlingsplan for likestilling som eksplisitt inkluderer seksuell orientering og spesifikke tiltak for fremgang?;bør det foreligge en handlingsplan for likestilling som eksplisitt inkluderer seksuell orientering og konkrete tiltak for fremgang?;bør seksuell orientering utelukkes fra likestillingshandlingsplaner?
8;forbyr grunnloven diskriminering på grunn av kjønnsidentitet?;bør grunnloven forby diskriminering på grunn av kjønnsidentitet?;bør grunnloven tillate diskriminering på grunnlag av kjønnsidentitet?
9;er kjønnsidentitet eksplisitt inkludert i antidiskrimineringslovgivningen i arbeidslivet?;bør kjønnsidentitet eksplisitt inkluderes i antidiskrimineringslovgivningen i arbeidslivet?;bør kjønnsidentitet unntas fra diskrimineringslovgivningen i arbeidslivet?
10;er kjønnsidentitet eksplisitt inkludert i antidiskrimineringslovgivningen for varer og tjenester?;bør kjønnsidentitet eksplisitt inkluderes i antidiskrimineringslovgivningen for varer og tjenester?;bør kjønnsidentitet utelukkes fra diskrimineringslovgivningen for varer og tjenester?
11;er diskriminering på grunn av kjønnsidentitet i utdanningssektoren forbudt ved lov?;bør diskriminering på grunn av kjønnsidentitet i utdanningssektoren forbys ved lov?;bør diskriminering på grunn av kjønnsidentitet i utdanningssektoren være tillatt ved lov?
12;er diskriminering på grunn av kjønnsidentitet på helseområdet forbudt ved lov?;bør diskriminering på grunn av kjønnsidentitet på helseområdet forbys ved lov?;bør diskriminering på grunn av kjønnsidentitet på helseområdet være tillatt i lovgivningen?
13;finnes det lovgivning eller retningslinjer som forbyr konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs kjønnsidentitet?;bør konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs kjønnsidentitet forbys gjennom lovgivning eller retningslinjer?;bør konvertering eller reparativ praksis som tar sikte på å endre en mindreårigs kjønnsidentitet, være tillatt gjennom lovgivning eller retningslinjer?
14;finnes det en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan som har et eksplisitt mandat til å ta opp og arbeide systematisk med spørsmål knyttet til kjønnsidentitet? (jeg tror du bare trenger en);bør en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan få eksplisitt mandat til å behandle spørsmål knyttet til kjønnsidentitet?;bør ikke en nasjonal menneskerettighetsinstitusjon eller et likestillingsorgan ha mandat til å behandle spørsmål knyttet til kjønnsidentitet?
15;finnes det en handlingsplan for likestilling som eksplisitt inkluderer kjønnsidentitet og spesifikke tiltak for fremgang?;bør det foreligge en handlingsplan for likestilling som eksplisitt inkluderer kjønnsidentitet og konkrete tiltak for fremgang?;bør kjønnsidentitet utelukkes fra handlingsplaner for likestilling?
16;er kjønnsuttrykk eksplisitt inkludert i antidiskrimineringslovgivningen?;bør kjønnsuttrykk eksplisitt inkluderes i antidiskrimineringslovgivningen?;bør kjønnsuttrykk unntas fra diskrimineringslovgivningen?
17;forbyr grunnloven diskriminering på grunn av kjønn?;bør grunnloven forby diskriminering på grunn av kjønn?;bør grunnloven tillate diskriminering på grunnlag av kjønn?
18;er kjønnsegenskaper eksplisitt inkludert i antidiskrimineringslovgivningen?;bør kjønnskarakteristika eksplisitt inkluderes i antidiskrimineringslovgivningen i arbeidslivet?;bør kjønnskarakteristika utelukkes fra antidiskrimineringslovgivningen i arbeidslivet?
19;er kjønnskarakteristika eksplisitt inkludert i antidiskrimineringslovgivningen for varer og tjenester?;bør kjønnskarakteristika eksplisitt inkluderes i antidiskrimineringslovgivningen for varer og tjenester?;bør kjønnskarakteristika utelukkes fra antidiskrimineringslovgivningen for varer og tjenester?
20;er diskriminering på grunn av kjønnsegenskaper på utdanningsområdet forbudt ved lov?;bør diskriminering på grunn av kjønnsmessige kjennetegn på utdanningsområdet forbys ved lov?;bør diskriminering på grunn av kjønnsmessige kjennetegn på utdanningsområdet være tillatt i lovgivningen?
21;er diskriminering på grunn av kjønnsegenskaper på helseområdet forbudt ved lov?;bør diskriminering på grunn av kjønn på helseområdet forbys ved lov?;bør diskriminering på grunnlag av kjønnsegenskaper på helseområdet være tillatt i lovgivningen?
