criterion_id;Fact;Support;Opposition
0;Ці забараняе канстытуцыя дыскрымінацыю па прыкмеце сэксуальнай арыентацыі?;Ці павінна канстытуцыя забараняць дыскрымінацыю па прыкмеце сэксуальнай арыентацыі?;Ці павінна канстытуцыя дазваляць дыскрымінацыю па сэксуальнай арыентацыі?
1;Ці прама ўключана сэксуальная арыентацыя ў антыдыскрымінацыйнае заканадаўства ў галіне працаўладкавання?;Ці варта яўна ўключаць сексуальную арыентацыю ў антыдыскрымінацыйнае заканадаўства ў сферы працаўладкавання?;Ці варта выключыць сексуальную арыентацыю з антыдыскрымінацыйнага заканадаўства ў сферы працаўладкавання?
2;Ці прама ўключана сэксуальная арыентацыя ў антыдыскрымінацыйнае заканадаўства ў дачыненні да тавараў і паслуг?;Ці варта яўна ўключаць сексуальную арыентацыю ў антыдыскрымінацыйнае заканадаўства ў дачыненні да тавараў і паслуг?;Ці варта выключыць сексуальную арыентацыю з антыдыскрымінацыйнага заканадаўства ў дачыненні да тавараў і паслуг?
3;Ці забаронена заканадаўствам дыскрымінацыя па прыкмеце сэксуальнай арыентацыі ў сферы адукацыі?;Ці павінна дыскрымінацыя па прыкмеце сэксуальнай арыентацыі ў сферы адукацыі забараняцца заканадаўствам?;Ці павінна заканадаўства дазваляць дыскрымінацыю па прыкмеце сэксуальнай арыентацыі ў сферы адукацыі?
4;Ці забаронена заканадаўствам дыскрымінацыя па прыкмеце сэксуальнай арыентацыі ў сферы аховы здароўя?;Ці павінна заканадаўства забараняць дыскрымінацыю па прыкмеце сэксуальнай арыентацыі ў сферы аховы здароўя?;Ці павінна заканадаўства дазваляць дыскрымінацыю па прыкмеце сэксуальнай арыентацыі ў сферы аховы здароўя?
5;Ці існуюць якія-небудзь заканадаўчыя акты або палітыкі, якія забараняюць практыкі пераўтварэння або рэпаратыўныя практыкі, накіраваныя на змену сексуальнай арыентацыі непаўналетняга?;Ці павінны законы або афіцыйная палітыка забараняць практыкі пераўтварэння або выпраўлення, накіраваныя на змену сексуальнай арыентацыі непаўналетняга?;Ці павінны заканадаўствам або палітыкай дазваляцца практыкі пераўтварэння або выпраўлення, накіраваныя на змену сексуальнай арыентацыі непаўналетняга?
6;Ці існуе нацыянальны інстытут па правах чалавека або орган па роўнасці, на які ўскладзена выразны мандат разглядаць і сістэматычна працаваць над пытаннямі, звязанымі з сексуальнай арыентацыяй?;Ці павінна нацыянальнаму інстытуту па правах чалавека або органу па роўнасці быць яўна прадастаўлена мандат для разгляду і сістэматычнай працы па пытаннях, звязаных з сексуальнай арыентацыяй?;Ці не павінна нацыянальная праваабарончая ўстанова або орган па роўнасці мець мандат разглядаць пытанні, звязаныя з сексуальнай арыентацыяй?
7;Ці існуе план дзеянняў па роўнасці, які яўна ўключае сэксуальную арыентацыю і канкрэтныя меры для прагрэсу?;Ці павінен існаваць план дзеянняў па роўнасці, які яўна ўключае сэксуальную арыентацыю і канкрэтныя меры для прагрэсу?;Ці варта выключаць сексуальную арыентацыю з планаў дзеянняў па роўнасці?
8;Ці забараняе канстытуцыя дыскрымінацыю па прыкмеце гендарнай ідэнтычнасці?;Ці павінна канстытуцыя забараняць дыскрымінацыю па прыкмеце гендарнай ідэнтычнасці?;Ці павінна канстытуцыя дазваляць дыскрымінацыю па прыкмеце гендарнай ідэнтычнасці?
9;Ці прама ўключана гендарная ідэнтычнасць у антыдыскрымінацыйнае заканадаўства ў сферы працаўладкавання?;Ці варта выразna ўключаць гендарную ідэнтычнасць у антыдыскрымінацыйнае заканадаўства ў сферы працаўладкавання?;Ці варта выключыць гендарную ідэнтычнасць з антыдыскрымінацыйнага заканадаўства ў сферы працаўладкавання?
