criterion_id;Fact;Support;Opposition
0;la costituzione vieta la discriminazione basata sull'orientamento sessuale?;la costituzione dovrebbe proibire la discriminazione basata sull'orientamento sessuale?;la costituzione deve permettere la discriminazione basata sull'orientamento sessuale?
1;l'orientamento sessuale è esplicitamente incluso nella legislazione contro la discriminazione sul lavoro?;L'orientamento sessuale deve essere esplicitamente incluso nella legislazione antidiscriminatoria sul lavoro?;L'orientamento sessuale deve essere escluso dalla legislazione antidiscriminatoria sul lavoro?
2;l'orientamento sessuale è esplicitamente incluso nella legislazione anti-discriminazione di beni e servizi?;L'orientamento sessuale dovrebbe essere esplicitamente incluso nella legislazione antidiscriminazione su beni e servizi?;L'orientamento sessuale deve essere escluso dalla legislazione antidiscriminazione su beni e servizi?
3;la discriminazione basata sull'orientamento sessuale nel campo dell'istruzione è vietata dalla legislazione?;la discriminazione basata sull'orientamento sessuale nel campo dell'istruzione dovrebbe essere vietata dalla legislazione?;la discriminazione basata sull'orientamento sessuale nel campo dell'istruzione dovrebbe essere consentita dalla legislazione?
4;la discriminazione basata sull'orientamento sessuale in ambito sanitario è vietata dalla legislazione?;la discriminazione basata sull'orientamento sessuale nel campo della salute deve essere vietata dalla legislazione?;la discriminazione basata sull'orientamento sessuale nel campo della salute dovrebbe essere consentita dalla legislazione?
5;esistono leggi o politiche che proibiscono la conversione o le pratiche riparative volte a cambiare l'orientamento sessuale di un minore?;Le pratiche di conversione o di riparazione volte a modificare l'orientamento sessuale di un minore dovrebbero essere vietate dalla legislazione o dalle politiche?;le pratiche di conversione o di riparazione volte a modificare l'orientamento sessuale di un minore dovrebbero essere consentite dalla legislazione o dalle politiche?
6;esiste un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza esplicitamente incaricato di affrontare e lavorare sistematicamente sulle questioni relative all'orientamento sessuale?;un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza dovrebbe essere esplicitamente incaricato di affrontare e lavorare sistematicamente sulle questioni relative all'orientamento sessuale?;un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza non dovrebbero essere incaricati di affrontare le questioni relative all'orientamento sessuale?
7;Esiste un piano d'azione per la parità che includa esplicitamente l'orientamento sessuale e misure specifiche per i progressi?;deve esserci un piano d'azione per la parità che includa esplicitamente l'orientamento sessuale e misure specifiche per i progressi?;L'orientamento sessuale deve essere escluso dai piani d'azione per la parità?
8;la costituzione vieta la discriminazione basata sull'identità di genere?;la costituzione dovrebbe proibire la discriminazione basata sull'identità di genere?;La Costituzione dovrebbe consentire la discriminazione basata sull'identità genetica?
9;l'identità di genere è esplicitamente inclusa nella legislazione antidiscriminatoria sul lavoro?;L'identità di genere dovrebbe essere esplicitamente inclusa nella legislazione antidiscriminatoria sul lavoro?;L'identità di genere deve essere esclusa dalla legislazione antidiscriminatoria sul lavoro?
10;l'identità di genere è esplicitamente inclusa nella legislazione anti-discriminazione di beni e servizi?;L'identità di genere dovrebbe essere esplicitamente inclusa nella legislazione antidiscriminazione su beni e servizi?;L'identità di genere deve essere esclusa dalla legislazione antidiscriminazione su beni e servizi?
11;la discriminazione basata sull'identità di genere nel campo dell'istruzione è vietata dalla legislazione?;la discriminazione basata sull'identità di genere nel campo dell'istruzione dovrebbe essere vietata dalla legislazione?;la discriminazione basata sull'identità di genere nel campo dell'istruzione dovrebbe essere consentita dalla legislazione?
12;la discriminazione basata sull'identità di genere in ambito sanitario è vietata dalla legislazione?;la discriminazione basata sull'identità di genere nel campo della salute dovrebbe essere vietata dalla legislazione?;la discriminazione basata sull'identità di genere nel campo della salute dovrebbe essere consentita dalla legislazione?
13;esistono leggi o politiche che proibiscono la conversione o le pratiche riparative volte a cambiare l'identità di genere di un minore?;Le pratiche di conversione o di riparazione volte a cambiare l'identità di genere di un minore dovrebbero essere vietate dalla legislazione o dalle politiche?;le pratiche di conversione o di riparazione volte a cambiare l'identità di genere di un minore dovrebbero essere consentite dalla legislazione o dalle politiche?
14;esiste un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza esplicitamente incaricato di affrontare e lavorare sistematicamente sulle questioni relative all'identità di genere? (credo che ne basti uno);un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza dovrebbe essere esplicitamente incaricato di affrontare le questioni relative all'identità di genere?;un'istituzione nazionale per i diritti umani o un organismo per l'uguaglianza non dovrebbero essere incaricati di affrontare le questioni relative all'identità di genere?
15;esiste un piano d'azione per la parità che includa esplicitamente l'identità di genere e misure specifiche per i progressi?;deve esserci un piano d'azione per la parità che includa esplicitamente l'identità di genere e misure specifiche per i progressi?;l'identità di genere deve essere esclusa dai piani d'azione per la parità?
16;l'espressione di genere è esplicitamente inclusa nella legislazione antidiscriminatoria?;L'espressione di genere dovrebbe essere esplicitamente inclusa nella legislazione antidiscriminatoria?;L'espressione di genere deve essere esclusa dalla legislazione antidiscriminatoria?
