criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
1;0.0;0.2;0.4;0.4;1.0;1.0;1.0;0.04;1.0;0.04
2;0.0;0.5;0.3;0.6;1.0;1.0;1.0;0.25;0.8;0.2
3;0.4;0.2;0.2;0.5;0.04;1.0;0.04;0.36;1.0;0.36
4;0.4;0.4;0.2;0.6;0.04;1.0;0.04;0.36;1.0;0.36
5;0.3;0.1;0.4;0.35;1.0;0.4;0.4;0.04;1.0;0.04
6;0.0;0.1;0.0;0.55;1.0;1.0;1.0;1.0;1.0;1.0
7;0.1;0.4;0.2;0.6;1.0;0.8;0.8;0.36;1.0;0.36
8;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
9;0.1;0.2;0.6;0.3;1.0;0.8;0.8;0.04;1.0;0.04
10;0.0;0.0;0.2;0.4;1.0;1.0;1.0;1.0;0.6;0.6
11;0.4;0.4;0.2;0.6;0.04;1.0;0.04;0.36;1.0;0.36
12;0.1;0.5;0.0;0.75;1.0;0.8;0.8;1.0;1.0;1.0
13;0.3;0.2;0.2;0.5;0.25;0.8;0.2;0.36;1.0;0.36
14;0.0;0.4;0.3;0.55;1.0;1.0;1.0;0.25;0.8;0.2
15;0.6;0.1;0.0;0.55;0.04;1.0;0.04;1.0;1.0;1.0
16;0.2;0.4;0.1;0.65;0.36;1.0;0.36;1.0;0.8;0.8
17;0.2;0.0;0.6;0.2;0.36;1.0;0.36;0.04;1.0;0.04
18;0.3;0.5;0.2;0.65;0.25;0.8;0.2;0.36;1.0;0.36
19;0.2;0.1;0.0;0.55;0.36;1.0;0.36;1.0;1.0;1.0
20;0.0;0.0;0.3;0.35;1.0;1.0;1.0;0.25;0.8;0.2
21;0.3;0.2;0.5;0.35;0.25;0.8;0.2;0.0;0.8;0.0
22;0.3;0.6;0.0;0.8;0.25;0.8;0.2;1.0;1.0;1.0
23;0.2;0.2;0.7;0.25;0.36;1.0;0.36;0.25;0.8;0.2
24;0.0;0.4;0.1;0.65;1.0;1.0;1.0;1.0;0.8;0.8
25;0.4;0.4;0.6;0.4;0.04;1.0;0.04;0.11;0.6;0.07
26;0.2;0.7;0.5;0.6;0.36;1.0;0.36;0.0;0.8;0.0
27;0.0;0.3;0.2;0.55;1.0;1.0;1.0;0.36;1.0;0.36
28;0.1;0.3;0.5;0.4;1.0;0.8;0.8;0.0;0.4;0.0
29;0.3;0.1;0.2;0.45;0.25;0.8;0.2;0.36;1.0;0.36
30;0.0;0.1;0.2;0.45;1.0;1.0;1.0;0.36;1.0;0.36
31;0.3;0.4;0.0;0.7;0.25;0.8;0.2;1.0;1.0;1.0
32;0.3;0.0;0.0;0.5;0.25;0.8;0.2;1.0;1.0;1.0
33;0.0;0.0;0.7;0.15;1.0;1.0;1.0;0.25;0.8;0.2
34;0.4;0.4;0.4;0.5;0.11;0.6;0.07;0.11;0.6;0.07
35;0.2;0.1;0.5;0.3;1.0;0.6;0.6;0.0;0.8;0.0
36;0.3;0.2;0.0;0.6;0.25;0.8;0.2;1.0;1.0;1.0
37;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
