criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.8;0.8;0.8;0.5;1.0;0.6;0.6;0.36;1.0;0.36
1;0.5;0.5;0.5;0.5;0.0;0.4;0.0;0.0;0.8;0.0
2;0.5;0.8;0.4;0.7;;0.0;0.0;1.0;0.2;0.2
3;0.3;0.6;0.9;0.35;1.0;0.4;0.4;1.0;0.8;0.8
4;0.6;0.2;0.4;0.4;0.11;0.6;0.07;0.11;0.6;0.07
5;0.5;0.4;0.6;0.4;0.0;0.4;0.0;1.0;0.2;0.2
6;0.5;0.5;0.6;0.45;;0.0;0.0;1.0;0.2;0.2
7;0.4;0.6;0.6;0.5;1.0;0.2;0.2;1.0;0.2;0.2
8;0.8;0.7;0.6;0.55;1.0;0.6;0.6;0.11;0.6;0.07
9;0.6;0.6;0.6;0.5;1.0;0.2;0.2;0.11;0.6;0.07
10;0.5;0.7;0.8;0.45;;0.0;0.0;1.0;0.6;0.6
11;0.4;0.4;0.4;0.5;0.11;0.6;0.07;0.04;1.0;0.04
12;0.6;0.8;0.8;0.5;1.0;0.2;0.2;1.0;0.6;0.6
13;0.3;0.3;0.8;0.25;1.0;0.4;0.4;1.0;0.6;0.6
14;0.5;0.6;0.7;0.45;;0.0;0.0;1.0;0.4;0.4
15;0.7;0.6;0.8;0.4;0.25;0.8;0.2;1.0;0.6;0.6
16;0.4;0.7;0.6;0.55;0.11;0.6;0.07;0.11;0.6;0.07
17;0.6;0.7;0.6;0.55;1.0;0.2;0.2;0.11;0.6;0.07
18;0.6;0.6;0.4;0.6;0.11;0.6;0.07;0.11;0.6;0.07
19;0.5;0.3;0.8;0.25;;0.0;0.0;1.0;0.6;0.6
20;0.3;0.6;0.6;0.5;0.25;0.8;0.2;0.11;0.6;0.07
21;0.4;0.5;0.7;0.4;0.11;0.6;0.07;1.0;0.4;0.4
22;0.4;0.5;0.5;0.5;1.0;0.2;0.2;;0.0;0.0
23;0.4;0.4;0.8;0.3;1.0;0.2;0.2;1.0;0.6;0.6
24;0.5;0.5;0.5;0.5;;0.0;0.0;;0.0;0.0
25;0.9;0.5;0.7;0.4;1.0;0.8;0.8;0.25;0.8;0.2
26;0.5;0.6;0.6;0.5;0.0;0.4;0.0;0.11;0.6;0.07
27;0.5;0.5;0.6;0.45;0.0;0.4;0.0;1.0;0.2;0.2
28;0.5;0.7;0.8;0.45;;0.0;0.0;1.0;0.6;0.6
29;0.5;0.3;0.0;0.65;0.0;0.4;0.0;1.0;1.0;1.0
30;0.7;0.5;0.8;0.35;1.0;0.4;0.4;1.0;0.6;0.6
