criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
3;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
5;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
6;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
7;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
8;0.4;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
9;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
10;0.2;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
11;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
12;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
13;0.6;0.0;0.1;0.45;0.04;1.0;0.04;1.0;0.8;0.8
14;0.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
15;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
16;0.8;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
17;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
18;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
19;0.2;0.6;0.1;0.75;0.36;1.0;0.36;1.0;0.8;0.8
20;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
21;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
22;0.0;0.6;0.8;0.4;1.0;1.0;1.0;0.36;1.0;0.36
23;0.0;1.0;0.2;0.9;1.0;1.0;1.0;1.0;0.6;0.6
24;0.6;0.6;0.0;0.8;0.04;1.0;0.04;1.0;1.0;1.0
25;0.8;1.0;1.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
26;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
27;0.6;1.0;0.2;0.9;0.04;1.0;0.04;0.36;1.0;0.36
