criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
2;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
3;1.0;0.6;0.0;0.8;1.0;1.0;1.0;1.0;1.0;1.0
4;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
5;0.0;0.0;0.1;0.45;1.0;1.0;1.0;1.0;0.8;0.8
6;0.6;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
7;1.0;1.0;0.6;0.7;1.0;1.0;1.0;0.04;1.0;0.04
8;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
9;0.2;0.6;0.2;0.7;0.36;1.0;0.36;0.36;1.0;0.36
10;0.4;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
11;1.0;0.4;0.0;0.7;1.0;1.0;1.0;1.0;1.0;1.0
12;1.0;1.0;0.2;0.9;1.0;1.0;1.0;0.36;1.0;0.36
13;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
14;0.4;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
15;0.6;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
16;0.8;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
17;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
18;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
19;0.4;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
20;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
21;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
22;0.0;0.8;0.4;0.7;1.0;1.0;1.0;0.04;1.0;0.04
23;0.6;0.0;0.6;0.2;0.04;1.0;0.04;0.04;1.0;0.04
24;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
25;1.0;0.8;0.4;0.7;1.0;1.0;1.0;0.04;1.0;0.04
26;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
27;0.6;0.8;0.2;0.8;0.04;1.0;0.04;0.36;1.0;0.36
28;0.6;0.6;0.6;0.5;0.04;1.0;0.04;0.04;1.0;0.04
29;0.6;0.6;0.0;0.8;0.04;1.0;0.04;1.0;1.0;1.0
30;0.2;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
31;0.2;0.2;0.2;0.5;0.36;1.0;0.36;0.36;1.0;0.36
32;1.0;1.0;0.4;0.8;1.0;1.0;1.0;0.04;1.0;0.04
33;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
34;0.8;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
35;0.4;1.0;0.2;0.9;0.04;1.0;0.04;0.36;1.0;0.36
36;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
37;0.6;0.4;0.6;0.4;0.04;1.0;0.04;0.04;1.0;0.04
38;0.4;0.8;0.6;0.6;0.04;1.0;0.04;0.04;1.0;0.04
39;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
