Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Germany, does the constitution prohibit discrimination based on sexual orientation?;In Germany, should the constitution prohibit discrimination based on sexual orientation?;In Germany, should the constitution permit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Germany, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Germany, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Germany, should sexual orientation be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Germany, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Germany, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Germany, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Germany, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Germany, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Germany, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Germany, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Germany, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Germany, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Germany, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Germany, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Germany, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Germany, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Germany, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Germany, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Germany, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Germany, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Germany, should sexual orientation be excluded from equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Germany, does the constitution prohibit discrimination based on gender identity?;In Germany, should the constitution prohibit discrimination based on gender identity?;In Germany, should the constitution permit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Germany, is gender identity explicitly included in employment anti-discrimination legislation?;In Germany, should gender identity be explicitly included in employment anti-discrimination legislation?;In Germany, should gender identity be exluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (gender identity);In Germany, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Germany, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Germany, should gender identity be excluded from goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (gender identity);In Germany, is discrimination based on gender identity in the field of education prohibited by legislation?;In Germany, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Germany, should discrimination based on gender identity in the field of education be permitted by legislation?
Equality & non-discrimination;Health (gender identity);In Germany, is discrimination based on gender identity in the field of health prohibited by legislation?;In Germany, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Germany, should discrimination based on gender identity in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (gender identity);In Germany, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Germany, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Germany, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (gender identity);In Germany, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to gender identity? (i think you just need one);In Germany, should a national human rights institution or equality body be explicitly mandated to address issues related to gender identity?;In Germany, should a national human rights institution or equality body not be mandated to address issues related to gender identity?
Equality & non-discrimination;Equality action plan (gender identity);In Germany, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Germany, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Germany, should gender identity be excluded from equality action plans?
Equality & non-discrimination;Law (gender expression);In Germany, is gender expression explicitly included in anti-discrimination legislation?;In Germany, should gender expression explicitly be included in anti-discrimination legislation?;In Germany, should gender expression be excluded from anti-discrimination legislation?
Equality & non-discrimination;Constitution (sex characteristics);In Germany, does the constitution prohibit discrimination based on sex characteristics?;In Germany, should the constitution prohibit discrimination based on sex characteristics?;In Germany, should the constitution permit discrimination based on sex characteristics?
Equality & non-discrimination;Employment (sex characteristics);In Germany, are sex characteristics explicitly included in employment anti-discrimination legislation?;In Germany, should sex characteristics be explicitly included in employment anti-discrimination legislation?;In Germany, should sex characteristics be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sex characteristics);In Germany, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Germany, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Germany, should sex characteristics be excluded from goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sex characteristics);In Germany, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Germany, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Germany, should discrimination based on sex characteristics in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sex characteristics);In Germany, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Germany, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Germany, should discrimination based on sex characteristics in the field of health be permitted by legislation?
Equality & non-discrimination;Equality body mandate (sex characteristics);In Germany, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sex characteristics?;In Germany, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Germany, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
