criterion_id;Fact;Support;Opposition
0;In Liechtenstein, does the constitution prohibit discrimination based on sexual orientation?;In Liechtenstein, should the constitution prohibit discrimination based on sexual orientation?;In Liechtenstein, should the constitution permit discrimination based on sexual orientation?
1;In Liechtenstein, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should sexual orientation be excluded from employment anti-discrimination legislation?
2;In Liechtenstein, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should sexual orientation be exluded in goods and services anti-discrimination legislation?
3;In Liechtenstein, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Liechtenstein, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Liechtenstein, should discrimination based on sexual orientation in the field of education be permitted by legislation?
4;In Liechtenstein, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Liechtenstein, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Liechtenstein, should discrimination based on sexual orientation in the field of health be permitted by legislation?
5;In Liechtenstein, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Liechtenstein, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Liechtenstein, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
6;In Liechtenstein, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Liechtenstein, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Liechtenstein, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
7;In Liechtenstein, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Liechtenstein, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Liechtenstein, should sexual orientation be excluded from equality action plans?
8;In Liechtenstein, does the constitution prohibit discrimination based on gender identity?;In Liechtenstein, should the constitution prohibit discrimination based on gender identity?;In Liechtenstein, should the constitution permit discrimination based on geneder identity?
9;In Liechtenstein, is gender identity explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should gender identity be explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should gender identity be exluded in employment anti-discrimination legislation?
10;In Liechtenstein, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should gender identity be excluded from goods and services anti-discrimination legislation?
11;In Liechtenstein, is discrimination based on gender identity in the field of education prohibited by legislation?;In Liechtenstein, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Liechtenstein, should discrimination based on gender identity in the field of education be permitted by legislation?
12;In Liechtenstein, is discrimination based on gender identity in the field of health prohibited by legislation?;In Liechtenstein, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Liechtenstein, should discrimination based on gender identity in the field of health be permitted by legislation?
13;In Liechtenstein, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Liechtenstein, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Liechtenstein, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
14;In Liechtenstein, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to gender identity? (i think you just need one);In Liechtenstein, should a national human rights institution or equality body be explicitly mandated to address issues related to gender identity?;In Liechtenstein, should a national human rights institution or equality body not be mandated to address issues related to gender identity?
15;In Liechtenstein, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Liechtenstein, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Liechtenstein, should gender identity be excluded from equality action plans?
16;In Liechtenstein, is gender expression explicitly included in anti-discrimination legislation?;In Liechtenstein, should gender expression explicitly be included in anti-discrimination legislation?;In Liechtenstein, should gender expression be excluded from anti-discrimination legislation?
17;In Liechtenstein, does the constitution prohibit discrimination based on sex characteristics?;In Liechtenstein, should the constitution prohibit discrimination based on sex characteristics?;In Liechtenstein, should the constitution permit discrimination based on sex characteristics?
18;In Liechtenstein, are sex characteristics explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should sex characteristics be explicitly included in employment anti-discrimination legislation?;In Liechtenstein, should sex characteristics be excluded from employment anti-discrimination legislation?
19;In Liechtenstein, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Liechtenstein, should sex characteristics be excluded from goods and services anti-discrimination legislation?
20;In Liechtenstein, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Liechtenstein, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Liechtenstein, should discrimination based on sex characteristics in the field of education be permitted by legislation?
21;In Liechtenstein, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Liechtenstein, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Liechtenstein, should discrimination based on sex characteristics in the field of health be permitted by legislation?
22;In Liechtenstein, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sex characteristics?;In Liechtenstein, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Liechtenstein, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
