criterion_id;Fact;Support;Opposition
0;In Croatia, does the constitution prohibit discrimination based on sexual orientation?;In Croatia, should the constitution prohibit discrimination based on sexual orientation?;In Croatia, should the constitution permit discrimination based on sexual orientation?
1;In Croatia, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Croatia, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Croatia, should sexual orientation be excluded from employment anti-discrimination legislation?
2;In Croatia, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Croatia, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Croatia, should sexual orientation be exluded in goods and services anti-discrimination legislation?
3;In Croatia, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Croatia, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Croatia, should discrimination based on sexual orientation in the field of education be permitted by legislation?
4;In Croatia, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Croatia, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Croatia, should discrimination based on sexual orientation in the field of health be permitted by legislation?
5;In Croatia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Croatia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Croatia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
6;In Croatia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Croatia, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Croatia, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
7;In Croatia, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Croatia, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Croatia, should sexual orientation be excluded from equality action plans?
8;In Croatia, does the constitution prohibit discrimination based on gender identity?;In Croatia, should the constitution prohibit discrimination based on gender identity?;In Croatia, should the constitution permit discrimination based on geneder identity?
9;In Croatia, is gender identity explicitly included in employment anti-discrimination legislation?;In Croatia, should gender identity be explicitly included in employment anti-discrimination legislation?;In Croatia, should gender identity be exluded in employment anti-discrimination legislation?
10;In Croatia, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Croatia, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Croatia, should gender identity be excluded from goods and services anti-discrimination legislation?
11;In Croatia, is discrimination based on gender identity in the field of education prohibited by legislation?;In Croatia, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Croatia, should discrimination based on gender identity in the field of education be permitted by legislation?
12;In Croatia, is discrimination based on gender identity in the field of health prohibited by legislation?;In Croatia, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Croatia, should discrimination based on gender identity in the field of health be permitted by legislation?
13;In Croatia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Croatia, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Croatia, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
14;In Croatia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to gender identity? (i think you just need one);In Croatia, should a national human rights institution or equality body be explicitly mandated to address issues related to gender identity?;In Croatia, should a national human rights institution or equality body not be mandated to address issues related to gender identity?
15;In Croatia, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Croatia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Croatia, should gender identity be excluded from equality action plans?
16;In Croatia, is gender expression explicitly included in anti-discrimination legislation?;In Croatia, should gender expression explicitly be included in anti-discrimination legislation?;In Croatia, should gender expression be excluded from anti-discrimination legislation?
17;In Croatia, does the constitution prohibit discrimination based on sex characteristics?;In Croatia, should the constitution prohibit discrimination based on sex characteristics?;In Croatia, should the constitution permit discrimination based on sex characteristics?
18;In Croatia, are sex characteristics explicitly included in employment anti-discrimination legislation?;In Croatia, should sex characteristics be explicitly included in employment anti-discrimination legislation?;In Croatia, should sex characteristics be excluded from employment anti-discrimination legislation?
19;In Croatia, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Croatia, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Croatia, should sex characteristics be excluded from goods and services anti-discrimination legislation?
20;In Croatia, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Croatia, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Croatia, should discrimination based on sex characteristics in the field of education be permitted by legislation?
21;In Croatia, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Croatia, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Croatia, should discrimination based on sex characteristics in the field of health be permitted by legislation?
22;In Croatia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sex characteristics?;In Croatia, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Croatia, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
23;In Croatia, is there an equality action plan that explicitly includes sex characteristics and specific measures for progress?;In Croatia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Croatia, should sex characteristics be excluded from equality action plans?
24;In Croatia, is donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Croatia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Croatia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity be subjected to legislative or administrative ban? 
25;In Croatia, are same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Croatia, should same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Croatia, should same-sex couples not be allowed to marry with the same level of rights as married different-sex couples?
26;In Croatia, are same-sex couples allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Croatia, should same-sex couples be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Croatia, should same-sex couples not be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?
27;In Croatia, are same-sex couples allowed to enter a registered partnership/civil partnership?;In Croatia, should same-sex couples be allowed to enter a registered partnership/civil partnership?;In Croatia, should same-sex couples not be allowed to enter a registered partnership/civil partnership?
28;In Croatia, are same-sex couples included in legislation or legal measures on cohabitation?;In Croatia, should same-sex couples be included in legislation or legal measures on cohabitation?;In Croatia, should same-sex couples be excluded from legislation or legal measures on cohabitation?
29;In Croatia, is there no constitutional definition of marriage as being only a union between a man and a woman?;In Croatia, should there be no constitutional definition of marriage as being only a union between a man and a woman?;In Croatia, should there be a constitutional definition of marriage as being only a union between a man and a woman?
