criterion_id;Fact;Support;Opposition
0;In Serbia, does the constitution prohibit discrimination based on sexual orientation?;In Serbia, should the constitution prohibit discrimination based on sexual orientation?;In Serbia, should the constitution permit discrimination based on sexual orientation?
1;In Serbia, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Serbia, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Serbia, should sexual orientation be excluded from employment anti-discrimination legislation?
2;In Serbia, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Serbia, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Serbia, should sexual orientation be exluded in goods and services anti-discrimination legislation?
3;In Serbia, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Serbia, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Serbia, should discrimination based on sexual orientation in the field of education be permitted by legislation?
4;In Serbia, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Serbia, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Serbia, should discrimination based on sexual orientation in the field of health be permitted by legislation?
5;In Serbia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Serbia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Serbia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
6;In Serbia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Serbia, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Serbia, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
7;In Serbia, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Serbia, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Serbia, should sexual orientation be excluded from equality action plans?
8;In Serbia, does the constitution prohibit discrimination based on gender identity?;In Serbia, should the constitution prohibit discrimination based on gender identity?;In Serbia, should the constitution permit discrimination based on geneder identity?
9;In Serbia, is gender identity explicitly included in employment anti-discrimination legislation?;In Serbia, should gender identity be explicitly included in employment anti-discrimination legislation?;In Serbia, should gender identity be exluded in employment anti-discrimination legislation?
10;In Serbia, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Serbia, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Serbia, should gender identity be excluded from goods and services anti-discrimination legislation?
11;In Serbia, is discrimination based on gender identity in the field of education prohibited by legislation?;In Serbia, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Serbia, should discrimination based on gender identity in the field of education be permitted by legislation?
12;In Serbia, is discrimination based on gender identity in the field of health prohibited by legislation?;In Serbia, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Serbia, should discrimination based on gender identity in the field of health be permitted by legislation?
13;In Serbia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Serbia, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Serbia, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
14;In Serbia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to gender identity? (i think you just need one);In Serbia, should a national human rights institution or equality body be explicitly mandated to address issues related to gender identity?;In Serbia, should a national human rights institution or equality body not be mandated to address issues related to gender identity?
15;In Serbia, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Serbia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Serbia, should gender identity be excluded from equality action plans?
16;In Serbia, is gender expression explicitly included in anti-discrimination legislation?;In Serbia, should gender expression explicitly be included in anti-discrimination legislation?;In Serbia, should gender expression be excluded from anti-discrimination legislation?
17;In Serbia, does the constitution prohibit discrimination based on sex characteristics?;In Serbia, should the constitution prohibit discrimination based on sex characteristics?;In Serbia, should the constitution permit discrimination based on sex characteristics?
18;In Serbia, are sex characteristics explicitly included in employment anti-discrimination legislation?;In Serbia, should sex characteristics be explicitly included in employment anti-discrimination legislation?;In Serbia, should sex characteristics be excluded from employment anti-discrimination legislation?
19;In Serbia, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Serbia, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Serbia, should sex characteristics be excluded from goods and services anti-discrimination legislation?
20;In Serbia, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Serbia, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Serbia, should discrimination based on sex characteristics in the field of education be permitted by legislation?
21;In Serbia, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Serbia, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Serbia, should discrimination based on sex characteristics in the field of health be permitted by legislation?
22;In Serbia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sex characteristics?;In Serbia, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Serbia, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
23;In Serbia, is there an equality action plan that explicitly includes sex characteristics and specific measures for progress?;In Serbia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Serbia, should sex characteristics be excluded from equality action plans?
24;In Serbia, is donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Serbia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Serbia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity be subjected to legislative or administrative ban? 
25;In Serbia, are same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Serbia, should same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Serbia, should same-sex couples not be allowed to marry with the same level of rights as married different-sex couples?
26;In Serbia, are same-sex couples allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Serbia, should same-sex couples be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Serbia, should same-sex couples not be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?
27;In Serbia, are same-sex couples allowed to enter a registered partnership/civil partnership?;In Serbia, should same-sex couples be allowed to enter a registered partnership/civil partnership?;In Serbia, should same-sex couples not be allowed to enter a registered partnership/civil partnership?
