Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Slovakia, does the constitution prohibit discrimination based on sexual orientation?;In Slovakia, should the constitution prohibit discrimination based on sexual orientation?;In Slovakia, should the constitution permit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Slovakia, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Slovakia, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Slovakia, should sexual orientation be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Slovakia, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Slovakia, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Slovakia, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Slovakia, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Slovakia, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Slovakia, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Slovakia, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Slovakia, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Slovakia, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Slovakia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Slovakia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Slovakia, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Slovakia, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Slovakia, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Slovakia, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Slovakia, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Slovakia, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Slovakia, should sexual orientation be excluded from equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Slovakia, does the constitution prohibit discrimination based on gender identity?;In Slovakia, should the constitution prohibit discrimination based on gender identity?;In Slovakia, should the constitution permit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Slovakia, is gender identity explicitly included in employment anti-discrimination legislation?;In Slovakia, should gender identity be explicitly included in employment anti-discrimination legislation?;In Slovakia, should gender identity be exluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (gender identity);In Slovakia, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Slovakia, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Slovakia, should gender identity be excluded from goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (gender identity);In Slovakia, is discrimination based on gender identity in the field of education prohibited by legislation?;In Slovakia, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Slovakia, should discrimination based on gender identity in the field of education be permitted by legislation?
Equality & non-discrimination;Health (gender identity);In Slovakia, is discrimination based on gender identity in the field of health prohibited by legislation?;In Slovakia, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Slovakia, should discrimination based on gender identity in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (gender identity);In Slovakia, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Slovakia, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Slovakia, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
