criterion_id;Fact;Support;Opposition
0;In Sweden, does the constitution prohibit discrimination based on sexual orientation?;In Sweden, should the constitution prohibit discrimination based on sexual orientation?;In Sweden, should the constitution permit discrimination based on sexual orientation?
1;In Sweden, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Sweden, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Sweden, should sexual orientation be excluded from employment anti-discrimination legislation?
2;In Sweden, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Sweden, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Sweden, should sexual orientation be exluded in goods and services anti-discrimination legislation?
3;In Sweden, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Sweden, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Sweden, should discrimination based on sexual orientation in the field of education be permitted by legislation?
4;In Sweden, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Sweden, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Sweden, should discrimination based on sexual orientation in the field of health be permitted by legislation?
5;In Sweden, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Sweden, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Sweden, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
6;In Sweden, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Sweden, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Sweden, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
7;In Sweden, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Sweden, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Sweden, should sexual orientation be excluded from equality action plans?
8;In Sweden, does the constitution prohibit discrimination based on gender identity?;In Sweden, should the constitution prohibit discrimination based on gender identity?;In Sweden, should the constitution permit discrimination based on geneder identity?
9;In Sweden, is gender identity explicitly included in employment anti-discrimination legislation?;In Sweden, should gender identity be explicitly included in employment anti-discrimination legislation?;In Sweden, should gender identity be exluded in employment anti-discrimination legislation?
