Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Verbiedt de grondwet in België discriminatie op basis van seksuele geaardheid?;Moet de grondwet in België discriminatie op basis van seksuele geaardheid verbieden?;Moet de grondwet in België discriminatie op basis van seksuele geaardheid toestaan?
Equality & non-discrimination;Employment (sexual orientation);Is seksuele geaardheid expliciet opgenomen in de antidiscriminatiewetgeving in België?;Moet seksuele geaardheid in België expliciet worden opgenomen in de antidiscriminatiewetgeving inzake tewerkstelling?;Moet seksuele geaardheid in België worden uitgesloten van de antidiscriminatiewetgeving inzake tewerkstelling?
Equality & non-discrimination;Goods & services (sexual orientation);Is seksuele geaardheid in België expliciet opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet seksuele geaardheid in België expliciet worden opgenomen in de antidiscriminatiewetgeving voor goederen en diensten?;Moet seksuele geaardheid in België worden uitgesloten in de antidiscriminatiewetgeving voor goederen en diensten?
Equality & non-discrimination;Education (sexual orientation);Is discriminatie op basis van seksuele geaardheid in het onderwijs in België bij wet verboden?;Moet discriminatie op basis van seksuele geaardheid in het onderwijs in België bij wet verboden worden?;Moet in België discriminatie op basis van seksuele geaardheid in het onderwijs wettelijk worden toegestaan?
Equality & non-discrimination;Health (sexual orientation);Is discriminatie op basis van seksuele geaardheid in de gezondheidszorg in België bij wet verboden?;Moet in België discriminatie op basis van seksuele geaardheid in de gezondheidszorg bij wet verboden worden?;Moet in België discriminatie op basis van seksuele geaardheid in de gezondheidszorg wettelijk worden toegestaan?
Equality & non-discrimination;Conversion practices ban (sexual orientation);Bestaat er in België wetgeving of beleid die bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verbieden?;Moeten in België bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige verboden worden door wetgeving of beleid?;Moeten in België bekerings- of herstelpraktijken gericht op het veranderen van de seksuele geaardheid van een minderjarige wettelijk of beleidsmatig worden toegestaan?
Equality & non-discrimination;Equality body mandate (sexual orientation);Is er in België een nationale instelling voor mensenrechten of een orgaan voor gelijkheid dat expliciet de opdracht heeft gekregen om kwesties in verband met seksuele geaardheid aan te pakken en er systematisch aan te werken?;Moet in België een nationale mensenrechteninstelling of een orgaan voor gelijkheid expliciet de opdracht krijgen om kwesties in verband met seksuele geaardheid aan te pakken en er systematisch aan te werken?;Moet in België een nationale mensenrechteninstelling of een orgaan voor gelijkheid niet het mandaat krijgen om kwesties in verband met seksuele geaardheid aan te pakken?
Equality & non-discrimination;Equality action plan (sexual orientation);Is er in België een actieplan voor gelijkheid dat expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang omvat?;Moet er in België een actieplan voor gelijkheid komen dat expliciet seksuele geaardheid en specifieke maatregelen voor vooruitgang omvat?;Moet seksuele geaardheid in België worden uitgesloten van actieplannen voor gelijkheid?
Equality & non-discrimination;Constitution (gender identity);Verbiedt de grondwet in België discriminatie op basis van genderidentiteit?;Moet de grondwet in België discriminatie op basis van genderidentiteit verbieden?;Moet de grondwet in België discriminatie op basis van geslacht toestaan?
Equality & non-discrimination;Employment (gender identity);Is genderidentiteit in België expliciet opgenomen in de antidiscriminatiewetgeving inzake tewerkstelling?;Moet genderidentiteit in België expliciet worden opgenomen in de antidiscriminatiewetgeving inzake tewerkstelling?;Moet genderidentiteit in België worden uitgesloten in de antidiscriminatiewetgeving inzake tewerkstelling?
