Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Запрещает ли конституция Беларуси дискриминацию по признаку сексуальной ориентации?;Должна ли конституция Беларуси запрещать дискриминацию по признаку сексуальной ориентации?;Должна ли конституция Беларуси разрешать дискриминацию по признаку сексуальной ориентации?
Equality & non-discrimination;Employment (sexual orientation);Включена ли в Беларуси сексуальная ориентация в антидискриминационное законодательство в сфере занятости?;Следует ли в Беларуси включить сексуальную ориентацию в антидискриминационное законодательство в сфере занятости?;Следует ли в Беларуси исключить сексуальную ориентацию из антидискриминационного законодательства в сфере занятости?
Equality & non-discrimination;Goods & services (sexual orientation);Включена ли в Беларуси сексуальная ориентация в антидискриминационное законодательство в сфере товаров и услуг?;Следует ли в Беларуси включить сексуальную ориентацию в антидискриминационное законодательство в сфере товаров и услуг?;Следует ли в Беларуси исключить сексуальную ориентацию из антидискриминационного законодательства в сфере товаров и услуг?
Equality & non-discrimination;Education (sexual orientation);Запрещена ли в Беларуси законодательством дискриминация по признаку сексуальной ориентации в сфере образования?;Следует ли в Беларуси законодательно запретить дискриминацию по признаку сексуальной ориентации в сфере образования?;Должна ли в Беларуси законодательно разрешаться дискриминация по признаку сексуальной ориентации в сфере образования?
Equality & non-discrimination;Health (sexual orientation);Запрещена ли в Беларуси законодательством дискриминация по признаку сексуальной ориентации в сфере здравоохранения?;Следует ли в Беларуси законодательно запретить дискриминацию по признаку сексуальной ориентации в сфере здравоохранения?;Должна ли в Беларуси законодательно разрешаться дискриминация по признаку сексуальной ориентации в сфере здравоохранения?
Equality & non-discrimination;Conversion practices ban (sexual orientation);"Есть ли в Беларуси законодательство или политика; запрещающие конверсионные или репаративные практики; направленные на изменение сексуальной ориентации несовершеннолетних?";"Следует ли в Беларуси законодательно или политически запретить конверсионные или репаративные практики; направленные на изменение сексуальной ориентации несовершеннолетних?";"Должны ли в Беларуси законодательно или политически разрешаться конверсионные или репаративные практики; направленные на изменение сексуальной ориентации несовершеннолетних?"
Equality & non-discrimination;Equality body mandate (sexual orientation);"Существует ли в Беларуси национальное правозащитное учреждение или орган по вопросам равенства; которому прямо поручено заниматься вопросами; связанными с сексуальной ориентацией; и систематически работать над ними?";"Должен ли в Беларуси национальный институт по правам человека или орган по вопросам равенства иметь четкий мандат на рассмотрение и систематическую работу по вопросам; связанным с сексуальной ориентацией?";"Должен ли в Беларуси национальный институт по правам человека или орган по вопросам равенства не иметь мандата на решение вопросов; связанных с сексуальной ориентацией?"
Equality & non-discrimination;Equality action plan (sexual orientation);"Существует ли в Беларуси план действий по обеспечению равенства; в котором четко прописаны вопросы сексуальной ориентации и конкретные меры по достижению прогресса?";"Должен ли в Беларуси существовать план действий по обеспечению равенства; в котором четко прописана сексуальная ориентация и конкретные меры по достижению прогресса?";Следует ли в Беларуси исключить сексуальную ориентацию из планов действий по обеспечению равенства?
Equality & non-discrimination;Constitution (gender identity);Запрещает ли конституция Беларуси дискриминацию по признаку гендерной идентичности?;Должна ли конституция Беларуси запретить дискриминацию по признаку гендерной идентичности?;Должна ли конституция Беларуси разрешать дискриминацию по признаку генной принадлежности?
Equality & non-discrimination;Employment (gender identity);Включена ли в Беларуси гендерная идентичность в антидискриминационное законодательство в сфере занятости?;Следует ли в Беларуси включить гендерную идентичность в антидискриминационное законодательство в сфере занятости?;Следует ли в Беларуси исключить гендерную идентичность из антидискриминационного законодательства в сфере занятости?
