Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Ar Lietuvoje Konstitucija draudžia diskriminaciją dėl seksualinės orientacijos?;Ar Lietuvoje Konstitucija turėtų drausti diskriminaciją dėl seksualinės orientacijos?;Ar Lietuvoje Konstitucija turėtų leisti diskriminaciją dėl seksualinės orientacijos?
Equality & non-discrimination;Employment (sexual orientation);Ar Lietuvoje seksualinė orientacija yra aiškiai įtraukta į nediskriminavimo darbo santykius reglamentuojančius teisės aktus?;Ar Lietuvoje seksualinė orientacija turėtų būti aiškiai įtraukta į nediskriminavimo darbo santykiuose teisės aktus?;Ar Lietuvoje seksualinė orientacija turėtų būti neįtraukta į nediskriminavimo darbo santykiuose teisės aktus?
Equality & non-discrimination;Goods & services (sexual orientation);Ar Lietuvoje seksualinė orientacija yra aiškiai įtraukta į prekių ir paslaugų nediskriminavimo teisės aktus?;Ar Lietuvoje seksualinė orientacija turėtų būti aiškiai įtraukta į prekių ir paslaugų antidiskriminacinius teisės aktus?;Ar Lietuvoje seksualinė orientacija neturėtų būti įtraukta į prekių ir paslaugų nediskriminavimo teisės aktus?
Equality & non-discrimination;Education (sexual orientation);Ar Lietuvoje teisės aktais draudžiama diskriminacija dėl seksualinės orientacijos švietimo srityje?;Ar Lietuvoje diskriminacija dėl seksualinės orientacijos švietimo srityje turėtų būti uždrausta teisės aktais?;Ar Lietuvoje teisės aktais turėtų būti leidžiama diskriminacija dėl seksualinės orientacijos švietimo srityje?
Equality & non-discrimination;Health (sexual orientation);Ar Lietuvoje teisės aktai draudžia diskriminaciją dėl seksualinės orientacijos sveikatos srityje?;Ar Lietuvoje teisės aktais turėtų būti uždrausta diskriminacija dėl seksualinės orientacijos sveikatos srityje?;Ar Lietuvoje teisės aktais turėtų būti leidžiama diskriminacija dėl seksualinės orientacijos sveikatos srityje?
Equality & non-discrimination;Conversion practices ban (sexual orientation);Ar Lietuvoje galioja teisės aktai ar politika, draudžiantys konversiją ar reparacinę praktiką, kuria siekiama pakeisti nepilnamečio seksualinę orientaciją?;Ar Lietuvoje teisės aktais ar politika turėtų būti uždraustas nepilnamečių seksualinės orientacijos keitimas ar reparacinė praktika?;Ar Lietuvoje teisės aktais ar politika turėtų būti leidžiama taikyti nepilnamečio seksualinės orientacijos keitimo ar pataisos praktiką?
Equality & non-discrimination;Equality body mandate (sexual orientation);Ar Lietuvoje yra nacionalinė žmogaus teisių institucija ar lygybės institucija, kuriai būtų aiškiai pavesta spręsti su seksualine orientacija susijusius klausimus ir sistemingai su jais dirbti?;Ar Lietuvoje nacionalinei žmogaus teisių institucijai ar lygybės institucijai turėtų būti aiškiai pavesta spręsti su seksualine orientacija susijusius klausimus ir sistemingai dirbti su jais?;Ar Lietuvoje nacionalinė žmogaus teisių institucija ar lygybės institucija neturėtų būti įgaliota spręsti klausimus, susijusius su seksualine orientacija?
Equality & non-discrimination;Equality action plan (sexual orientation);Ar Lietuvoje yra lygybės veiksmų planas, į kurį aiškiai įtraukta seksualinė orientacija ir konkrečios pažangos priemonės?;Ar Lietuvoje turėtų būti parengtas lygybės veiksmų planas, kuriame būtų aiškiai įtraukta seksualinė orientacija ir konkrečios pažangos priemonės?;Ar Lietuvoje seksualinė orientacija neturėtų būti įtraukta į lygybės veiksmų planus?
Equality & non-discrimination;Constitution (gender identity);Ar Lietuvoje Konstitucija draudžia diskriminaciją dėl lytinės tapatybės?;Ar Lietuvoje Konstitucija turėtų drausti diskriminaciją dėl lytinės tapatybės?;Ar Lietuvoje Konstitucija turėtų leisti diskriminaciją dėl lytinės tapatybės?
Equality & non-discrimination;Employment (gender identity);Ar Lietuvoje lytinė tapatybė yra aiškiai įtraukta į nediskriminavimo darbo santykius reglamentuojančius teisės aktus?;Ar Lietuvoje lytinė tapatybė turėtų būti aiškiai įtraukta į kovos su diskriminacija darbo santykiuose teisės aktus?;Ar Lietuvoje lytinė tapatybė neturėtų būti įtraukta į nediskriminavimo darbo santykius reglamentuojančius teisės aktus?
