Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);Արմենիայում Սահմանադրությունը արգելո՞ւմ է սեռական կողմնորոշման հիմքով խտրականությունը։;Հայաստանում պետք է՞ Սահմանադրությամբ արգելվի սեռական կողմնորոշման հիմքով խտրականությունը։;Հայաստանում՝ արդյոք Սահմանադրությունը պետք է թույլատրի խտրականություն սեռական կողմնորոշման հիմքով։
Equality & non-discrimination;Employment (sexual orientation);Արմենիայում սեռական կողմնորոշումը հստակ ներառվա՞ծ է աշխատանքի ընդունման ժամանակ խտրականության դեմ օրենսդրությունում։;Հայաստանում արդյո՞ք սեռական կողմնորոշումը պետք է հստակ ներառվի աշխատանքի ընդունման ժամանակ խտրականության դեմ օրենսդրության մեջ։;Արմենիայում արդյո՞ք սեռական կողմնորոշումը պետք է բացառվի աշխատանքի ընդունման հակադիսկրիմինացիոն օրենսդրությունից։
Equality & non-discrimination;Goods & services (sexual orientation);Արմենիայում սեռական կողմնորոշումը հստակ ներառվա՞ծ է ապրանքների և ծառայությունների դեմ խտրականության դեմ օրենսդրությունում։;Հայաստանում արդյո՞ք սեռական կողմնորոշումը պետք է հստակ ներառվի ապրանքների և ծառայությունների դեմ խտրականության դեմ օրենսդրությունում։;Արմենիայում՝ արդյո՞ք ապրանքների և ծառայությունների դեմ խտրականության դեմ օրենսդրությունից պետք է բացառվի սեռական կողմնորոշումը։
Equality & non-discrimination;Education (sexual orientation);Արմենիայում արդյո՞ք օրենսդրությամբ արգելվում է կրթության ոլորտում սեռական կողմնորոշման հիմքով խտրականությունը։;Հայաստանում արդյո՞ք օրենսդրությամբ պետք է արգելվի կրթության ոլորտում սեռական կողմնորոշման հիմքով խտրականությունը։;Հայաստանում արդյո՞ք օրենսդրությամբ պետք է թույլատրվի կրթության ոլորտում սեռական կողմնորոշման հիմքով խտրականությունը։
Equality & non-discrimination;Health (sexual orientation);Արմենիայում արդյո՞ք օրենսդրությամբ արգելվում է սեռական կողմնորոշման հիմքով խտրականությունը առողջապահության ոլորտում։;Հայաստանում՝ արդյո՞ք օրենսդրությամբ պետք է արգելվի առողջապահության ոլորտում սեռական կողմնորոշման հիմքով խտրականությունը։;Արմենիայում՝ արդյո՞ք օրենսդրությամբ պետք է թույլատրվի առողջապահության ոլորտում սեռական կողմնորոշման հիմքով խտրականությունը։
Equality & non-discrimination;Conversion practices ban (sexual orientation);Արմենիայում արդյո՞ք գոյություն ունեն օրենսդրական ակտեր կամ քաղաքականություններ, որոնք արգելում են անչափահասի սեռական կողմնորոշումը փոխելու նպատակով իրականացվող փոխակերպման կամ վերականգնողական պրակտիկաները։;Արմենիայում՝ արդյո՞ք օրենսդրությամբ կամ քաղաքականություններով պետք է արգելվեն անչափահասի սեռական կողմնորոշումը փոխելու նպատակով իրականացվող փոխակերպման կամ վերականգնողական պրակտիկաները։;Արմենիայում՝ արդյո՞ք օրենսդրությամբ կամ քաղաքականություններով պետք է թույլատրվեն անչափահասի սեռական կողմնորոշումը փոխելու նպատակով իրականացվող փոխակերպման կամ վերականգնողական պրակտիկաները։
Equality & non-discrimination;Equality body mandate (sexual orientation);Արմենիայում արդյո՞ք գոյություն ունի ազգային մարդու իրավունքների հաստատություն կամ հավասարության մարմին, որին հստակ հանձնարարված է զբաղվել և համակարգված կերպով աշխատել սեռական կողմնորոշման հետ կապված հարցերի շուրջ։;Արմենիայում արդյո՞ք ազգային մարդու իրավունքների հաստատությանը կամ հավասարության մարմնին պետք է հստակ լիազորություն տրվի զբաղվելու և համակարգված կերպով աշխատելու սեռական կողմնորոշման հետ կապված հարցերով։;Արմենիայում, արդյո՞ք ազգային մարդու իրավունքների հաստատությանը կամ հավասարության մարմնին չպետք է հանձնարարվի զբաղվել սեռական կողմնորոշման հետ կապված հարցերով։
Equality & non-discrimination;Equality action plan (sexual orientation);Արմենիայում արդյո՞ք գոյություն ունի հավասարության գործողությունների պլան, որը հստակ ներառում է սեռական կողմնորոշումը և առաջընթացի համար նախատեսված կոնկրետ միջոցառումներ։;Արմենիայում արդյո՞ք պետք է լինի հավասարության գործողությունների պլան, որը հստակ ներառի սեռական կողմնորոշումը և առաջընթացի համար կոնկրետ միջոցառումներ։;Արմենիայում արդյո՞ք սեռական կողմնորոշումը պետք է բացառվի հավասարության գործողությունների պլաններից։
Equality & non-discrimination;Constitution (gender identity);Արմենիայում Սահմանադրությունը արգելո՞ւմ է սեռային ինքնության հիմքով խտրականությունը։;Արմենիայում պետք է սահմանադրությամբ արգելվի սեռային ինքնության հիմքով խտրականությունը՞;Հայաստանում՝ արդյո՞ք սահմանադրությունը պետք է թույլատրի խտրականություն սեռային ինքնության հիմքով։
Equality & non-discrimination;Employment (gender identity);Արմենիայում սեռային ինքնությունը հստակ ներառվա՞ծ է աշխատանքի ընդունման ժամանակ խտրականության դեմ օրենսդրությունում։;Արմենիայում արդյո՞ք սեռային ինքնությունը պետք է հստակ ներառվի աշխատանքի հակադիսկրիմինացիոն օրենսդրությունում։;Արմենիայում՝ արդյո՞ք սեռային ինքնությունը պետք է բացառվի աշխատանքի ընդունման հակադիսկրիմինացիոն օրենսդրությունից։
