Category,Subcategory,Fact,Support,Opposition
Equality & non-discrimination,Constitution (sexual orientation),Kielletäänkö Suomessa perustuslaissa seksuaaliseen suuntautumiseen perustuva syrjintä?,Pitäisikö Suomen perustuslaissa kieltää seksuaaliseen suuntautumiseen perustuva syrjintä?,Pitäisikö Suomen perustuslain sallia seksuaaliseen suuntautumiseen perustuva syrjintä?
Equality & non-discrimination,Employment (sexual orientation),Sisältyykö seksuaalinen suuntautuminen Suomessa nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?,Pitäisikö seksuaalinen suuntautuminen Suomessa sisällyttää nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?,Pitäisikö seksuaalinen suuntautuminen Suomessa jättää syrjinnän vastaisen työlainsäädännön ulkopuolelle?
Equality & non-discrimination,Goods & services (sexual orientation),Sisältyykö seksuaalinen suuntautuminen Suomessa nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?,Pitäisikö seksuaalinen suuntautuminen Suomessa sisällyttää nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?,Pitäisikö seksuaalinen suuntautuminen jättää Suomessa tavaroiden ja palvelujen syrjinnän vastaisen lainsäädännön ulkopuolelle?
Equality & non-discrimination,Education (sexual orientation),Onko seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla Suomessa lainsäädännössä kielletty?,Pitäisikö seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla kieltää Suomessa lainsäädännöllä?,Pitäisikö Suomessa sallia seksuaaliseen suuntautumiseen perustuva syrjintä koulutuksen alalla lainsäädännöllä?
Equality & non-discrimination,Health (sexual orientation),Onko seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla kielletty Suomessa lainsäädännössä?,Pitäisikö Suomessa kieltää lainsäädännöllä seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla?,Pitäisikö Suomessa sallia lainsäädännöllä seksuaaliseen suuntautumiseen perustuva syrjintä terveydenhuollon alalla?
Equality & non-discrimination,Conversion practices ban (sexual orientation),"Onko Suomessa lainsäädäntöä tai toimintatapoja, jotka kieltävät käännyttämis- tai korjauskäytännöt, joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?","Pitäisikö Suomessa lainsäädännöllä tai politiikalla kieltää käännyttämis- tai korjauskäytännöt, joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?","Pitäisikö Suomessa sallia lainsäädännöllisesti tai poliittisesti käännyttämis- tai korjauskäytännöt, joilla pyritään muuttamaan alaikäisen seksuaalista suuntautumista?"
Equality & non-discrimination,Equality body mandate (sexual orientation),"Onko Suomessa kansallinen ihmisoikeusinstituutio tai tasa-arvoelin, jonka tehtävänä on käsitellä ja käsitellä järjestelmällisesti seksuaaliseen suuntautumiseen liittyviä kysymyksiä?",Pitäisikö Suomessa antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle nimenomainen toimeksianto käsitellä ja käsitellä järjestelmällisesti seksuaaliseen suuntautumiseen liittyviä kysymyksiä?,Eikö Suomessa pitäisi antaa kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle tehtäväksi käsitellä seksuaaliseen suuntautumiseen liittyviä kysymyksiä?
Equality & non-discrimination,Equality action plan (sexual orientation),"Onko Suomessa tasa-arvoa koskeva toimintasuunnitelma, joka sisältää nimenomaisesti seksuaalisen suuntautumisen ja erityiset toimenpiteet edistymisen edistämiseksi?","Pitäisikö Suomessa olla tasa-arvoa koskeva toimintasuunnitelma, joka sisältää nimenomaisesti seksuaalisen suuntautumisen ja erityiset edistämistoimenpiteet?",Pitäisikö seksuaalinen suuntautuminen Suomessa jättää tasa-arvosuunnitelmien ulkopuolelle?
Equality & non-discrimination,Constitution (gender identity),Kielletäänkö Suomessa perustuslaissa sukupuoli-identiteettiin perustuva syrjintä?,Pitäisikö Suomen perustuslaissa kieltää sukupuoli-identiteettiin perustuva syrjintä?,Pitäisikö Suomessa perustuslain sallia sukupuoli-identiteettiin perustuva syrjintä?
Equality & non-discrimination,Employment (gender identity),Sisältyykö sukupuoli-identiteetti Suomessa nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?,Pitäisikö sukupuoli-identiteetti Suomessa nimenomaisesti sisällyttää työsyrjinnän vastaiseen lainsäädäntöön?,Pitäisikö sukupuoli-identiteetti Suomessa jättää syrjinnän vastaisen työlainsäädännön ulkopuolelle?
