Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Hungary, does the constitution prohibit discrimination based on sexual orientation?;In Hungary, should the constitution prohibit discrimination based on sexual orientation?;In Hungary, should the constitution permit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Hungary, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Hungary, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Hungary, should sexual orientation be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Hungary, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Hungary, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Hungary, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Hungary, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Hungary, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Hungary, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Hungary, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Hungary, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Hungary, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Hungary, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Hungary, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Hungary, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Hungary, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Hungary, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Hungary, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Hungary, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Hungary, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Hungary, should sexual orientation be excluded from equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Hungary, does the constitution prohibit discrimination based on gender identity?;In Hungary, should the constitution prohibit discrimination based on gender identity?;In Hungary, should the constitution permit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Hungary, is gender identity explicitly included in employment anti-discrimination legislation?;In Hungary, should gender identity be explicitly included in employment anti-discrimination legislation?;In Hungary, should gender identity be exluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (gender identity);In Hungary, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Hungary, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Hungary, should gender identity be excluded from goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (gender identity);In Hungary, is discrimination based on gender identity in the field of education prohibited by legislation?;In Hungary, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Hungary, should discrimination based on gender identity in the field of education be permitted by legislation?
Equality & non-discrimination;Health (gender identity);In Hungary, is discrimination based on gender identity in the field of health prohibited by legislation?;In Hungary, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Hungary, should discrimination based on gender identity in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (gender identity);In Hungary, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s gender identity?;In Hungary, should conversion or reparative practices aimed at changing a minor’s gender identity be prohibited by legislation or policies?;In Hungary, should conversion or reparative practices aimed at changing a minor’s gender identity be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (gender identity);In Hungary, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to gender identity? (i think you just need one);In Hungary, should a national human rights institution or equality body be explicitly mandated to address issues related to gender identity?;In Hungary, should a national human rights institution or equality body not be mandated to address issues related to gender identity?
Equality & non-discrimination;Equality action plan (gender identity);In Hungary, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Hungary, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Hungary, should gender identity be excluded from equality action plans?
Equality & non-discrimination;Law (gender expression);In Hungary, is gender expression explicitly included in anti-discrimination legislation?;In Hungary, should gender expression explicitly be included in anti-discrimination legislation?;In Hungary, should gender expression be excluded from anti-discrimination legislation?
Equality & non-discrimination;Constitution (sex characteristics);In Hungary, does the constitution prohibit discrimination based on sex characteristics?;In Hungary, should the constitution prohibit discrimination based on sex characteristics?;In Hungary, should the constitution permit discrimination based on sex characteristics?
Equality & non-discrimination;Employment (sex characteristics);In Hungary, are sex characteristics explicitly included in employment anti-discrimination legislation?;In Hungary, should sex characteristics be explicitly included in employment anti-discrimination legislation?;In Hungary, should sex characteristics be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sex characteristics);In Hungary, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Hungary, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Hungary, should sex characteristics be excluded from goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sex characteristics);In Hungary, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Hungary, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Hungary, should discrimination based on sex characteristics in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sex characteristics);In Hungary, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Hungary, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Hungary, should discrimination based on sex characteristics in the field of health be permitted by legislation?
Equality & non-discrimination;Equality body mandate (sex characteristics);In Hungary, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sex characteristics?;In Hungary, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Hungary, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
Equality & non-discrimination;Equality action plan (sex characteristics);In Hungary, is there an equality action plan that explicitly includes sex characteristics and specific measures for progress?;In Hungary, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Hungary, should sex characteristics be excluded from equality action plans?
Equality & non-discrimination;Blood donations;In Hungary, is donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Hungary, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Hungary, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity be subjected to legislative or administrative ban? 
Family;Marriage equality;In Hungary, are same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Hungary, should same-sex couples be allowed to marry with the same level of rights as married different-sex couples?;In Hungary, should same-sex couples not be allowed to marry with the same level of rights as married different-sex couples?
Family;Registered partnership (similar rights to marriage);In Hungary, are same-sex couples allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Hungary, should same-sex couples be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?;In Hungary, should same-sex couples not be allowed to enter a registered partnership/civil partnership and obtain the same level of rights as they would if they were married?
Family;Registered partnership (limited rights);In Hungary, are same-sex couples allowed to enter a registered partnership/civil partnership?;In Hungary, should same-sex couples be allowed to enter a registered partnership/civil partnership?;In Hungary, should same-sex couples not be allowed to enter a registered partnership/civil partnership?
Family;Cohabitation;In Hungary, are same-sex couples included in legislation or legal measures on cohabitation?;In Hungary, should same-sex couples be included in legislation or legal measures on cohabitation?;In Hungary, should same-sex couples be excluded from legislation or legal measures on cohabitation?
Family;No constitutional limitation on marriage;In Hungary, is there no constitutional definition of marriage as being only a union between a man and a woman?;In Hungary, should there be no constitutional definition of marriage as being only a union between a man and a woman?;In Hungary, should there be a constitutional definition of marriage as being only a union between a man and a woman?
Family;Joint adoption;In Hungary, are same-sex couples allowed to legally apply for joint adoption?;In Hungary, should same-sex couples be allowed to apply for joint adoption legally?;In Hungary, should same-sex couples not be allowed to apply for joint adoption legally?
Family;Second-parent adoption;In Hungary, are same-sex couples allowed to legally apply for second-parent adoption?;In Hungary, should same-sex couples be allowed to apply for second-parent adoption?;In Hungary, should same-sex couples not be allowed to apply for second-parent adoption?
Family;Automatic co-parent recognition;In Hungary, are children born to couples automatically legally recognised from birth as the children of both parents, regardless of the partners’ sexual orientation and/or gender identity?;In Hungary, should children born to couples automatically be legally recognised from birth as the children of both parents, regardless of the partners’ sexual orientation and/or gender identity?;In Hungary, should children born to couples not be automatically legally recognised from birth as the children of both parents, depending on the partners’ sexual orientation and/or gender identity?
Family;Medically assisted insemination (couples);In Hungary, are couples (regardless of the partners’ sexual orientation and/or gender identity) facing no legal barriers to accessing fertility treatment?;In Hungary, should couples (regardless of the partners’ sexual orientation and/or gender identity) face no legal barriers to accessing fertility treatment?;In Hungary, should couples (regardless of the partners’ sexual orientation and/or gender identity) face legal barriers to accessing fertility treatment?
Family;Medically assisted insemination (singles);In Hungary, is fertility treatment for individuals legally possible regardless of the individuals' sexual orientation and/or gender identity?;In Hungary, should fertility treatment for individuals be legally possible regardless of the individuals' sexual orientation and/or gender identity?;In Hungary, should fertility treatment for individuals be legally possible based on the individuals' sexual orientation and/or gender identity?
Family;Recognition of trans parenthood;In Hungary, is a trans parent’s legal gender identity fully recognized and correctly reflected in the child’s documentation of kinship, and are regulations on parenthood aligned with all available gender options (when more than two gender markers exist) according to the parent’s recognized gender identity?;In Hungary, should a trans parent’s legal gender identity be fully recognized and reflected in the child’s documentation of kinship, and should regulations on parenthood align with all available gender options (when more than two gender markers exist) according to the parent’s recognized gender identity?;In Hungary, should trans parents have their legal gender identity not recognized and correctly reflected in the documentation of kinship according to the parent’s recognised gender identity?
Hate crime & hate speech;Hate crime law (sexual orientation);In Hungary, is sexual orientation explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should sexual orientation be explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should sexual orientation be excluded from hate crime legislation as an aggravating factor?
Hate crime & hate speech;Hate speech law (sexual orientation);In Hungary, is sexual orientation explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should sexual orientation be explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should sexual orientation be excluded from hate speech legislation as an aggravating factor?
Hate crime & hate speech;Policy tackling hatred (sexual orientation);In Hungary, is sexual orientation explicitly included in a national strategy tackling hate crimes and hate speech, as part of a recurrent framework by state actors?;In Hungary, should sexual orientation be explicitly included in a national strategy tackling hate crimes and hate speech, as part of a recurrent framework by state actors?;In Hungary, should sexual orientation be excluded from a national strategy tackling hate crimes and hate speech?
Hate crime & hate speech;Hate crime law (gender identity);In Hungary, is gender identity explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should gender identity be explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should gender identity be excluded from hate crime legislation as an aggravating factor?
Hate crime & hate speech;Hate speech law (gender identity);In Hungary, is gender identity explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should gender identity be explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should gender identity be excluded from hate speech legislation as an aggravating factor?
Hate crime & hate speech;Policy tackling hatred (gender identity);In Hungary, is gender identity included in a national strategy tackling hate crimes and hate speech, as part of an ongoing, systematic, and officially organized set of measures by the state?;In Hungary, should gender identity be explicitly included in a national strategy tackling hate crimes and hate speech, as part of a recurrent framework by state actors?;In Hungary, should gender identity be excluded from a national strategy tackling hate crimes and hate speech?
Hate crime & hate speech;Hate crime law (intersex);In Hungary, are the (perceived) sex characteristics or intersex status explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should the (perceived) sex characteristics or intersex status be explicitly included in hate crime legislation as an aggravating factor?;In Hungary, should the (perceived) sex characteristics or intersex status be excluded from hate crime legislation as an aggravating factor?
Hate crime & hate speech;Hate speech law (sex characteristics);In Hungary, are sex characteristics or intersex status explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should sex characteristics or intersex status be explicitly included in hate speech legislation as an aggravating factor?;In Hungary, should sex characteristics or intersex status be excluded from hate speech legislation as an aggravating factor?
Hate crime & hate speech;Policies tackling hatred (intersex);In Hungary, are sex characteristics or intersex status included in a national strategy tackling hate crimes and hate speech, as part of an ongoing, systematic, and officially organized set of measures by the state?;In Hungary, should sex characteristics or intersex status be included in a national strategy tackling hate crimes and hate speech, as part of a recurrent framework by state actors?;In Hungary, should sex characteristics or intersex status be excluded from a national strategy tackling hate crimes and hate speech, as part of a recurrent framework by state actors?
Legal gender recognition;No legal framework making legal gender recognition impossible;In Hungary, is there no explicit ban or legal limitation that makes legal gender recognition entirely impossible (even if procedures are onerous, difficult, or no set pathway exists)?;In Hungary, should there be no explicit ban or legal limitation that makes legal gender recognition entirely impossible (even if procedures are onerous, difficult, or no set pathway exists)?;In Hungary, should there be a ban or legal limitation that makes legal gender recognition impossible?
Legal gender recognition;Existence of legal measures;In Hungary, are there legal measures in place for legal gender recognition?;In Hungary, should there be legal measures in place for legal gender recognition?;In Hungary, should there be no legal measures in place for legal gender recognition?
Legal gender recognition;Existence of administrative procedures;In Hungary, are there administrative procedures for legal gender recognition?;In Hungary, should there be administrative procedures for legal gender recognition?;In Hungary, should there not be administrative procedures for legal gender recognition?
Legal gender recognition;Name change;In Hungary, does legislation allow a name change without restrictions?;In Hungary, should legislation allow a name change without restrictions?;In Hungary, should legislation deny a name change or allow it with restrictions?
Legal gender recognition;No age restriction (Name change);In Hungary, is there no explicit age restriction for minors to change their name?;In Hungary, should there be no explicit age restriction for minors from changing their name?;In Hungary, should there be an age restriction for minor to change their name?
Legal gender recognition;Self-determination;In Hungary, is legal gender recognition based exclusively on the expressed wish of the person concerned, without requiring third-party involvement, and without treating intersex status or sex characteristics as a contraindication?;In Hungary, should legal gender recognition be based exclusively on the expressed wish of the person concerned, without requiring third-party involvement, and without treating intersex status or sex characteristics as a contraindication?;In Hungary, should legal gender recognition not be based exclusively on the expressed wish of the person concerned, but require a third-party involvement, and intersex status or sex characteristics are a contraindication?
Legal gender recognition;Non-binary recognition;In Hungary, is non-binary gender recognition available either through a public registry offering more than two gender markers, available only on request with a consistent procedure and without discrimination, or through no mandatory recording of a gender marker to all in the public registry?;In Hungary, should non-binary gender recognition be available either through a public registry offering more than two gender markers, and be available only on request with a consistent procedure and without discrimination, or through no mandatory recording of a gender marker to all in the public registry?;In Hungary, should non-binary gender recognition not be available either through a public registry offering more than two gender marker options or through the absence of mandatory gender marker recording in the public registry?
Legal gender recognition;No 'Gender Identity Disorder' diagnosis/psychological opinion required;In Hungary, is a gender identity disorder diagnosis/psychological opinion not required for legal gender recognition?;In Hungary, should a gender identity disorder diagnosis/psychological opinion not be required for legal gender recognition?;In Hungary, should a gender identity disorder diagnosis/psychological opinion be required for legal gender recognition?
Legal gender recognition;No compulsory medical intervention required;In Hungary, are non-surgical medical interventions not required for legal gender recognition?;In Hungary, should non-surgical medical interventions not be required for legal gender recognition?;In Hungary, should non-surgical medical interventions be required for legal gender recognition?
Legal gender recognition;No compulsory surgical intervention required;In Hungary, are surgical medical interventions not required for legal gender recognition?;In Hungary, should surgical medical interventions not be required for legal gender recognition?;In Hungary, should surgical medical interventions be required for legal gender recognition?
Legal gender recognition;No compulsory sterilisation required;In Hungary, is sterilisation or proof of infertility not required for legal gender recognition?;In Hungary, should sterilisation or proof of infertility not be required for legal gender recognition?;In Hungary, should sterilisation or proof of infertility be required for legal gender recognition?
Legal gender recognition;No compulsory divorce required;In Hungary, is divorce or single status not required for legal gender recognition?;In Hungary, should divorce or single status not be required for legal gender recognition?;In Hungary, should divorce or single status be required for legal gender recognition?
Legal gender recognition;No age restriction;In Hungary, do existing legal measures for gender recognition exclude any explicit minimum or maximum age restrictions?;In Hungary, should existing legal measures for gender recognition exclude any explicit minimum or maximum age restrictions?;In Hungary, should existing legal measures for gender recognition include minimum or maximum age restrictions?
Legal gender recognition;Legal gender recognition procedures exist for minors;In Hungary, are legal measures for accessing legal gender recognition available for minors and provide consistent results?;In Hungary, should legal measures for assessing legal gender recognition be available for minors and provide consistent results?;In Hungary, should legal measures for assessing legal gender recognition not be available for minors?
Legal gender recognition;Depathologisation;In Hungary, are trans-specific healthcare (tshc) for adults/ adolescents, support services for pre-puberty trans, and gender variant children accessible and financially covered without requiring a mental health assessment or diagnosis? ;In Hungary, should trans-specific healthcare (tshc) for adults/ adolescents, and support services for pre-puberty trans, and gender variant children be accessible and financially covered without requiring a mental health assessment or diagnosis? ;In Hungary, should trans-specific healthcare (tshc) for adults/ adolescents, and support services for pre-puberty trans, and gender variant children not be accessible and financially covered without requiring a mental health assessment or diagnosis? 
Intersex bodily integrity;Prohibition of medical intervention without informed consent (intersex);In Hungary, are medical practitioners prohibited by law from conducting any kind of surgical or medical intervention on an intersex minor when the intervention has no medical necessity and can be avoided or postponed until the person can provide informed consent?;In Hungary, should medical practitioners be prohibited by law from conducting any kind of surgical or medical intervention on an intersex minor when the intervention has no medical necessity and can be avoided or postponed until the person can provide informed consent?;In Hungary, should medical practitioners be permitted by law to conduct surgical or medical interventions on intersex minors even when the intervention has no medical necessity and could be avoided or postponed until the person can provide informed consent?
