Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Romania, does the constitution prohibit discrimination based on sexual orientation?;In Romania, should the constitution prohibit discrimination based on sexual orientation?;In Romania, should the constitution permit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Romania, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Romania, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Romania, should sexual orientation be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Romania, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Romania, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Romania, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Romania, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Romania, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Romania, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Romania, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Romania, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Romania, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Romania, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Romania, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Romania, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Romania, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Romania, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Romania, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Romania, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Romania, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Romania, should sexual orientation be excluded from equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Romania, does the constitution prohibit discrimination based on gender identity?;In Romania, should the constitution prohibit discrimination based on gender identity?;In Romania, should the constitution permit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Romania, is gender identity explicitly included in employment anti-discrimination legislation?;In Romania, should gender identity be explicitly included in employment anti-discrimination legislation?;In Romania, should gender identity be exluded in employment anti-discrimination legislation?
