Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Lithuania, does the constitution prohibit discrimination based on sexual orientation?;In Lithuania, should the constitution prohibit discrimination based on sexual orientation?;In Lithuania, should the constitution permit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Lithuania, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Lithuania, should sexual orientation be explicitly included in employment anti-discrimination legislation?;In Lithuania, should sexual orientation be excluded from employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Lithuania, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Lithuania, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Lithuania, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Lithuania, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Lithuania, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Lithuania, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Lithuania, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Lithuania, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Lithuania, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Lithuania, are there any legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Lithuania, should conversion or reparative practices aimed at changing a minor’s sexual orientation be prohibited by legislation or policies?;In Lithuania, should conversion or reparative practices aimed at changing a minor’s sexual orientation be permitted by legislation or policies?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Lithuania, is there a national human rights institution or equality body explicitly mandated to address and systematically work on issues related to sexual orientation?;In Lithuania, should a national human rights institution or equality body be explicitly mandated to address and systematically work on issues related to sexual orientation?;In Lithuania, should a national human rights institution or equality body not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Lithuania, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Lithuania, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Lithuania, should sexual orientation be excluded from equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Lithuania, does the constitution prohibit discrimination based on gender identity?;In Lithuania, should the constitution prohibit discrimination based on gender identity?;In Lithuania, should the constitution permit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Lithuania, is gender identity explicitly included in employment anti-discrimination legislation?;In Lithuania, should gender identity be explicitly included in employment anti-discrimination legislation?;In Lithuania, should gender identity be exluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (gender identity);In Lithuania, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Lithuania, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Lithuania, should gender identity be excluded from goods and services anti-discrimination legislation?
