Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);In Armenia, does the constitution prohibit discrimination based on sexual orientation?;In Armenia, should the constitution prohibit discrimination based on sexual orientation?;In Armenia, should the constitution not prohibit discrimination based on sexual orientation?
Equality & non-discrimination;Employment (sexual orientation);In Armenia, is sexual orientation explicitly included in employment anti-discrimination legislation?;In Armenia, should sexual orientation be explictly included in employment anti-discrimination legislation?;In Armenia, should sexual orientation be excluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sexual orientation);In Armenia, is sexual orientation explicitly included in goods and services anti-discrimination legislation?;In Armenia, should sexual orientation be explicitly included in goods and services anti-discrimination legislation?;In Armenia, should sexual orientation be exluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sexual orientation);In Armenia, is discrimination based on sexual orientation in the field of education prohibited by legislation?;In Armenia, should discrimination based on sexual orientation in the field of education be prohibited by legislation?;In Armenia, should discrimination based on sexual orientation in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sexual orientation);In Armenia, is discrimination based on sexual orientation in the field of health prohibited by legislation?;In Armenia, should discrimination based on sexual orientation in the field of health be prohibited by legislation?;In Armenia, should discrimination based on sexual orientation in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (sexual orientation);In Armenia, are there legislation or policies that prohibit conversion or reparative practices aimed at changing a minor’s sexual orientation?;In Armenia, should legislation or policies that allow conversion or reparative practices aimed at changing a minor’s sexual orientation be banned?;In Armenia, should legislation or policies allow conversion or reparative practices aimed at changing a minor’s sexual orientation?
Equality & non-discrimination;Equality body mandate (sexual orientation);In Armenia, are national human rights institutions or equality bodies explicitly mandated to address and systematically working on issues related to sexual orientation?;In Armenia, should national human rights institutions or equality bodies be explicitly mandated to address and systematically working on issues related to sexual orientation?;In Armenia, should national human rights institutions or equality bodies not be mandated to address issues related to sexual orientation?
Equality & non-discrimination;Equality action plan (sexual orientation);In Armenia, is there an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Armenia, should there be an equality action plan that explicitly includes sexual orientation and specific measures for progress?;In Armenia, should sexual orientation be excluded in equality action plans?
Equality & non-discrimination;Constitution (gender identity);In Armenia, does the constitution prohibit discrimination based on gender identity?;In Armenia, should the constitution prohibit discrimination based on gender identity?;In Armenia, should the constitution not prohibit discrimination based on geneder identity?
Equality & non-discrimination;Employment (gender identity);In Armenia, is gender identity explicitly included in employment anti-discrimination legislation?;In Armenia, should gender identity be explictly included in employment anti-discrimination legislation?;In Armenia, should gender identity be exluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (gender identity);In Armenia, is gender identity explicitly included in goods and services anti-discrimination legislation?;In Armenia, should gender identity be explicitly included in goods and services anti-discrimination legislation?;In Armenia, should gender identity be excluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (gender identity);In Armenia, is discrimination based on gender identity in the field of education prohibited by legislation?;In Armenia, should discrimination based on gender identity in the field of education be prohibited by legislation?;In Armenia, should discrimination based on gender identity in the field of education be permitted by legislation?
Equality & non-discrimination;Health (gender identity);In Armenia, is discrimination based on gender identity in the field of health prohibited by legislation?;In Armenia, should discrimination based on gender identity in the field of health be prohibited by legislation?;In Armenia, should discrimination based on gender identity in the field of health be permitted by legislation?
Equality & non-discrimination;Conversion practices ban (gender identity);In Armenia, are there legislation and policies that prohibits conversion or reparative practices aimed at changing a minor’s gender identity?;In Armenia, should legislation and policies that allow conversion or reparative practices aimed at changing a minor’s gender identity be banned?;In Armenia, should there be legislation and policies that allow conversion or reparative practices aimed at changing a minor’s gender identity?
Equality & non-discrimination;Equality body mandate (gender identity);In Armenia, are national human rights institutions or equality bodies explicitly mandated to address and systematically working on issues related to gender identity?;In Armenia, should national human rights institutions or equality bodies be explicitly mandated to address issues related to gender identity?;In Armenia, should national human rights institutions or equality bodies not be mandated to address issues related to gender identity?
Equality & non-discrimination;Equality action plan (gender identity);In Armenia, is there an equality action plan that explicitly includes gender identity and specific measures for progress?;In Armenia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Armenia, should gender identity be excluded in equality action plans?
Equality & non-discrimination;Law (gender expression);In Armenia, is gender expression explicitly included in anti-discrimination legislation?;In Armenia, should gender expression explicitly be included in anti-discrimination legislation?;In Armenia, should gender expression explicitly be excluded in anti-discrimination legislation?
Equality & non-discrimination;Constitution (sex characteristics);In Armenia, does the constitution prohibit discrimination based on sex characteristics?;In Armenia, should the constitution prohibit discrimination based on sex characteristics?;In Armenia, should the constitution not prohibit discrimination based on sex characteristics?
Equality & non-discrimination;Employment (sex characteristics);In Armenia, are sex characteristics included in employment anti-discrimination legislation?;In Armenia, should sex characteristics be explictly included in employment anti-discrimination legislation?;In Armenia, should sex characteristics be excluded in employment anti-discrimination legislation?
Equality & non-discrimination;Goods & services (sex characteristics);In Armenia, are sex characteristics explicitly included in goods and services anti-discrimination legislation?;In Armenia, should sex characteristics be explicitly included in goods and services anti-discrimination legislation?;In Armenia, should sex characteristics be excluded in goods and services anti-discrimination legislation?
Equality & non-discrimination;Education (sex characteristics);In Armenia, is discrimination based on sex characteristics in the field of education prohibited by legislation?;In Armenia, should discrimination based on sex characteristics in the field of education be prohibited by legislation?;In Armenia, should discrimination based on sex characteristics in the field of education be permitted by legislation?
Equality & non-discrimination;Health (sex characteristics);In Armenia, is discrimination based on sex characteristics in the field of health prohibited by legislation?;In Armenia, should discrimination based on sex characteristics in the field of health be prohibited by legislation?;In Armenia, should discrimination based on sex characteristics in the field of health be permitted by legislation?
Equality & non-discrimination;Equality body mandate (sex characteristics);In Armenia, are national human rights institutions or equality bodies explicitly mandated to address and systematically working on issues related to sex characteristics?;In Armenia, should national human rights institutions or equality bodies be explicitly mandated to address issues related to sex characteristics?;In Armenia, should national human rights institutions or equality bodies not be mandated to address issues related to sex characteristics?
Equality & non-discrimination;Equality action plan (sex characteristics);In Armenia, is there an equality action plan that explicitly includes sex characteristics and specific measures for progress?;In Armenia, should there be an equality action plan that explicitly includes gender identity and specific measures for progress?;In Armenia, should sex characteristics be excluded in equality action plans?
Equality & non-discrimination;Blood donations;In Armenia, is donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Armenia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity free from legislative or administrative ban? ;In Armenia, should donating blood or any kind of bodily tissues for lgbti people based on their sexual orientation or gender identity be subjected to legislative or administrative ban? 
