criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.6;0.8;1.0;0.4;0.04;1.0;0.04;1.0;1.0;1.0
1;0.8;0.8;0.8;0.5;0.36;1.0;0.36;0.36;1.0;0.36
2;0.8;0.6;1.0;0.3;0.36;1.0;0.36;1.0;1.0;1.0
3;1.0;0.8;1.0;0.4;1.0;1.0;1.0;1.0;1.0;1.0
4;1.0;0.8;0.4;0.7;1.0;1.0;1.0;0.04;1.0;0.04
5;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
6;0.4;0.8;0.6;0.6;0.04;1.0;0.04;0.04;1.0;0.04
7;0.6;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
8;1.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
9;1.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
10;0.4;0.6;0.4;0.6;0.04;1.0;0.04;0.04;1.0;0.04
11;1.0;0.8;0.6;0.6;1.0;1.0;1.0;0.04;1.0;0.04
12;1.0;0.8;0.2;0.8;1.0;1.0;1.0;0.36;1.0;0.36
13;0.2;0.8;0.4;0.7;0.36;1.0;0.36;0.04;1.0;0.04
14;0.8;0.8;0.6;0.6;0.36;1.0;0.36;0.04;1.0;0.04
15;0.6;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
16;0.8;0.8;0.4;0.7;0.36;1.0;0.36;0.04;1.0;0.04
17;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
18;0.8;0.6;0.8;0.4;0.36;1.0;0.36;0.36;1.0;0.36
19;0.6;0.4;1.0;0.2;0.04;1.0;0.04;1.0;1.0;1.0
20;1.0;0.8;0.8;0.5;1.0;1.0;1.0;0.36;1.0;0.36
21;0.8;0.8;1.0;0.4;0.36;1.0;0.36;1.0;1.0;1.0
22;1.0;0.8;0.6;0.6;1.0;1.0;1.0;0.04;1.0;0.04
23;0.2;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
24;0.8;0.8;0.6;0.6;0.36;1.0;0.36;0.04;1.0;0.04
25;0.4;0.4;0.0;0.7;0.04;1.0;0.04;1.0;1.0;1.0
26;0.8;0.6;0.6;0.5;0.36;1.0;0.36;0.04;1.0;0.04
27;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
28;1.0;0.6;0.6;0.5;1.0;1.0;1.0;0.04;1.0;0.04
29;0.8;0.8;0.6;0.6;0.36;1.0;0.36;0.04;1.0;0.04
30;0.2;0.4;0.8;0.3;0.36;1.0;0.36;0.36;1.0;0.36
31;0.4;0.8;0.2;0.8;0.04;1.0;0.04;0.36;1.0;0.36
