criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
1;0.6;0.8;0.8;0.5;0.04;1.0;0.04;0.36;1.0;0.36
2;0.2;0.4;0.2;0.6;0.36;1.0;0.36;0.36;1.0;0.36
3;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
5;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
6;0.6;0.2;0.8;0.2;0.04;1.0;0.04;0.36;1.0;0.36
7;0.4;0.4;0.0;0.7;0.04;1.0;0.04;1.0;1.0;1.0
8;0.4;0.6;0.0;0.8;0.04;1.0;0.04;1.0;1.0;1.0
9;0.6;0.8;0.4;0.7;0.04;1.0;0.04;0.04;1.0;0.04
10;0.6;0.4;0.2;0.6;0.04;1.0;0.04;0.36;1.0;0.36
11;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
12;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
13;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
14;0.6;0.4;0.6;0.4;0.04;1.0;0.04;0.04;1.0;0.04
15;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
16;0.6;0.6;0.0;0.8;0.04;1.0;0.04;1.0;1.0;1.0
17;0.8;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
18;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
19;0.6;0.6;0.2;0.7;0.04;1.0;0.04;0.36;1.0;0.36
20;1.0;0.8;0.0;0.9;1.0;1.0;1.0;1.0;1.0;1.0
21;1.0;0.8;0.0;0.9;1.0;1.0;1.0;1.0;1.0;1.0
22;0.8;0.0;0.4;0.3;0.36;1.0;0.36;0.04;1.0;0.04
23;0.6;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
24;0.2;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
25;0.6;1.0;0.4;0.8;0.04;1.0;0.04;0.04;1.0;0.04
26;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
27;1.0;0.6;0.0;0.8;1.0;1.0;1.0;1.0;1.0;1.0
28;0.8;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
29;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
30;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
31;0.6;0.6;0.2;0.7;0.04;1.0;0.04;0.36;1.0;0.36
32;0.8;0.6;0.6;0.5;0.36;1.0;0.36;0.04;1.0;0.04
33;0.2;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
34;1.0;1.0;0.6;0.7;1.0;1.0;1.0;0.04;1.0;0.04
35;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
36;0.6;0.4;0.0;0.7;0.04;1.0;0.04;1.0;1.0;1.0
37;0.6;0.8;0.2;0.8;0.04;1.0;0.04;0.36;1.0;0.36
38;0.0;0.4;0.2;0.6;1.0;1.0;1.0;0.36;1.0;0.36
39;0.4;0.2;0.2;0.5;0.04;1.0;0.04;0.36;1.0;0.36
40;0.4;0.4;0.6;0.4;0.04;1.0;0.04;0.04;1.0;0.04
41;0.0;0.4;0.0;0.7;1.0;1.0;1.0;1.0;1.0;1.0
42;0.4;0.6;0.2;0.7;0.04;1.0;0.04;0.36;1.0;0.36
43;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
44;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
45;0.4;0.2;0.2;0.5;0.04;1.0;0.04;0.36;1.0;0.36
46;0.6;0.6;0.6;0.5;0.04;1.0;0.04;0.04;1.0;0.04
47;0.8;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
48;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
49;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
50;0.4;0.6;0.2;0.7;0.04;1.0;0.04;0.36;1.0;0.36
51;0.4;0.4;0.8;0.3;0.04;1.0;0.04;0.36;1.0;0.36
52;0.8;0.4;0.4;0.5;0.36;1.0;0.36;0.04;1.0;0.04
53;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
54;0.0;0.2;0.4;0.4;1.0;1.0;1.0;0.04;1.0;0.04
55;0.4;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
56;0.0;0.2;0.2;0.5;1.0;1.0;1.0;0.36;1.0;0.36
57;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
58;0.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
59;0.0;0.6;1.0;0.3;1.0;1.0;1.0;1.0;1.0;1.0
60;0.2;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
61;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
62;0.2;0.0;0.4;0.3;0.36;1.0;0.36;0.04;1.0;0.04
63;0.2;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
64;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
65;0.4;1.0;1.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
66;0.4;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
67;1.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
68;0.2;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
69;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
70;0.0;0.6;0.6;0.5;1.0;1.0;1.0;0.04;1.0;0.04
71;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
72;0.0;0.2;0.2;0.5;1.0;1.0;1.0;0.36;1.0;0.36
73;0.2;0.4;0.0;0.7;0.36;1.0;0.36;1.0;1.0;1.0
74;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
75;0.2;0.6;1.0;0.3;0.36;1.0;0.36;1.0;1.0;1.0
