criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.3;0.3;0.1;0.6;0.25;0.8;0.2;1.0;0.8;0.8
1;0.3;0.2;0.2;0.5;1.0;0.4;0.4;1.0;0.6;0.6
2;0.1;0.2;0.4;0.4;1.0;0.8;0.8;1.0;0.2;0.2
3;0.4;0.1;0.0;0.55;0.11;0.6;0.07;1.0;1.0;1.0
4;0.4;0.1;0.0;0.55;0.11;0.6;0.07;1.0;1.0;1.0
5;0.1;0.4;0.2;0.6;1.0;0.8;0.8;1.0;0.6;0.6
6;0.0;0.2;0.3;0.45;1.0;1.0;1.0;0.25;0.8;0.2
7;0.2;0.1;0.4;0.35;1.0;0.6;0.6;1.0;0.2;0.2
8;0.7;0.4;0.0;0.7;0.25;0.8;0.2;1.0;1.0;1.0
9;0.1;0.5;0.0;0.75;1.0;0.8;0.8;1.0;1.0;1.0
10;0.2;0.2;0.3;0.45;1.0;0.6;0.6;0.25;0.8;0.2
11;0.3;0.2;0.1;0.55;0.25;0.8;0.2;1.0;0.8;0.8
12;0.2;0.1;0.1;0.5;0.36;1.0;0.36;1.0;0.8;0.8
13;0.2;0.1;0.0;0.55;0.36;1.0;0.36;1.0;1.0;1.0
14;0.2;0.3;0.4;0.45;1.0;0.6;0.6;0.11;0.6;0.07
15;0.3;0.5;0.1;0.7;0.25;0.8;0.2;1.0;0.8;0.8
16;0.1;0.3;0.3;0.5;1.0;0.8;0.8;0.25;0.8;0.2
17;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
18;0.0;0.1;0.3;0.4;1.0;1.0;1.0;1.0;0.4;0.4
19;0.2;0.2;0.0;0.6;1.0;0.6;0.6;1.0;1.0;1.0
20;0.6;0.3;0.2;0.55;0.11;0.6;0.07;1.0;0.6;0.6
21;0.2;0.0;0.1;0.45;0.36;1.0;0.36;1.0;0.8;0.8
22;0.2;0.3;0.2;0.55;0.36;1.0;0.36;1.0;0.6;0.6
23;0.2;0.2;0.1;0.55;1.0;0.6;0.6;1.0;0.8;0.8
24;0.8;0.3;0.2;0.55;1.0;0.6;0.6;1.0;0.6;0.6
25;0.1;0.4;0.4;0.5;1.0;0.8;0.8;0.11;0.6;0.07
26;0.3;0.3;0.3;0.5;0.25;0.8;0.2;0.25;0.8;0.2
27;0.2;0.5;0.3;0.6;1.0;0.6;0.6;0.25;0.8;0.2
28;0.2;0.2;0.1;0.55;1.0;0.6;0.6;1.0;0.8;0.8
29;0.3;0.0;0.2;0.4;0.25;0.8;0.2;0.36;1.0;0.36
30;0.6;0.1;0.6;0.25;0.11;0.6;0.07;0.04;1.0;0.04
31;0.3;0.6;0.5;0.55;1.0;0.4;0.4;0.0;0.8;0.0
32;0.4;0.4;0.0;0.7;0.11;0.6;0.07;1.0;1.0;1.0
33;0.2;0.2;0.4;0.4;1.0;0.6;0.6;0.04;1.0;0.04
34;0.9;0.7;0.5;0.6;1.0;0.8;0.8;0.0;0.4;0.0
35;0.0;0.1;0.3;0.4;1.0;1.0;1.0;0.25;0.8;0.2
36;0.3;0.3;0.3;0.5;0.25;0.8;0.2;0.25;0.8;0.2
37;0.0;0.4;0.5;0.45;1.0;1.0;1.0;0.0;0.8;0.0
38;0.0;0.1;0.4;0.35;1.0;1.0;1.0;0.11;0.6;0.07
39;0.3;0.5;0.5;0.5;0.25;0.8;0.2;0.0;0.4;0.0
40;0.1;0.1;0.3;0.4;1.0;0.8;0.8;0.25;0.8;0.2
41;0.2;0.2;0.4;0.4;1.0;0.6;0.6;1.0;0.2;0.2
42;0.1;0.1;0.3;0.4;1.0;0.8;0.8;1.0;0.4;0.4
43;0.2;0.1;0.0;0.55;1.0;0.6;0.6;1.0;1.0;1.0
44;0.1;0.6;0.0;0.8;1.0;0.8;0.8;1.0;1.0;1.0
45;0.5;0.9;0.1;0.9;0.0;0.8;0.0;1.0;0.8;0.8
46;0.2;0.4;0.1;0.65;1.0;0.6;0.6;1.0;0.8;0.8
47;0.7;0.8;0.1;0.85;0.25;0.8;0.2;1.0;0.8;0.8
48;0.0;0.3;0.1;0.6;1.0;1.0;1.0;1.0;0.8;0.8
49;0.8;0.7;0.3;0.7;1.0;0.6;0.6;0.25;0.8;0.2
50;0.3;0.3;0.5;0.4;0.25;0.8;0.2;0.0;0.8;0.0
51;0.2;0.4;0.5;0.45;1.0;0.6;0.6;0.0;0.8;0.0
52;0.0;0.4;0.0;0.7;1.0;1.0;1.0;1.0;1.0;1.0
53;0.2;0.3;0.2;0.55;0.36;1.0;0.36;1.0;0.6;0.6
54;0.6;0.1;0.1;0.5;0.04;1.0;0.04;1.0;0.8;0.8
55;1.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
56;0.7;0.3;0.1;0.6;0.25;0.8;0.2;1.0;0.8;0.8
57;0.5;0.3;0.2;0.55;0.0;0.8;0.0;1.0;0.6;0.6
58;0.2;0.6;0.6;0.5;1.0;0.6;0.6;0.11;0.6;0.07
59;0.3;0.6;0.4;0.6;0.25;0.8;0.2;0.11;0.6;0.07
60;0.3;0.1;0.0;0.55;0.25;0.8;0.2;1.0;1.0;1.0
61;0.3;0.1;0.2;0.45;1.0;0.4;0.4;1.0;0.6;0.6
62;0.4;0.1;0.1;0.5;0.11;0.6;0.07;1.0;0.8;0.8
63;0.1;0.8;0.4;0.7;1.0;0.8;0.8;0.11;0.6;0.07
64;0.1;0.4;0.3;0.55;1.0;0.8;0.8;1.0;0.4;0.4
65;0.0;0.2;0.2;0.5;1.0;1.0;1.0;0.36;1.0;0.36
66;0.1;0.0;0.0;0.5;1.0;0.8;0.8;1.0;1.0;1.0
67;0.3;0.3;0.1;0.6;0.25;0.8;0.2;1.0;0.8;0.8
68;0.2;0.4;0.0;0.7;1.0;0.6;0.6;1.0;1.0;1.0
69;0.0;0.0;0.3;0.35;1.0;1.0;1.0;1.0;0.4;0.4
70;0.2;0.3;0.3;0.5;1.0;0.6;0.6;0.25;0.8;0.2
71;0.1;0.5;0.1;0.7;1.0;0.8;0.8;1.0;0.8;0.8
72;0.0;0.0;0.4;0.3;1.0;1.0;1.0;1.0;0.2;0.2
73;0.0;0.6;0.2;0.7;1.0;1.0;1.0;1.0;0.6;0.6
74;0.1;0.3;0.4;0.45;1.0;0.8;0.8;1.0;0.2;0.2
75;0.2;0.9;0.1;0.9;1.0;0.6;0.6;1.0;0.8;0.8
