criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.2;0.8;0.4;0.7;0.36;1.0;0.36;0.04;1.0;0.04
1;0.8;0.4;0.2;0.6;0.36;1.0;0.36;0.36;1.0;0.36
2;0.8;0.9;0.9;0.5;0.36;1.0;0.36;1.0;0.8;0.8
3;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
4;0.4;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
5;0.2;0.4;0.4;0.5;0.36;1.0;0.36;0.04;1.0;0.04
6;0.2;0.8;0.4;0.7;0.36;1.0;0.36;0.04;1.0;0.04
7;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
8;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
9;0.2;0.6;0.6;0.5;0.36;1.0;0.36;0.04;1.0;0.04
10;0.2;0.8;0.4;0.7;0.36;1.0;0.36;0.04;1.0;0.04
11;0.2;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
12;0.8;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
13;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
14;0.4;1.0;0.8;0.6;0.04;1.0;0.04;0.36;1.0;0.36
15;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
16;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
17;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
18;0.6;0.4;0.2;0.6;0.04;1.0;0.04;0.36;1.0;0.36
19;0.6;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
20;0.8;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
21;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
22;0.0;0.8;0.4;0.7;1.0;1.0;1.0;0.04;1.0;0.04
23;0.2;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
24;0.2;0.6;0.6;0.5;0.36;1.0;0.36;0.04;1.0;0.04
25;0.2;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
26;0.0;0.6;0.6;0.5;1.0;1.0;1.0;0.04;1.0;0.04
27;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
28;0.8;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
29;0.0;0.4;0.4;0.5;1.0;1.0;1.0;0.04;1.0;0.04
30;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
31;0.2;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
32;0.8;0.6;0.8;0.4;0.36;1.0;0.36;0.36;1.0;0.36
33;0.8;1.0;1.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
34;0.8;0.4;0.4;0.5;0.36;1.0;0.36;0.04;1.0;0.04
35;0.2;0.6;0.4;0.6;0.36;1.0;0.36;0.04;1.0;0.04
36;0.6;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
37;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
38;0.8;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
39;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
40;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
41;0.2;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
42;0.2;0.2;0.2;0.5;0.36;1.0;0.36;0.36;1.0;0.36
43;0.0;0.2;0.4;0.4;1.0;1.0;1.0;0.04;1.0;0.04
