criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
1;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
2;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
3;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
4;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
5;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
6;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
7;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
8;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
9;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
10;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
11;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
12;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
13;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
14;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
15;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
16;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
17;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
18;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
19;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
20;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
21;0.2;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
22;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
23;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
24;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
25;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
26;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
27;0.0;0.2;0.4;0.4;1.0;1.0;1.0;0.04;1.0;0.04
28;0.2;0.2;0.2;0.5;0.36;1.0;0.36;0.36;1.0;0.36
29;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
30;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
31;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
32;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
33;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
34;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
35;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
36;0.0;0.2;0.2;0.5;1.0;1.0;1.0;0.36;1.0;0.36
37;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
38;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
39;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
40;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
41;0.4;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
42;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
43;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
44;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
45;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
46;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
47;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
48;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
49;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
50;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
51;0.4;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
52;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
53;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
54;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
55;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
56;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
57;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
58;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
59;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
60;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
61;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
62;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
63;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
64;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
65;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
66;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
67;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
68;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
69;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
70;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
71;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
