criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;0.7;0.7;0.8;0.45;1.0;0.4;0.4;1.0;0.6;0.6
1;0.6;0.8;0.5;0.65;1.0;0.2;0.2;;0.0;0.0
2;0.6;0.7;0.8;0.45;1.0;0.2;0.2;1.0;0.6;0.6
3;0.6;0.7;0.7;0.5;1.0;0.2;0.2;1.0;0.4;0.4
4;0.6;0.5;0.6;0.45;1.0;0.2;0.2;1.0;0.2;0.2
5;0.6;0.6;0.7;0.45;1.0;0.2;0.2;1.0;0.4;0.4
6;0.5;0.7;0.5;0.6;;0.0;0.0;;0.0;0.0
7;0.8;0.6;0.6;0.5;1.0;0.6;0.6;1.0;0.2;0.2
8;0.6;0.5;0.6;0.45;1.0;0.2;0.2;1.0;0.2;0.2
9;0.5;0.5;0.6;0.45;;0.0;0.0;1.0;0.2;0.2
10;0.6;0.6;0.8;0.4;1.0;0.2;0.2;1.0;0.6;0.6
11;0.6;0.6;0.7;0.45;1.0;0.2;0.2;1.0;0.4;0.4
12;0.7;0.7;0.6;0.55;1.0;0.4;0.4;1.0;0.2;0.2
13;0.5;0.6;0.6;0.5;;0.0;0.0;1.0;0.2;0.2
14;0.7;0.8;0.9;0.45;1.0;0.4;0.4;1.0;0.8;0.8
15;0.6;0.6;0.7;0.45;1.0;0.2;0.2;1.0;0.4;0.4
16;0.5;0.7;0.5;0.6;;0.0;0.0;;0.0;0.0
17;0.7;0.6;0.6;0.5;1.0;0.4;0.4;1.0;0.2;0.2
18;0.6;0.7;0.7;0.5;1.0;0.2;0.2;1.0;0.4;0.4
19;0.5;0.6;0.9;0.35;;0.0;0.0;1.0;0.8;0.8
20;0.7;0.7;0.6;0.55;1.0;0.4;0.4;1.0;0.2;0.2
21;0.9;0.7;0.6;0.55;1.0;0.8;0.8;1.0;0.2;0.2
22;0.6;0.6;0.8;0.4;1.0;0.2;0.2;1.0;0.6;0.6
23;0.7;0.6;0.9;0.35;1.0;0.4;0.4;1.0;0.8;0.8
