criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
0;1.0;0.5;0.4;0.55;1.0;1.0;1.0;1.0;0.2;0.2
1;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
2;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
3;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
4;1.0;1.0;0.1;0.95;1.0;1.0;1.0;1.0;0.8;0.8
5;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
6;1.0;0.9;1.0;0.45;1.0;1.0;1.0;1.0;1.0;1.0
7;1.0;1.0;0.5;0.75;1.0;1.0;1.0;;0.0;0.0
8;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
9;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
10;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
11;1.0;0.7;0.4;0.65;1.0;1.0;1.0;1.0;0.2;0.2
12;1.0;0.8;0.3;0.75;1.0;1.0;1.0;1.0;0.4;0.4
13;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
14;1.0;0.5;0.8;0.35;1.0;1.0;1.0;1.0;0.6;0.6
15;1.0;0.7;0.5;0.6;1.0;1.0;1.0;;0.0;0.0
16;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
17;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
18;1.0;1.0;0.5;0.75;1.0;1.0;1.0;;0.0;0.0
19;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
20;1.0;0.9;0.5;0.7;1.0;1.0;1.0;;0.0;0.0
21;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
22;1.0;0.6;0.7;0.45;1.0;1.0;1.0;1.0;0.4;0.4
23;1.0;0.7;0.5;0.6;1.0;1.0;1.0;;0.0;0.0
24;0.3;0.5;0.5;0.5;0.25;0.8;0.2;;0.0;0.0
25;0.5;0.7;0.9;0.4;;0.0;0.0;1.0;0.8;0.8
26;1.0;0.6;0.5;0.55;1.0;1.0;1.0;;0.0;0.0
27;1.0;0.9;0.5;0.7;1.0;1.0;1.0;;0.0;0.0
28;1.0;0.9;0.5;0.7;1.0;1.0;1.0;;0.0;0.0
29;0.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
30;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
31;1.0;0.9;0.7;0.6;1.0;1.0;1.0;1.0;0.4;0.4
32;0.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
33;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
34;1.0;0.5;0.6;0.45;1.0;1.0;1.0;1.0;0.2;0.2
35;0.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
36;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
37;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
38;1.0;0.9;0.5;0.7;1.0;1.0;1.0;;0.0;0.0
39;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
40;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
41;1.0;0.6;0.5;0.55;1.0;1.0;1.0;;0.0;0.0
42;1.0;0.5;0.1;0.7;1.0;1.0;1.0;1.0;0.8;0.8
43;1.0;0.5;0.5;0.5;1.0;1.0;1.0;;0.0;0.0
44;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
